Tweet,Tweet Length,Cleaned_Tweet,Cleaned_Length,Normalized_Tweet,Normalized_Length,Tokenized_Tweet,Token_Count,No_Stopwords_Tweet,No_Stopwords_Count,Stemmed_Tweet,Stemmed_Count,Sentimen
Buat kubu sebelah ngajuin pemimpin ga perlu yg pinter berprestasi tpi nurut dan bisa diajak kongkalikong.. Lihat saja menteriÂ² di kabinet Jkw yg terakhir.. Gpp bodoh yg penting bisa diatur.. https://t.co/t7dq716Myl,31,buat kubu sebelah ngajuin pemimpin ga perlu yg pinter berprestasi tpi nurut dan bisa diajak kongkalikong lihat saja menteriâ² di kabinet jkw yg terakhir gpp bodoh yg penting bisa diatur,30,buat kubu sebelah ngajuin pemimpin ga perlu yg pinter berprestasi tpi nurut dan bisa diajak kongkalikong lihat saja menteriâ² di kabinet jkw yg terakhir gpp bodoh yg penting bisa diatur,30,"[""buat"", ""kubu"", ""sebelah"", ""ngajuin"", ""pemimpin"", ""ga"", ""perlu"", ""yg"", ""pinter"", ""berprestasi"", ""tpi"", ""nurut"", ""dan"", ""bisa"", ""diajak"", ""kongkalikong"", ""lihat"", ""saja"", ""menteriâ²"", ""di"", ""kabinet"", ""jkw"", ""yg"", ""terakhir"", ""gpp"", ""bodoh"", ""yg"", ""penting"", ""bisa"", ""diatur""]",276,"[""kubu"", ""sebelah"", ""ngajuin"", ""pemimpin"", ""pinter"", ""berprestasi"", ""tpi"", ""nurut"", ""diajak"", ""kongkalikong"", ""lihat"", ""menteriâ²"", ""kabinet"", ""gpp"", ""bodoh"", ""diatur""]",16,"[""kubu"", ""belah"", ""ngajuin"", ""pimpin"", ""pinter"", ""prestasi"", ""tpi"", ""nurut"", ""ajak"", ""kongkalikong"", ""lihat"", ""menteri"", ""kabinet"", ""gpp"", ""bodoh"", ""atur""]",16,positif
@KompasTV kirain kabinet gemuk udah ketampung semua ternyata masih banyak yg antri blm kebagian ,14,kompastv kirain kabinet gemuk udah ketampung semua ternyata masih banyak yg antri blm kebagian,14,kompastv kirain kabinet gemuk udah ketampung semua ternyata masih banyak yg antri blm kebagian,14,"[""kompastv"", ""kirain"", ""kabinet"", ""gemuk"", ""udah"", ""ketampung"", ""semua"", ""ternyata"", ""masih"", ""banyak"", ""yg"", ""antri"", ""blm"", ""kebagian""]",137,"[""kompastv"", ""kirain"", ""kabinet"", ""gemuk"", ""udah"", ""ketampung"", ""antri"", ""kebagian""]",8,"[""kompastv"", ""kirain"", ""kabinet"", ""gemuk"", ""udah"", ""tampung"", ""antri"", ""bagi""]",8,negatif
@DavidWijaya82 Begitu caranya menarik simpati ( suara ) pemilih saat kampanye. Setelah terpilih dan kabinet terbentuk Menteri-nya disuruh membantah. Yaaaa begitulah cara membodohi orang yg sudah bodoh ,27,davidwijaya82 begitu caranya menarik simpati  suara  pemilih saat kampanye setelah terpilih dan kabinet terbentuk menterinya disuruh membantah yaaaa begitulah cara membodohi orang yg sudah bodoh,25,davidwijaya82 begitu caranya menarik simpati suara pemilih saat kampanye setelah terpilih dan kabinet terbentuk menterinya disuruh membantah yaaaa begitulah cara membodohi orang yg sudah bodoh,25,"[""davidwijaya82"", ""begitu"", ""caranya"", ""menarik"", ""simpati"", ""suara"", ""pemilih"", ""saat"", ""kampanye"", ""setelah"", ""terpilih"", ""dan"", ""kabinet"", ""terbentuk"", ""menterinya"", ""disuruh"", ""membantah"", ""yaaaa"", ""begitulah"", ""cara"", ""membodohi"", ""orang"", ""yg"", ""sudah"", ""bodoh""]",268,"[""davidwijaya82"", ""menarik"", ""simpati"", ""suara"", ""pemilih"", ""kampanye"", ""terpilih"", ""kabinet"", ""terbentuk"", ""menterinya"", ""disuruh"", ""membantah"", ""yaaaa"", ""membodohi"", ""orang"", ""bodoh""]",16,"[""davidwijaya82"", ""tarik"", ""simpati"", ""suara"", ""pilih"", ""kampanye"", ""pilih"", ""kabinet"", ""bentuk"", ""menteri"", ""suruh"", ""ban"", ""yaaaa"", ""bodoh"", ""orang"", ""bodoh""]",16,negatif
@Mdy_Asmara1701 Sdh jelas itu Kabinet Gemuk jd pemborosan malah ditambah 50 Tenaga Ahli Profesional di Bidang Komunikasil Istana. Prosesnya pake Ilmu Nepotisme itu sdh dipastikan Diantaranya Keluarganya Teman2nya malah mungkin ada Nene n Kakenya.,34,mdy_asmara1701 sdh jelas itu kabinet gemuk jd pemborosan malah ditambah 50 tenaga ahli profesional di bidang komunikasil istana prosesnya pake ilmu nepotisme itu sdh dipastikan diantaranya keluarganya teman2nya malah mungkin ada nene n kakenya,34,mdy_asmara1701 sdh jelas itu kabinet gemuk jd pemborosan malah ditambah 50 tenaga ahli profesional di bidang komunikasil istana prosesnya pake ilmu nepotisme itu sdh dipastikan diantaranya keluarganya teman2nya malah mungkin ada nene n kakenya,34,"[""mdy_asmara1701"", ""sdh"", ""jelas"", ""itu"", ""kabinet"", ""gemuk"", ""jd"", ""pemborosan"", ""malah"", ""ditambah"", ""50"", ""tenaga"", ""ahli"", ""profesional"", ""di"", ""bidang"", ""komunikasil"", ""istana"", ""prosesnya"", ""pake"", ""ilmu"", ""nepotisme"", ""itu"", ""sdh"", ""dipastikan"", ""diantaranya"", ""keluarganya"", ""teman2nya"", ""malah"", ""mungkin"", ""ada"", ""nene"", ""n"", ""kakenya""]",346,"[""mdy_asmara1701"", ""kabinet"", ""gemuk"", ""pemborosan"", ""ditambah"", ""50"", ""tenaga"", ""ahli"", ""profesional"", ""bidang"", ""komunikasil"", ""istana"", ""prosesnya"", ""ilmu"", ""nepotisme"", ""keluarganya"", ""teman2nya"", ""nene"", ""kakenya""]",19,"[""mdy"", ""asmara1701"", ""kabinet"", ""gemuk"", ""boros"", ""tambah"", ""50"", ""tenaga"", ""ahli"", ""profesional"", ""bidang"", ""komunikasil"", ""istana"", ""proses"", ""ilmu"", ""nepotisme"", ""keluarga"", ""teman2nya"", ""nene"", ""kakenya""]",20,negatif
@tempodotco Hr ini wowo msh omon omon blm ada bukti realitas nya mlah sebaliknya terbukti warna kabinet nya msh orang2 mulyono..,21,tempodotco hr ini wowo msh omon omon blm ada bukti realitas nya mlah sebaliknya terbukti warna kabinet nya msh orang2 mulyono,21,tempodotco hr ini wowo msh omon omon blm ada bukti realitas nya mlah sebaliknya terbukti warna kabinet nya msh orang2 mulyono,21,"[""tempodotco"", ""hr"", ""ini"", ""wowo"", ""msh"", ""omon"", ""omon"", ""blm"", ""ada"", ""bukti"", ""realitas"", ""nya"", ""mlah"", ""sebaliknya"", ""terbukti"", ""warna"", ""kabinet"", ""nya"", ""msh"", ""orang2"", ""mulyono""]",189,"[""tempodotco"", ""hr"", ""wowo"", ""omon"", ""omon"", ""bukti"", ""realitas"", ""nya"", ""mlah"", ""terbukti"", ""warna"", ""kabinet"", ""nya"", ""orang2"", ""mulyono""]",15,"[""tempodotco"", ""hr"", ""wowo"", ""omon"", ""omon"", ""bukti"", ""realitas"", ""nya"", ""mlah"", ""bukti"", ""warna"", ""kabinet"", ""nya"", ""orang2"", ""mulyono""]",15,netral
@molidahm @cinnamongirlc Aturan yg mana? G perlu konfirmasi karena sdh pasti lewat rapat kabinet.,14,molidahm cinnamongirlc aturan yg mana g perlu konfirmasi karena sdh pasti lewat rapat kabinet,14,molidahm cinnamongirlc aturan yg mana g perlu konfirmasi karena sdh pasti lewat rapat kabinet,14,"[""molidahm"", ""cinnamongirlc"", ""aturan"", ""yg"", ""mana"", ""g"", ""perlu"", ""konfirmasi"", ""karena"", ""sdh"", ""pasti"", ""lewat"", ""rapat"", ""kabinet""]",136,"[""molidahm"", ""cinnamongirlc"", ""aturan"", ""g"", ""konfirmasi"", ""rapat"", ""kabinet""]",7,"[""molidahm"", ""cinnamongirlc"", ""atur"", ""g"", ""konfirmasi"", ""rapat"", ""kabinet""]",7,positif
@msaid_didu Suudzon! Tak Terbantahkan Krn Emoci Tiket Kursi Kabinet Full House @DivHumas_Polri @Puspen_TNI @KPK_RI @undip @BPPT_RI @BukitAsamPTBA @KomnasHAM @itbofficial @ipbofficial,20,msaid_didu suudzon tak terbantahkan krn emoci tiket kursi kabinet full house divhumas_polri puspen_tni kpk_ri undip bppt_ri bukitasamptba komnasham itbofficial ipbofficial,20,msaid_didu suudzon tak terbantahkan krn emoci tiket kursi kabinet full house divhumas_polri puspen_tni kpk_ri undip bppt_ri bukitasamptba komnasham itbofficial ipbofficial,20,"[""msaid_didu"", ""suudzon"", ""tak"", ""terbantahkan"", ""krn"", ""emoci"", ""tiket"", ""kursi"", ""kabinet"", ""full"", ""house"", ""divhumas_polri"", ""puspen_tni"", ""kpk_ri"", ""undip"", ""bppt_ri"", ""bukitasamptba"", ""komnasham"", ""itbofficial"", ""ipbofficial""]",232,"[""msaid_didu"", ""suudzon"", ""terbantahkan"", ""emoci"", ""tiket"", ""kursi"", ""kabinet"", ""full"", ""house"", ""divhumas_polri"", ""puspen_tni"", ""kpk_ri"", ""undip"", ""bppt_ri"", ""bukitasamptba"", ""komnasham"", ""itbofficial"", ""ipbofficial""]",18,"[""msaid"", ""didu"", ""suudzon"", ""bantah"", ""emoci"", ""tiket"", ""kursi"", ""kabinet"", ""full"", ""house"", ""divhumas"", ""polri"", ""puspen"", ""tni"", ""kpk"", ""ri"", ""undip"", ""bppt"", ""ri"", ""bukitasamptba"", ""komnasham"", ""itbofficial"", ""ipbofficial""]",23,netral
@tulunsokit Sudah tiba masa menteri2 kabinet potong gaji dan elaun pastu agih ke KKM jelah.,15,tulunsokit sudah tiba masa menteri2 kabinet potong gaji dan elaun pastu agih ke kkm jelah,15,tulunsokit sudah tiba masa menteri2 kabinet potong gaji dan elaun pastu agih ke kkm jelah,15,"[""tulunsokit"", ""sudah"", ""tiba"", ""masa"", ""menteri2"", ""kabinet"", ""potong"", ""gaji"", ""dan"", ""elaun"", ""pastu"", ""agih"", ""ke"", ""kkm"", ""jelah""]",135,"[""tulunsokit"", ""menteri2"", ""kabinet"", ""potong"", ""gaji"", ""elaun"", ""pastu"", ""agih"", ""kkm"", ""jelah""]",10,"[""tulunsokit"", ""menteri2"", ""kabinet"", ""potong"", ""gaji"", ""elaun"", ""pastu"", ""agih"", ""kkm"", ""jelah""]",10,netral
@cinnamongirlc demen ngutang selalu tangan di bawah pdhl harta byk cuma males kelola jd disewa/jual ke aseng trus duitnya utk bancakan. Bgmn mau makmur rakyatnyaâ€ï¸duit hasil penjualanan aset n SDA selalu jd banckan circlenya..huh!! kabinet fufufafa huhuhaha di negeri konoha.pretlah,40,cinnamongirlc demen ngutang selalu tangan di bawah pdhl harta byk cuma males kelola jd disewajual ke aseng trus duitnya utk bancakan bgmn mau makmur rakyatnyaâïduit hasil penjualanan aset n sda selalu jd banckan circlenyahuh kabinet fufufafa huhuhaha di negeri konohapretlah,40,cinnamongirlc demen ngutang selalu tangan di bawah pdhl harta byk cuma males kelola jd disewajual ke aseng trus duitnya utk bancakan bgmn mau makmur rakyatnyaâïduit hasil penjualanan aset n sda selalu jd banckan circlenyahuh kabinet fufufafa huhuhaha di negeri konohapretlah,40,"[""cinnamongirlc"", ""demen"", ""ngutang"", ""selalu"", ""tangan"", ""di"", ""bawah"", ""pdhl"", ""harta"", ""byk"", ""cuma"", ""males"", ""kelola"", ""jd"", ""disewajual"", ""ke"", ""aseng"", ""trus"", ""duitnya"", ""utk"", ""bancakan"", ""bgmn"", ""mau"", ""makmur"", ""rakyatnyaâïduit"", ""hasil"", ""penjualanan"", ""aset"", ""n"", ""sda"", ""selalu"", ""jd"", ""banckan"", ""circlenyahuh"", ""kabinet"", ""fufufafa"", ""huhuhaha"", ""di"", ""negeri"", ""konohapretlah""]",395,"[""cinnamongirlc"", ""demen"", ""ngutang"", ""tangan"", ""pdhl"", ""harta"", ""byk"", ""males"", ""kelola"", ""disewajual"", ""aseng"", ""trus"", ""duitnya"", ""bancakan"", ""bgmn"", ""makmur"", ""rakyatnyaâïduit"", ""hasil"", ""penjualanan"", ""aset"", ""sda"", ""banckan"", ""circlenyahuh"", ""kabinet"", ""huhuhaha"", ""negeri"", ""konohapretlah""]",27,"[""cinnamongirlc"", ""demen"", ""ngutang"", ""tangan"", ""pdhl"", ""harta"", ""byk"", ""males"", ""kelola"", ""disewajual"", ""aseng"", ""trus"", ""duit"", ""bancak"", ""bgmn"", ""makmur"", ""rakyat"", ""duit"", ""hasil"", ""penjualanan"", ""aset"", ""sda"", ""banckan"", ""circlenyahuh"", ""kabinet"", ""huhuhaha"", ""negeri"", ""konohapretlah""]",28,netral
Menteri rasa ajudan. Begitulah analisa teman saya melihat menteri sekretariat kabinet dan menteri luar negeri. Menteri luar negeri tanpa pengetahuan hubungan internasional karena background sekolahnya gak ada bau HI sama sekali. Menterinya ya Prabowo sekaligus merangkap Presiden.,37,menteri rasa ajudan begitulah analisa teman saya melihat menteri sekretariat kabinet dan menteri luar negeri menteri luar negeri tanpa pengetahuan hubungan internasional karena background sekolahnya gak ada bau hi sama sekali menterinya ya prabowo sekaligus merangkap presiden,37,menteri rasa ajudan begitulah analisa teman saya melihat menteri sekretariat kabinet dan menteri luar negeri menteri luar negeri tanpa pengetahuan hubungan internasional karena background sekolahnya gak ada bau hi sama sekali menterinya ya prabowo sekaligus merangkap presiden,37,"[""menteri"", ""rasa"", ""ajudan"", ""begitulah"", ""analisa"", ""teman"", ""saya"", ""melihat"", ""menteri"", ""sekretariat"", ""kabinet"", ""dan"", ""menteri"", ""luar"", ""negeri"", ""menteri"", ""luar"", ""negeri"", ""tanpa"", ""pengetahuan"", ""hubungan"", ""internasional"", ""karena"", ""background"", ""sekolahnya"", ""gak"", ""ada"", ""bau"", ""hi"", ""sama"", ""sekali"", ""menterinya"", ""ya"", ""prabowo"", ""sekaligus"", ""merangkap"", ""presiden""]",388,"[""menteri"", ""ajudan"", ""analisa"", ""teman"", ""menteri"", ""sekretariat"", ""kabinet"", ""menteri"", ""negeri"", ""menteri"", ""negeri"", ""pengetahuan"", ""hubungan"", ""internasional"", ""background"", ""sekolahnya"", ""gak"", ""bau"", ""hi"", ""menterinya"", ""prabowo"", ""merangkap"", ""presiden""]",23,"[""menteri"", ""ajudan"", ""analisa"", ""teman"", ""menteri"", ""sekretariat"", ""kabinet"", ""menteri"", ""negeri"", ""menteri"", ""negeri"", ""tahu"", ""hubung"", ""internasional"", ""background"", ""sekolah"", ""gak"", ""bau"", ""hi"", ""menteri"", ""prabowo"", ""rangkap"", ""presiden""]",23,negatif
@kafiradikalis @aniesbaswedan PKS yg duluan hianati Anis dgn tiba2 loncat pagar dukung RK di Pilgub DKI dgn imbalan dpt slot di Kabinet Gemoy &amp; slot Cawagub DKI. Gak ada omon2 apalg kulo nuwun/menghargai Anies. Trs ente msh ngarep Anies dukung Paslon RK-Suswono di Pilgub DKI? PKS mgkn udh gak tahan bokek https://t.co/TKH71IqdAf,52,kafiradikalis aniesbaswedan pks yg duluan hianati anis dgn tiba2 loncat pagar dukung rk di pilgub dki dgn imbalan dpt slot di kabinet gemoy  slot cawagub dki gak ada omon2 apalg kulo nuwunmenghargai anies trs ente msh ngarep anies dukung paslon rksuswono di pilgub dki pks mgkn udh gak tahan bokek,50,kafiradikalis aniesbaswedan pks yg duluan hianati anis dgn tiba2 loncat pagar dukung rk di pilgub dki dgn imbalan dpt slot di kabinet gemoy slot cawagub dki gak ada omon2 apalg kulo nuwunmenghargai anies trs ente msh ngarep anies dukung paslon rksuswono di pilgub dki pks mgkn udh gak tahan bokek,50,"[""kafiradikalis"", ""aniesbaswedan"", ""pks"", ""yg"", ""duluan"", ""hianati"", ""anis"", ""dgn"", ""tiba2"", ""loncat"", ""pagar"", ""dukung"", ""rk"", ""di"", ""pilgub"", ""dki"", ""dgn"", ""imbalan"", ""dpt"", ""slot"", ""di"", ""kabinet"", ""gemoy"", ""slot"", ""cawagub"", ""dki"", ""gak"", ""ada"", ""omon2"", ""apalg"", ""kulo"", ""nuwunmenghargai"", ""anies"", ""trs"", ""ente"", ""msh"", ""ngarep"", ""anies"", ""dukung"", ""paslon"", ""rksuswono"", ""di"", ""pilgub"", ""dki"", ""pks"", ""mgkn"", ""udh"", ""gak"", ""tahan"", ""bokek""]",447,"[""kafiradikalis"", ""aniesbaswedan"", ""pks"", ""duluan"", ""hianati"", ""anis"", ""tiba2"", ""loncat"", ""pagar"", ""dukung"", ""rk"", ""pilgub"", ""dki"", ""imbalan"", ""dpt"", ""slot"", ""kabinet"", ""gemoy"", ""slot"", ""cawagub"", ""dki"", ""gak"", ""omon2"", ""apalg"", ""kulo"", ""nuwunmenghargai"", ""anies"", ""trs"", ""ente"", ""ngarep"", ""anies"", ""dukung"", ""paslon"", ""rksuswono"", ""pilgub"", ""dki"", ""pks"", ""mgkn"", ""gak"", ""tahan"", ""bokek""]",41,"[""kafiradikalis"", ""aniesbaswedan"", ""pks"", ""duluan"", ""hianati"", ""anis"", ""tiba2"", ""loncat"", ""pagar"", ""dukung"", ""rk"", ""pilgub"", ""dki"", ""imbal"", ""dpt"", ""slot"", ""kabinet"", ""gemoy"", ""slot"", ""cawagub"", ""dki"", ""gak"", ""omon2"", ""apalg"", ""kulo"", ""nuwunmenghargai"", ""anies"", ""trs"", ""ente"", ""ngarep"", ""anies"", ""dukung"", ""paslon"", ""rksuswono"", ""pilgub"", ""dki"", ""pks"", ""mgkn"", ""gak"", ""tahan"", ""bokek""]",41,positif
@DedynurPalakka Asseek Dedy lgi mulai ngejilatin Kk nya Majikan biar dpt jatah posisi dlm kabinet seperi Dedek Masa kalah sama Si Dedek padahal anda paling depan ngebela majikan dan keluarganya,30,dedynurpalakka asseek dedy lgi mulai ngejilatin kk nya majikan biar dpt jatah posisi dlm kabinet seperi dedek masa kalah sama si dedek padahal anda paling depan ngebela majikan dan keluarganya,30,dedynurpalakka asseek dedy lgi mulai ngejilatin kk nya majikan biar dpt jatah posisi dlm kabinet seperi dedek masa kalah sama si dedek padahal anda paling depan ngebela majikan dan keluarganya,30,"[""dedynurpalakka"", ""asseek"", ""dedy"", ""lgi"", ""mulai"", ""ngejilatin"", ""kk"", ""nya"", ""majikan"", ""biar"", ""dpt"", ""jatah"", ""posisi"", ""dlm"", ""kabinet"", ""seperi"", ""dedek"", ""masa"", ""kalah"", ""sama"", ""si"", ""dedek"", ""padahal"", ""anda"", ""paling"", ""depan"", ""ngebela"", ""majikan"", ""dan"", ""keluarganya""]",283,"[""dedynurpalakka"", ""asseek"", ""dedy"", ""lgi"", ""ngejilatin"", ""kk"", ""nya"", ""majikan"", ""biar"", ""dpt"", ""jatah"", ""posisi"", ""kabinet"", ""seperi"", ""dedek"", ""kalah"", ""dedek"", ""ngebela"", ""majikan"", ""keluarganya""]",20,"[""dedynurpalakka"", ""asseek"", ""dedy"", ""lgi"", ""ngejilatin"", ""kk"", ""nya"", ""majikan"", ""biar"", ""dpt"", ""jatah"", ""posisi"", ""kabinet"", ""per"", ""dedek"", ""kalah"", ""dedek"", ""ngebela"", ""majikan"", ""keluarga""]",20,positif
Bisa menjadi satu alasan untuk segera menghentikan pekerjaan yg tidak bermutu. Lagian sekelas Wapres kok bikin meja aduan. Buat apa ada Kabinet dan jajarannya? Buat apa ada Pemerintah Daerah? ,29,bisa menjadi satu alasan untuk segera menghentikan pekerjaan yg tidak bermutu lagian sekelas wapres kok bikin meja aduan buat apa ada kabinet dan jajarannya buat apa ada pemerintah daerah,29,bisa menjadi satu alasan untuk segera menghentikan pekerjaan yg tidak bermutu lagian sekelas wapres kok bikin meja aduan buat apa ada kabinet dan jajarannya buat apa ada pemerintah daerah,29,"[""bisa"", ""menjadi"", ""satu"", ""alasan"", ""untuk"", ""segera"", ""menghentikan"", ""pekerjaan"", ""yg"", ""tidak"", ""bermutu"", ""lagian"", ""sekelas"", ""wapres"", ""kok"", ""bikin"", ""meja"", ""aduan"", ""buat"", ""apa"", ""ada"", ""kabinet"", ""dan"", ""jajarannya"", ""buat"", ""apa"", ""ada"", ""pemerintah"", ""daerah""]",275,"[""alasan"", ""menghentikan"", ""pekerjaan"", ""bermutu"", ""sekelas"", ""wapres"", ""bikin"", ""meja"", ""aduan"", ""kabinet"", ""jajarannya"", ""pemerintah"", ""daerah""]",13,"[""alas"", ""henti"", ""kerja"", ""mutu"", ""kelas"", ""wapres"", ""bikin"", ""meja"", ""adu"", ""kabinet"", ""jajar"", ""perintah"", ""daerah""]",13,positif
Setuju abdi kang. Emang pemerintah skrg guoblok pake nemen. Kabinet balas jasa ga mandang kompetensi.,15,setuju abdi kang emang pemerintah skrg guoblok pake nemen kabinet balas jasa ga mandang kompetensi,15,setuju abdi kang emang pemerintah skrg guoblok pake nemen kabinet balas jasa ga mandang kompetensi,15,"[""setuju"", ""abdi"", ""kang"", ""emang"", ""pemerintah"", ""skrg"", ""guoblok"", ""pake"", ""nemen"", ""kabinet"", ""balas"", ""jasa"", ""ga"", ""mandang"", ""kompetensi""]",144,"[""setuju"", ""abdi"", ""kang"", ""emang"", ""pemerintah"", ""guoblok"", ""nemen"", ""kabinet"", ""balas"", ""jasa"", ""mandang"", ""kompetensi""]",12,"[""tuju"", ""abdi"", ""kang"", ""emang"", ""perintah"", ""guoblok"", ""nemen"", ""kabinet"", ""balas"", ""jasa"", ""mandang"", ""kompetensi""]",12,netral
Senin 18-112024. Sekretaris Kelurahan Lebakgede Menghadiri Desiminasi HAM Peningkatan Kapasitas dan Implementasi Nilai Hak Asasi Manusia di Lingkup Pemerintah Daerah Dengan Terbentuknya Kementerian Hak Asasi Manusia pada Kabinet Merah Putih bertempat di Hotel Sukajadi Bdg. https://t.co/84mIiyZYNQ,36,senin 18112024 sekretaris kelurahan lebakgede menghadiri desiminasi ham peningkatan kapasitas dan implementasi nilai hak asasi manusia di lingkup pemerintah daerah dengan terbentuknya kementerian hak asasi manusia pada kabinet merah putih bertempat di hotel sukajadi bdg,35,senin 18112024 sekretaris kelurahan lebakgede menghadiri desiminasi ham peningkatan kapasitas dan implementasi nilai hak asasi manusia di lingkup pemerintah daerah dengan terbentuknya kementerian hak asasi manusia pada kabinet merah putih bertempat di hotel sukajadi bdg,35,"[""senin"", ""18112024"", ""sekretaris"", ""kelurahan"", ""lebakgede"", ""menghadiri"", ""desiminasi"", ""ham"", ""peningkatan"", ""kapasitas"", ""dan"", ""implementasi"", ""nilai"", ""hak"", ""asasi"", ""manusia"", ""di"", ""lingkup"", ""pemerintah"", ""daerah"", ""dengan"", ""terbentuknya"", ""kementerian"", ""hak"", ""asasi"", ""manusia"", ""pada"", ""kabinet"", ""merah"", ""putih"", ""bertempat"", ""di"", ""hotel"", ""sukajadi"", ""bdg""]",376,"[""senin"", ""18112024"", ""sekretaris"", ""kelurahan"", ""lebakgede"", ""menghadiri"", ""desiminasi"", ""ham"", ""peningkatan"", ""kapasitas"", ""implementasi"", ""nilai"", ""hak"", ""asasi"", ""manusia"", ""lingkup"", ""pemerintah"", ""daerah"", ""terbentuknya"", ""kementerian"", ""hak"", ""asasi"", ""manusia"", ""kabinet"", ""merah"", ""putih"", ""bertempat"", ""hotel"", ""sukajadi"", ""bdg""]",30,"[""senin"", ""18112024"", ""sekretaris"", ""lurah"", ""lebakgede"", ""hadir"", ""desiminasi"", ""ham"", ""tingkat"", ""kapasitas"", ""implementasi"", ""nilai"", ""hak"", ""asasi"", ""manusia"", ""lingkup"", ""perintah"", ""daerah"", ""bentuk"", ""menteri"", ""hak"", ""asasi"", ""manusia"", ""kabinet"", ""merah"", ""putih"", ""tempat"", ""hotel"", ""sukajadi"", ""bdg""]",30,positif
Kayaknya 100 hari pertama Prabowo suruh satu kabinet khataman Paradox Indonesia.,11,kayaknya 100 hari pertama prabowo suruh satu kabinet khataman paradox indonesia,11,kayaknya 100 hari pertama prabowo suruh satu kabinet khataman paradox indonesia,11,"[""kayaknya"", ""100"", ""hari"", ""pertama"", ""prabowo"", ""suruh"", ""satu"", ""kabinet"", ""khataman"", ""paradox"", ""indonesia""]",113,"[""kayaknya"", ""100"", ""prabowo"", ""suruh"", ""kabinet"", ""khataman"", ""paradox"", ""indonesia""]",8,"[""kayak"", ""100"", ""prabowo"", ""suruh"", ""kabinet"", ""khatam"", ""paradox"", ""indonesia""]",8,negatif
Salah satu langkah nyata dari langkah pemerintah oleh Presiden @prabowo dalam menegakkan hukum di Indonesia bravo Kabinet Merah Putih ! #IndonesiaTegasHukum https://t.co/WizCUWCfb7,22,salah satu langkah nyata dari langkah pemerintah oleh presiden prabowo dalam menegakkan hukum di indonesia bravo kabinet merah putih  indonesiategashukum,20,salah satu langkah nyata dari langkah pemerintah oleh presiden prabowo dalam menegakkan hukum di indonesia bravo kabinet merah putih indonesiategashukum,20,"[""salah"", ""satu"", ""langkah"", ""nyata"", ""dari"", ""langkah"", ""pemerintah"", ""oleh"", ""presiden"", ""prabowo"", ""dalam"", ""menegakkan"", ""hukum"", ""di"", ""indonesia"", ""bravo"", ""kabinet"", ""merah"", ""putih"", ""indonesiategashukum""]",213,"[""salah"", ""langkah"", ""nyata"", ""langkah"", ""pemerintah"", ""presiden"", ""prabowo"", ""menegakkan"", ""hukum"", ""indonesia"", ""bravo"", ""kabinet"", ""merah"", ""putih"", ""indonesiategashukum""]",15,"[""salah"", ""langkah"", ""nyata"", ""langkah"", ""perintah"", ""presiden"", ""prabowo"", ""tegak"", ""hukum"", ""indonesia"", ""bravo"", ""kabinet"", ""merah"", ""putih"", ""indonesiategashukum""]",15,negatif
@Kopipait__78 @bamssoesilo1302 @psi_id Dia bukannya masuk kabinet yaa Oo iyaa kabinet sekarang mah boleh apa aja,16,kopipait__78 bamssoesilo1302 psi_id dia bukannya masuk kabinet yaa oo iyaa kabinet sekarang mah boleh apa aja,16,kopipait__78 bamssoesilo1302 psi_id dia bukannya masuk kabinet yaa oo iyaa kabinet sekarang mah boleh apa aja,16,"[""kopipait__78"", ""bamssoesilo1302"", ""psi_id"", ""dia"", ""bukannya"", ""masuk"", ""kabinet"", ""yaa"", ""oo"", ""iyaa"", ""kabinet"", ""sekarang"", ""mah"", ""boleh"", ""apa"", ""aja""]",158,"[""kopipait__78"", ""bamssoesilo1302"", ""masuk"", ""kabinet"", ""yaa"", ""oo"", ""iyaa"", ""kabinet"", ""mah""]",9,"[""kopipait"", ""78"", ""bamssoesilo1302"", ""masuk"", ""kabinet"", ""yaa"", ""oo"", ""iyaa"", ""kabinet"", ""mah""]",10,netral
@cnbcindonesia Pulang dari sono pak @prabowo bubarin kabinet bapak ganti sama orang kompeten mentri cukup 17-25 orang.,17,cnbcindonesia pulang dari sono pak prabowo bubarin kabinet bapak ganti sama orang kompeten mentri cukup 1725 orang,17,cnbcindonesia pulang dari sono pak prabowo bubarin kabinet bapak ganti sama orang kompeten mentri cukup 1725 orang,17,"[""cnbcindonesia"", ""pulang"", ""dari"", ""sono"", ""pak"", ""prabowo"", ""bubarin"", ""kabinet"", ""bapak"", ""ganti"", ""sama"", ""orang"", ""kompeten"", ""mentri"", ""cukup"", ""1725"", ""orang""]",166,"[""cnbcindonesia"", ""pulang"", ""sono"", ""prabowo"", ""bubarin"", ""kabinet"", ""ganti"", ""orang"", ""kompeten"", ""mentri"", ""1725"", ""orang""]",12,"[""cnbcindonesia"", ""pulang"", ""sono"", ""prabowo"", ""bubarin"", ""kabinet"", ""ganti"", ""orang"", ""kompeten"", ""tri"", ""1725"", ""orang""]",12,negatif
