Tweet,Sentimen,Tweet Length,Tokenized
saat memimpin sidang kabinet merah putih pada oktober lalu presiden prabowo subianto menyampaikan empat hal penting terkait judi online narkoba penyelundupan dan korupsi presiden prabowo meminta penegak hukum tidak ragu menindak empat persoalan itu hal ini baru ,netral,40,"['pimpin', 'sidang', 'kabinet', 'merah', 'putih', 'oktober', 'presiden', 'prabowo', 'subianto', 'kait', 'judi', 'online', 'narkoba', 'selundup', 'korupsi', 'presiden', 'prabowo', 'tegak', 'hukum', 'ragu', 'tindak']"
 prabowo pernah tempeleng sby saat msh jadi siswa di sby pernah memecat prabowopada saat itu sby anggota dewan kehormatan tp namanya dulur deweskrg berada dlm satu kabinet sby sebagai penasehat presiden prabowo mereka saling melindungi sesama wong jowo,negatif,40,"['prabowo', 'tempeleng', 'sby', 'siswa', 'sby', 'pecat', 'prabowopada', 'sby', 'anggota', 'dewan', 'hormat', 'nama', 'dulur', 'deweskrg', 'kabinet', 'sby', 'nasehat', 'presiden', 'prabowo', 'lindung', 'jowo']"
pemerintah bayar buzzer daripada naikin gaji guru merupakan amalan mereka yang mendorong kabinet tsb untuk masuk neraka jalur snmptn,negatif,19,"['perintah', 'bayar', 'buzzer', 'naikin', 'gaji', 'guru', 'amal', 'dorong', 'kabinet', 'tsb', 'masuk', 'neraka', 'jalur', 'snmptn']"
 akan susah diselesaikan karena investornya olighar yang dekat kekuasaan dan salah satu komisarisnya ada dalam kabinet saat ini,negatif,19,"['susah', 'selesai', 'investor', 'olighar', 'kuasa', 'salah', 'komisaris', 'kabinet']"
mendukung program pemerintahan kabinet merah putih pemerintah berkomitmen akan terus mewaspadai berbagai risiko global dan merumuskan kebijakan untuk menjaga kepentingan indonesia tetap optimis meski tantangan semakin dinamis dari konferensi pers edisi november,positif,33,"['dukung', 'program', 'perintah', 'kabinet', 'merah', 'putih', 'perintah', 'komitmen', 'waspada', 'risiko', 'global', 'rumus', 'bijak', 'jaga', 'penting', 'indonesia', 'optimis', 'tantang', 'dinamis', 'konferensi', 'pers', 'edisi', 'november']"
 apa yang tidak boleh bagi rezim otoriter justru seharusnya kabinet prabowo lebih menghargai undangundang aturan kepatutan dan etika ,negatif,21,"['rezim', 'otoriter', 'kabinet', 'prabowo', 'harga', 'undangundang', 'atur', 'patut', 'etika']"
 presiden saja tidak mandiri dalam nenentukan kabinet dan membuat keputusan bagaimana mungkin negara bisa mandiri ,negatif,18,"['presiden', 'mandiri', 'nenentukan', 'kabinet', 'putus', 'negara', 'mandiri']"
 selamat datang di kabinet prabowo mulyono,negatif,7,"['selamat', 'kabinet', 'prabowo', 'mulyono']"
 diluar permakluman bagi jabatansbnrnya menko itu buat apa eksekusi jg ga bs hrsnya optimalkan aja wapres utk mengatasi koordinasi kabinet ramping under koordinasi wapres dah cukup bgt,negatif,28,"['luar', 'maklum', 'jabatansbnrnya', 'menko', 'eksekusi', 'hrsnya', 'optimal', 'wapres', 'atas', 'koordinasi', 'kabinet', 'ramping', 'under', 'koordinasi', 'wapres']"
bagaimana pendapat kamu soal program prioritas kabinet merah putih aspirasi apa lagi yang belum terakomodir mari kita kawal dan tagih hasil rencana kerja kabinet merah putih untuk mengatasi berbagai masalah ketenagakerjaan di indonesia ,netral,34,"['dapat', 'program', 'prioritas', 'kabinet', 'merah', 'putih', 'aspirasi', 'terakomodir', 'mari', 'kawal', 'tagih', 'hasil', 'rencana', 'kerja', 'kabinet', 'merah', 'putih', 'atas', 'ketenagakerjaan', 'indonesia']"
presiden prabowo dalam pidato pertamanya di gedung mpr tgl oktober memandatkan kabinet merah putih agar pemimpin harus bekerja untuk rakyat ,positif,23,"['presiden', 'prabowo', 'pidato', 'pertama', 'gedung', 'mpr', 'tgl', 'oktober', 'mandat', 'kabinet', 'merah', 'putih', 'pimpin', 'rakyat']"
nasib pekerja di era kabinet merah putih melihat program prioritas kabinet merah putih untuk atasi masalah ketenagakerjaan di indonesia a thread ,netral,23,"['nasib', 'kerja', 'era', 'kabinet', 'merah', 'putih', 'program', 'prioritas', 'kabinet', 'merah', 'putih', 'atas', 'ketenagakerjaan', 'indonesia', 'a', 'thread']"
negeri ini bener sakit presiden down grade ikut cawe pilkada di jawa tengah kabinet merah putih isinya koruptor dan judol wapres tidak punya kompetensi sbg pejabat ada negara di dalam negara pik pik pik dengan ngorbanin rakyat pemilik tanah yg sah ,negatif,45,"['negeri', 'bener', 'sakit', 'presiden', 'down', 'grade', 'cawe', 'pilkada', 'jawa', 'kabinet', 'merah', 'putih', 'isi', 'koruptor', 'judol', 'wapres', 'kompetensi', 'jabat', 'negara', 'negara', 'pik', 'pik', 'pik', 'ngorbanin', 'rakyat', 'milik', 'tanah', 'sah']"
 kalo pak mahfud orang baik tidak lama lagilah masuk kabinet lagi,netral,13,"['kalo', 'mahfud', 'orang', 'lagi', 'masuk', 'kabinet']"
utusan khusus presiden bidang pembinaan generasi muda dan pekerja seni itu jabatan raggi di kabinet merah putih sekarang dia yang mendampingi wapres saat tabur bunga yang biasanya adalah pekerjaan menteri pendidikan dan kebudayaan ,negatif,34,"['utus', 'khusus', 'presiden', 'bidang', 'bina', 'generasi', 'muda', 'kerja', 'seni', 'jabat', 'raggi', 'kabinet', 'merah', 'putih', 'damping', 'wapres', 'tabur', 'bunga', 'kerja', 'menteri', 'didik', 'budaya']"
 wah coba mempengaruhi kebijakan pak prabowo menghapus judol dan pelindungnya tunggu aja hasil penyelidikan keseluruhan dari polri dan pengumuman dari mayor teddy sebagai sek kabinet ya,negatif,27,"['coba', 'pengaruh', 'bijak', 'prabowo', 'hapus', 'judol', 'lindung', 'tunggu', 'hasil', 'lidi', 'polri', 'umum', 'mayor', 'teddy', 'sek', 'kabinet']"
meskipun dalam kunjungan ke ln presiden prabowo dalam arahannya kepada para menteri dan jajaran kabinet merah putih secara tegas tersirat menyatakan bahwa kendali pemerintahan tetap berada di presiden ri simak ibnu purnas video ,negatif,35,"['kunjung', 'ln', 'presiden', 'prabowo', 'arah', 'menteri', 'jajar', 'kabinet', 'merah', 'putih', 'sirat', 'kendali', 'perintah', 'presiden', 'simak', 'ibnu', 'purnas', 'video']"
wei budi arie emang gak pantes kamu jadi menteri pak tolong diganti saja ini di kabinet merah putih jangan sampe jd beban bapak di kemudian hari info jg sebenarnya dia gak masul menteri bapak kok kemarin krn dititip saja ya gak ,negatif,43,"['wei', 'arie', 'emang', 'gak', 'pantes', 'menteri', 'tolong', 'ganti', 'kabinet', 'merah', 'putih', 'sampe', 'beban', 'info', 'gak', 'masul', 'menteri', 'kemarin', 'titip', 'gak']"
barusan anak saya komen pa gimana negara bisa bersih dari korupsi ponakan wapres aja mafia tanah saya jawab biar aja presiden wapres kabinet ma bpk dpr dll semua korup biarkan seluruh manusia di bumi ini korup yg penting kita tidak korup ,negatif,43,"['barusan', 'anak', 'komen', 'gimana', 'negara', 'bersih', 'korupsi', 'ponakan', 'wapres', 'mafia', 'tanah', 'biar', 'presiden', 'wapres', 'kabinet', 'ma', 'bpk', 'dpr', 'korup', 'biar', 'manusia', 'bumi', 'korup', 'korup']"
pengin tahu fufufafa mimpin sidang kabinet tolong dong rekamannya pasang di sini ,negatif,13,"['pengin', 'mimpin', 'sidang', 'kabinet', 'tolong', 'rekam', 'pasang']"
salah satu kinerja awal yang menonjol dari kabinet ini hari minggu pun tetap dengan iringan patwal dan voorijder lengkap nguiknguik ,negatif,21,"['salah', 'kerja', 'tonjol', 'kabinet', 'minggu', 'iring', 'patwal', 'voorijder', 'lengkap', 'nguiknguik']"
 jangan diperiksa dahulu usia kabinet lt bulan biarkan main sirkus untuk hadiah tahun baru amankan za ak di fd tidak lulus bekerja penunjukan vendor langsung ,negatif,36,"['periksa', 'usia', 'kabinet', 'lt', 'biar', 'main', 'sirkus', 'hadiah', 'aman', 'za', 'ak', 'fd', 'lulus', 'tunjuk', 'vendor', 'langsung']"
 ini mantri ndeso yg blunder sejak hari dilantik menuju blunder kabinet obesitas omonomon ndasmu etik,negatif,18,"['mantri', 'ndeso', 'blunder', 'lantik', 'blunder', 'kabinet', 'obesitas', 'omonomon', 'ndasmu', 'etik']"
 cara yg sama seperti mantan yg membiarkan para menteri di kabinet nya terutama para ketua umum partai yg punya kasus korupsi ujungnya dijadikan sandera politik dan semua kebijakan politiknya berjalan mulus tanpa gangguan boleh jadi ps memakai intrik politik yg sama,negatif,43,"['mantan', 'biar', 'menteri', 'kabinet', 'nya', 'ketua', 'partai', 'korupsi', 'ujung', 'jadi', 'sandera', 'politik', 'bijak', 'politik', 'jalan', 'mulus', 'ganggu', 'ps', 'pakai', 'intrik', 'politik']"
mari kita telusur ke pelbagai dugaan dibalik pernyatan exmenteri kominfo skrg komdigi pernyataan ini dpt jd pertanda bagi selaku pimpinan kabinet rejim bahwa ada satu menteri di kabinetnya yg tidak percaya dgn proses seleksi yg mana bila itu terjadi,negatif,42,"['mari', 'telusur', 'pelbagai', 'duga', 'balik', 'pernyatan', 'exmenteri', 'kominfo', 'komdigi', 'nyata', 'dpt', 'tanda', 'pimpin', 'kabinet', 'rejim', 'menteri', 'kabinet', 'percaya', 'proses', 'seleksi']"
rusak betul kabinet pak begini yg mau bangun indonesia emas,negatif,11,"['rusak', 'kabinet', 'bangun', 'indonesia', 'emas']"
 nyuruh kerja efisien tp kabinet nya gembul,negatif,8,"['nyuruh', 'kerja', 'efisien', 'kabinet', 'nya', 'gembul']"
 persen kabinet prabowo itu banyak yg tersandung kasusmakanya kalau setiap ada kasus yg d tangani g akan maksimal,negatif,20,"['persen', 'kabinet', 'prabowo', 'sandung', 'kasusmakanya', 'd', 'tangan', 'g', 'maksimal']"
 keberadaan konsultan pilpres mulyono di kabinet tanda nyata ada dalam tekanan mulyono cs,negatif,16,"['ada', 'konsultan', 'pilpres', 'mulyono', 'kabinet', 'tanda', 'nyata', 'tekan', 'mulyono', 'cs']"
halo menteri atrkepala bpn nusron wahid menghadiri rapat kabinet paripurna bersama presiden ri prabowo subianto pada kesempatan ini menteri atrkepala bpn menerima arahan langsung terkait penataan ulang aset tanah negara ,positif,32,"['halo', 'menteri', 'atrkepala', 'bpn', 'nusron', 'wahid', 'hadir', 'rapat', 'kabinet', 'paripurna', 'presiden', 'prabowo', 'subianto', 'sempat', 'menteri', 'atrkepala', 'bpn', 'terima', 'arah', 'langsung', 'kait', 'tata', 'ulang', 'aset', 'tanah', 'negara']"
 sekarang dinasti koruptor jkw masuk dlm kabinet pk prabowo dan ahir nya apa yg akan terjadi jujur aja jkw itu sebenar nya telah wajib di hukum mati,negatif,28,"['dinasti', 'koruptor', 'masuk', 'kabinet', 'prabowo', 'ahir', 'nya', 'jujur', 'benar', 'nya', 'wajib', 'hukum', 'mati']"
 itulah kecerdasan presiden prabowo memilih dan melatih kabinet merah putih di akmil agar punya daya tahan secara moral,positif,30,"['cerdas', 'presiden', 'prabowo', 'pilih', 'latih', 'kabinet', 'merah', 'putih', 'akmil', 'daya', 'tahan', 'moral']"
 saya mulai ga suka dia adik ipar nya masuk ke kabinet trus dia sudah mulai nyindir ganjar,negatif,18,"['suka', 'adik', 'ipar', 'nya', 'masuk', 'kabinet', 'trus', 'nyindir', 'ganjar']"
menteri agraria dan tata ruangkepala badan pertanahan nasional atrbpn nusron wahid menghadiri rapat kabinet paripurna di istana negara pada rabu sore ia mendapat arahan dari presiden republik indonesia ri prabowo subianto ,netral,33,"['menteri', 'agraria', 'tata', 'ruangkepala', 'badan', 'tanah', 'nasional', 'atrbpn', 'nusron', 'wahid', 'hadir', 'rapat', 'kabinet', 'paripurna', 'istana', 'negara', 'rabu', 'sore', 'arah', 'presiden', 'republik', 'indonesia', 'prabowo', 'subianto']"
 jadi klo gitu gelar dr nya bahlil itu bikinan orang jadi di kabinet merah putih itu ada dr orderan ada dr hc abal ,negatif,26,"['gitu', 'gelar', 'nya', 'bahlil', 'bikin', 'orang', 'kabinet', 'merah', 'putih', 'order', 'hc', 'abal']"
 kabinet gemoy lebih banyak pejabat dan staff nya butuh sarana kerja mobil dan peralatan kantor perjalanan dinas belanja modal rapat rapat apa itu ngga boros banget ,negatif,27,"['kabinet', 'gemoy', 'jabat', 'staff', 'nya', 'butuh', 'sarana', 'kerja', 'mobil', 'alat', 'kantor', 'jalan', 'dinas', 'belanja', 'modal', 'rapat', 'rapat', 'ngga', 'boros', 'banget']"
sikap politik yang tidak muncul dari kehati an telah sangat mengecewakan rakyat ,negatif,15,"['sikap', 'politik', 'muncul', 'hati', 'an', 'kecewa', 'rakyat']"
dana kabinet jg distop krn menterinya dan para anak buahnya banyak korupsi sangat jumbo pula korupsinya mau merampas hak desa atas dana desa saja pakai dalih kepala desa korupsi pdhl yg ngasih contoh korupsi jg para pejabat pusat,negatif,38,"['dana', 'kabinet', 'stop', 'menteri', 'anak', 'buah', 'korupsi', 'jumbo', 'korupsi', 'rampas', 'hak', 'desa', 'dana', 'desa', 'pakai', 'dalih', 'kepala', 'desa', 'korupsi', 'pdhl', 'ngasih', 'contoh', 'korupsi', 'jabat', 'pusat']"
 ada orang itu di kabinet merah putih,negatif,9,"['orang', 'kabinet', 'merah', 'putih']"
 ga usahh lama pak jangan jadi munafik untuk menjadi baikk singkirkan dan keluarga nyaa serta para boneka jokowi di kabinet bapak,negatif,24,"['usahh', 'munafik', 'baikk', 'singkir', 'keluarga', 'nyaa', 'boneka', 'jokowi', 'kabinet']"
 hukum tatanegara tidak berlaku mutlak di negara ini entah karena mereka tidak mengerti atau tidak peduli sudah dilakoni sejak pembentukan kabinet dan badan lembaga yang ngawuran itu,negatif,29,"['hukum', 'tatanegara', 'laku', 'mutlak', 'negara', 'erti', 'peduli', 'lakon', 'bentuk', 'kabinet', 'badan', 'lembaga', 'ngawuran']"
 ya emg gue stju ga usah tebang plih kalau ad dri kabinet prabowo yg korup gue stju untuk ditindaki klo bsa dhukum mati lah kalian malah justru ngebelain gara oposisi dmana sih otak sehat kalian ini,negatif,40,"['emg', 'stju', 'tebang', 'plih', 'ad', 'dri', 'kabinet', 'prabowo', 'korup', 'stju', 'tindak', 'bsa', 'dhukum', 'mati', 'ngebelain', 'gara', 'oposisi', 'dmana', 'otak', 'sehat']"
presiden prabowo subianto dikelilingi oleh orangorang dekat dan yang dipercayainya siapa saja dan apa peran mereka dalam kabinet merah putih ,netral,23,"['presiden', 'prabowo', 'subianto', 'keliling', 'orangorang', 'percaya', 'peran', 'kabinet', 'merah', 'putih']"
viva yoga soal transmigrasi hingga kabinet gemuk prabowogibran ,negatif,9,"['viva', 'yoga', 'transmigrasi', 'kabinet', 'gemuk', 'prabowogibran']"
susu sapi murni kok pada dibuangi sampe ton kok belum ada mentri kabinet merah putih bersuara ya katanya program makan bergizi gratis butuh susu sapi tapi kok ini malah pada dibuangi ,negatif,33,"['susu', 'sapi', 'murni', 'buang', 'sampe', 'ton', 'tri', 'kabinet', 'merah', 'putih', 'suara', 'program', 'makan', 'gizi', 'gratis', 'butuh', 'susu', 'sapi', 'buang']"
 tenang mas gibran dah diasuh mulyono saat presiden ke ln ternyata di rezim skr ada pmnya macam di kabinet sjahrir tinggal ubah aja uud nya drpd malu amp malu in begini yg msh maksa incharge ,negatif,36,"['tenang', 'mas', 'gibran', 'asuh', 'mulyono', 'presiden', 'ln', 'rezim', 'skr', 'pmnya', 'kabinet', 'sjahrir', 'tinggal', 'ubah', 'uud', 'nya', 'drpd', 'malu', 'amp', 'malu', 'in', 'maksa', 'incharge']"
 koplak tur ngawur presiden cuma punya visi missi program itu milik mentri kabinet utk mewujudkan visi misi presiden program amp kegiatan bkn urusan presiden tapi kabinet amp kepala daerah,negatif,30,"['koplak', 'tur', 'ngawur', 'presiden', 'visi', 'miss', 'program', 'milik', 'tri', 'kabinet', 'wujud', 'visi', 'misi', 'presiden', 'program', 'amp', 'giat', 'bkn', 'urus', 'presiden', 'kabinet', 'amp', 'kepala', 'daerah']"
sudah kudoggy sejak pengumuman kabinet naganya jd kacung dan jongosnya naga,negatif,12,"['kudoggy', 'umum', 'kabinet', 'naga', 'kacung', 'jongos', 'naga']"
mas eep yg jlas bnyk yg bilg dan prediksi bahkan dri senior tni yg slama ini tegak lurus bhw tdk akn ada prubahan apa sama saja sprti jkw prabowo adalah kelanjutan jkw dri awal kabinet saja sdh keliatan arah nya ngawur bangsa ini lagi ketiban apes,negatif,46,"['mas', 'eep', 'jlas', 'bnyk', 'bilg', 'prediksi', 'dri', 'senior', 'tni', 'slama', 'tegak', 'lurus', 'bhw', 'akn', 'prubahan', 'sprti', 'prabowo', 'lanjut', 'dri', 'kabinet', 'liat', 'arah', 'nya', 'ngawur', 'bangsa', 'ketiban', 'apes']"
apa perbedaan kabinet indonesia maju dengan kabinet merah putih ini a thread ,negatif,14,"['beda', 'kabinet', 'indonesia', 'maju', 'kabinet', 'merah', 'putih', 'a', 'thread']"
 indonesia emas tidak akan terwujud karena prasyaratnya banyak sekali klu mimpi aja boleh tapi yakinlah rezim ini nggak bisa utk membantu dan menyiapkan kearah sana karena ini bukan kabinet the dream team,negatif,35,"['indonesia', 'emas', 'wujud', 'prasyarat', 'klu', 'mimpi', 'yakin', 'rezim', 'bantu', 'arah', 'kabinet', 'the', 'dream', 'team']"
 kenapa menteri perdagangan menteri bumn menteri ketahanan pangan menteri perindustrian menteri dalam negeri menteri seketaris kabinet gubernur jateng bupati dst nya tidak di demo besarbesaran ,negatif,27,"['menteri', 'dagang', 'menteri', 'bumn', 'menteri', 'tahan', 'pangan', 'menteri', 'industri', 'menteri', 'negeri', 'menteri', 'ketar', 'kabinet', 'gubernur', 'jateng', 'bupati', 'dst', 'nya', 'demo', 'besarbesaran']"
 pertama sesneg itu jabatan yg perlu ada jangan lu kira kayak sekretaris kelas tugas mereka itu ngurus administrasi kabinet dan protokoler kedua lu beneran nyamain permasalahan simple sampah depan mata sama permasalahan kompleks,netral,35,"['sesneg', 'jabat', 'kayak', 'sekretaris', 'kelas', 'tugas', 'ngurus', 'administrasi', 'kabinet', 'protokoler', 'beneran', 'nyamain', 'masalah', 'simple', 'sampah', 'mata', 'masalah', 'kompleks']"
 ini orang kasusnya distop apa gimana dah dulu sempet dilaporkan karena dugaan hoaks prabowo hanya menjabat tahun barisan sakit hati gak diajak masuk kabinet langsung bikin statement negatif tentang prabowo,negatif,33,"['orang', 'kasus', 'stop', 'gimana', 'sempet', 'lapor', 'duga', 'hoaks', 'prabowo', 'jabat', 'baris', 'sakit', 'hati', 'gak', 'ajak', 'masuk', 'kabinet', 'langsung', 'bikin', 'statement', 'negatif', 'prabowo']"
kegiatan berlangsung dalam empat diskusi panel dengan narasumber para menteri dan pimpinan lembaga tinggi negara kabinet merah putih mengusung tema implementasi asta cita menuju indonesia emas menteri dalam negeri tito karnavian dalam laporannya menyampaikan,netral,35,"['giat', 'diskusi', 'panel', 'narasumber', 'menteri', 'pimpin', 'lembaga', 'negara', 'kabinet', 'merah', 'putih', 'usung', 'tema', 'implementasi', 'asta', 'cita', 'indonesia', 'emas', 'menteri', 'negeri', 'tito', 'karnavian', 'lapor']"
 ini penilaian murni dari hati seorang akademisi bukan penilaian dari aparatur negara yang menjabat menteri kabinet,negatif,17,"['nilai', 'murni', 'hati', 'akademisi', 'nilai', 'aparatur', 'negara', 'jabat', 'menteri', 'kabinet']"
 klu isi nya mental maling yakinlah kabinet ini cuma basa basi aja nggak lebih baik dari sebelumnya kecuali prabowo berani menjadi diri sendiri ,negatif,25,"['klu', 'isi', 'nya', 'mental', 'maling', 'yakin', 'kabinet', 'basa', 'basi', 'kecuali', 'prabowo', 'berani']"
 juru bicara baru di kabinet prabowo intip sederet tokoh yang pernah jadi jubir andalan presiden ri ,netral,18,"['juru', 'bicara', 'kabinet', 'prabowo', 'intip', 'deret', 'tokoh', 'jubir', 'andal', 'presiden']"
 kesian mca bila preaiden takde jwtn dlm kabinetterpaksalah jadi walaun main isu lapuk,negatif,14,"['kesi', 'mca', 'preaiden', 'takde', 'jwtn', 'kabinetterpaksalah', 'walaun', 'main', 'isu', 'lapuk']"
orang mana yang mau bayar pajak kalo tikus tikus kaya rafael alun ada di badan pajaknya ada jaminan apa gua bayar pajak lebih bakal dapet fasilitas yg lebih baik juga kemana larinya apa hasilnya untuk bayar utang bunga grgr program kaya ikn kcic gaji kabinet gendut lu,negatif,47,"['orang', 'bayar', 'pajak', 'kalo', 'tikus', 'tikus', 'kaya', 'rafael', 'alun', 'badan', 'pajak', 'jamin', 'bayar', 'pajak', 'dapet', 'fasilitas', 'mana', 'lari', 'hasil', 'bayar', 'utang', 'bunga', 'grgr', 'program', 'kaya', 'ikn', 'kcic', 'gaji', 'kabinet', 'gendut']"
 kabinetnya aj orang itu aja isinya gk ada yg kompeten bgmna indonesia mau maju pak ganti presiden kabinet dagelan ,negatif,21,"['kabinet', 'aj', 'orang', 'isi', 'kompeten', 'bgmna', 'indonesia', 'maju', 'ganti', 'presiden', 'kabinet', 'dagel']"
 pantesan mulyono mengerahkan kekuatan yang maksimal untuk tetap berkuasa lewat orang orang nya yg ada di kabinet presiden prabowo,negatif,20,"['pantesan', 'mulyono', 'kerah', 'kuat', 'maksimal', 'kuasa', 'orang', 'orang', 'nya', 'kabinet', 'presiden', 'prabowo']"
kabinet gendut isinya koruptor ngomongin naikin pajak buat welfare lucu bgt lu kek badut mampang,negatif,15,"['kabinet', 'gendut', 'isi', 'koruptor', 'ngomongin', 'naikin', 'pajak', 'welfare', 'lucu', 'kek', 'badut', 'mampang']"
mending halu kpop drpda halu tu duit buat welfare wqwq bodoh bgt belain govt segitunya welfare mah bikin kaya dulu rakyatnya bukan dimiskinin mulu trs ngerampok lewat pajak pffffttttt buat kabinet gendut kali mending halu kpop sana dah,negatif,38,"['mending', 'halu', 'kpop', 'drpda', 'halu', 'duit', 'welfare', 'wqwq', 'bodoh', 'bain', 'govt', 'segitunya', 'welfare', 'mah', 'bikin', 'kaya', 'rakyat', 'dimiskinin', 'mulu', 'trs', 'ngerampok', 'pajak', 'pffffttttt', 'kabinet', 'gendut', 'kali', 'mending', 'halu', 'kpop']"
 pecuma sih mao program pajaknya apa juga selama ibu ini masih dlm kabinetkita diperes kl tau bakal pake ibu ini lagi ga bakal coblos yg joget ,negatif,27,"['cuma', 'mao', 'program', 'pajak', 'kabinetkita', 'peres', 'kl', 'coblos', 'joget']"
mustinya mereka diadili eh malah masuk kabinet jd pejabat rusak lu semua,negatif,12,"['mustinya', 'adil', 'eh', 'masuk', 'kabinet', 'jabat', 'rusak']"
presiden prabowo subianto tegaskan pentingnya komunikasi terbuka di kabinet merah putih ,negatif,13,"['presiden', 'prabowo', 'subianto', 'tegas', 'komunikasi', 'buka', 'kabinet', 'merah', 'putih']"
gimana gak naik njir kabinet aja segemuk itu dgn para wakil mentrinya dgn proker mereka butuh biaya gede awas aja ada thn ni dgr kasus korupsi ya sia pajak yg gua bayar ini buat kalian makan seenaknya,negatif,38,"['gimana', 'gak', 'njir', 'kabinet', 'gemuk', 'wakil', 'tri', 'proker', 'butuh', 'biaya', 'gede', 'awas', 'thn', 'dgr', 'korupsi', 'sia', 'pajak', 'bayar', 'makan']"
 ini maksudnya bikin kabinet rame an,negatif,6,"['maksud', 'bikin', 'kabinet', 'rame', 'an']"
 gula beras amp minyak goreng termasuk bahan makanan pokok yg paling dibutuhkan jika menghadapi hari raya dan cadangan utk gagal panen dan bencana alam semua dibicarakan dan direncanakan dirapat kabinet jelas ada rekomendasi dan permintaan presiden utk impor,negatif,39,"['gula', 'beras', 'amp', 'minyak', 'goreng', 'bahan', 'makan', 'pokok', 'butuh', 'hadap', 'raya', 'cadang', 'gagal', 'panen', 'bencana', 'alam', 'bicara', 'rencana', 'rapat', 'kabinet', 'rekomendasi', 'minta', 'presiden', 'impor']"
 sebelum pram mundur dari sekretaris kabinet minta restu ke jokowi ini fakta ,negatif,16,"['pram', 'mundur', 'sekretaris', 'kabinet', 'restu', 'jokowi', 'fakta']"
udh lumrah hari ini di kabinet prab jg ada ga punya nilai aja,negatif,13,"['lumrah', 'kabinet', 'prab', 'nilai']"
 hahah tegur ajaa dulu pengalaman waktu gue di badan legislatif kampus saat itu bem nentuin menteri amp staff kabinet gaada laporan ke kita jadi pas ada problem sama menterinya kita balikin ke mereka emang kalian laporan ke kami terkait penyusunan kabinet wkwkw,negatif,43,"['hahah', 'tegur', 'ajaa', 'alam', 'badan', 'legislatif', 'kampus', 'bem', 'nentuin', 'menteri', 'amp', 'staff', 'kabinet', 'gaada', 'lapor', 'pas', 'problem', 'menteri', 'balikin', 'emang', 'lapor', 'kait', 'susun', 'kabinet', 'wkwkw']"
 bisa bisa nya di raguin dia ngerti apa engga when dia update sendiri kegiatannya di akun resmi sekretariat kabinet,negatif,20,"['nya', 'raguin', 'ngerti', 'engga', 'when', 'update', 'giat', 'akun', 'resmi', 'sekretariat', 'kabinet']"
pak jika anda ingin berhemat dimulai dr kabinet gemuk anda hemat disegala lini terutama rampingkan struktur kelembagaan staf ahli jubir aja sama ckckck,negatif,25,"['hemat', 'kabinet', 'gemuk', 'hemat', 'segala', 'lini', 'ramping', 'struktur', 'lembaga', 'staf', 'ahli', 'jubir', 'ckckck']"
 kabinet gemuk beserta badan turun lagi ke staf staf ahli busyet it digaji sama apbn pajak rakyat tuh,negatif,19,"['kabinet', 'gemuk', 'serta', 'badan', 'turun', 'staf', 'staf', 'ahli', 'busyet', 'it', 'gaji', 'apbn', 'pajak', 'rakyat']"
kmren kita mengkritik bbrp menteri dkabinet prabowo pendukung prabowo ngomong kalian mendukung aja gak tp kebanyakan protes soal kabinet prabowo lantas klw sprti injadinya boleh gk sih yg dipajaki it pendukung prabowo aja klw blh kyk gtu gw janji deh gk bakalan protes lg ,negatif,45,"['kmren', 'kritik', 'bbrp', 'menteri', 'dkabinet', 'prabowo', 'dukung', 'prabowo', 'ngomong', 'dukung', 'gak', 'banyak', 'protes', 'kabinet', 'prabowo', 'lantas', 'klw', 'sprti', 'injadinya', 'pajak', 'it', 'dukung', 'prabowo', 'klw', 'blh', 'kyk', 'gtu', 'janji', 'protes', 'lg']"
 pesimis liat kabinet saat ini bisa memihak rakyat kecil,negatif,10,"['pesimis', 'kabinet', 'rakyat']"
 selamat deh pacar lu udah jadi menteri kabinet merah putih,negatif,11,"['selamat', 'pacar', 'udah', 'menteri', 'kabinet', 'merah', 'putih']"
orang tu marah krn ini negara minta duit mulu tp outputnya g berasa tiap hari kita liat kasus kkn di media massa kabinet gendut dan boros pejabat gak becus masak kita mau percaya ngasih uang yg dicari susah payah ke pemerintahan macam ini trust is earned not given ih,negatif,49,"['orang', 'marah', 'negara', 'duit', 'mulu', 'outputnya', 'g', 'asa', 'kkn', 'media', 'massa', 'kabinet', 'gendut', 'boros', 'jabat', 'gak', 'becus', 'masak', 'percaya', 'ngasih', 'uang', 'cari', 'susah', 'payah', 'perintah', 'trust', 'is', 'earned', 'not', 'given', 'ih']"
 kalo prabowo tdk bisa ngatasi masalah pik dan tdk memecat para koruptor di kabinet nya sendiri prabowo mundur saja artinya prabowo melindungi para koruptor dan membiarkan para penjahat menguasai para cukong cukong tanah,negatif,34,"['kalo', 'prabowo', 'ngatasi', 'pik', 'pecat', 'koruptor', 'kabinet', 'nya', 'prabowo', 'mundur', 'prabowo', 'lindung', 'koruptor', 'biar', 'jahat', 'kuasa', 'cukong', 'cukong', 'tanah']"
buat kubu sebelah ngajuin pemimpin ga perlu yg pinter berprestasi tpi nurut dan bisa diajak kongkalikong lihat saja menteri di kabinet jkw yg terakhir gpp bodoh yg penting bisa diatur ,negatif,31,"['kubu', 'belah', 'ngajuin', 'pimpin', 'pinter', 'prestasi', 'tpi', 'nurut', 'ajak', 'kongkalikong', 'lihat', 'menteri', 'kabinet', 'gpp', 'bodoh', 'atur']"
