Tweet,Sentimen,Tweet Length
 kita sudah mendapat arahan bapak menteri bahwa pada era kabinet merah putih ini adalah era pengendalian yang akan mendominasi pekerjaan jadi tata ruang dan pengendalian sebagai panglimanya pertanahan saat ini,positif,30
daerah pada kamis di hotel sutasoma jakarta kegiatan ini dibuka langsung oleh direktur jenderal dirjen pptr jonahar yang menyampaikan arahan terkait tugas pengendalian dan penertiban di era kabinet merah putih,netral,31
kementerian kebudayaan baru di kabinet merah putih dilantik pelaku seni dan budaya harapkan hal ini via ,netral,18
komisi ii dewan perwakilan rakyat republik indonesia dpr ri untuk pertama kalinya rapat yang membahas target dan capaian tahun anggaran serta program hari kerja kabinet merah putih ini digelar di gedung nusantara dpr ri jakarta pada rabu ,netral,40
 suasananya lebih dahsyat daripada reshuffle kabinet ,negatif,7
gelar evaluasi hasil pengawasan dan pengendalian hak atas tanah dirjen pptr sampaikan tugas pengendalian dan penertiban pada era kabinet merah putih cek berita selengkapnya ,netral,29
 design by nazwa caption by sunia uploaded by rai himpunan mahasiswa sastra arab kabinet elittihad departemen penalaran intelektual,netral,19
selamat atas prestasi yang menginspirasi semoga terus menginspirasi dan membawa nama baik sastra arab ke kancah nasional design by shafira caption by salma lutfiah uploaded by rai himpunan mahasiswa sastra arab kabinet elittihad departemen hubungan internal,netral,37
 kabinet dan lembaga negara bapak gemukkan berarti anggarannya banyak kesedot kenapa sekarang bapak minta orang sisihkan rp rbbulan untuk seragam ambil saja dari makan siang gratis,negatif,28
 mestinya mentrinya yg dulu di keluarkan aja dari kabinet prabowo bikin malu dan bikin rusak negara ini,negatif,19
dia positif dia akan bantu membawa perkara ini ke mesyuarat jemaah kabinet pada rabu ini kita berdoa dan berharap jangan lah sabah dibiarkan bergelap pada januari ,netral,27
menteri atrbpn nusron wahid bersama wamen atrbpn ossy dermawan mengikuti raker bersama komisi ii dpr ri untuk pertama kalinya rapat yang membahas target dan capaian tahun anggaran serta program hari kerja kabinet merah putih ini digelar di gedung nusantara dpr ri ,netral,44
kabinet merahputih prabowo subianto untuk terus memperkuat komitmen utk menciptakan masa depan yang lebih hijau amp berkelanjutan melalui berbagai langkah strategis demi mewujudkan kemandirian energi nasional ,positif,31
mengingat dia melanjutkan beberapa menteri dari jokowi juga ditarik dalam kabinet merah putih,netral,13
selain itu hendri tak menutup kemungkinan prabowo juga melaporan pekerjaan di kabinet,netral,12
sekretaris fraksi golkar dpr ri mukhtarudin mendorong bahwa kabinet merahputih prabowo subianto untuk terus memperkuat komitmen untuk menciptakan masa depan yang lebih baik ,positif,30
 betul jangan sampai stample kabinet lanjutan dan kebijakan lanjutan untuk membungkam lawan politik semakin nyata terlihat,negatif,19
 yang mental kuli minggir mereka sudah terkenal dan sukses sebelum masuk kabinet ,negatif,17
kalau diindonesia kalau tim pemenangan seperti kamu itu elon musk sudah duduk dikursi kabinet apakah kamu juga seperti itu elon musk akan diangkat donald trump nantix ikut gabung dikursi parlemen ,netral,30
 mending hokage ngegaji kabinet gemuknya n mending kasihdepeer uangtambahan tunjangan jt wkwkwkw,negatif,14
kalo mainnya aturan menteri di kabinet terduga korupsi di copotin ada airlangga zulhas dito siapa lagi,negatif,16
padahal kabarnya ini kabinet super kuat mayoritas kekuatan ada disini saya menyebutnya kabinet kaki tiga karena ini adalah penyatuan tiga kekuatan tnipolri oligarki dan parpol kaum kiri,negatif,30
kabinet tiga kaki yang rajin mengeluh kabinet gemoy yang baru dilantik belum sebulan lalu sudah mulai bekerja dan untuk saya yang menarik adalah bahkan sebelum mulai bekerja beberapa diantara mereka sudah mulai kerja besar yakni berkeluh kesah,negatif,39
 nah klo yg ini gua sependapat ini yg termasuk salah orang yg gua kritisi jd menteri kabinet merah putih,negatif,31
 pak yg namanya bantu itu ga ada yang gratis dibalik itu mereka ada kepentingan jangan sampai kami dikorbankan tolong stop berhutang sama china n juga stop juga tka asing cina ke indonesiatangkap para koruptor dilingkaran kabinet merah putih dan stop contact jokowi,negatif,45
aduh salting bgt gw gulingin juga nih kabinet pemerintahan damn bro ngucapin pepero day in a very cutesy way mules ,negatif,21
 yours is way betterrrrrrrr makasih sudah jadi menteri di kabinet nrhs ya ajas sangat beruntung sekali bisa bekerjasama dengan anda membangun negeri nrhs indo ,negatif,25
semiotika zaken kabinet setelah difahami oleh banyak pihak justru diabaikan oleh presiden prabowo mengangkat orang yang tidak memiliki kompetensi salah satu adalah budi ari lanjutkan menurut anda siapa saja,negatif,29
bukti tahun sempet nemenin penyerahan petisi ke asisten deputi bidang sumber daya mineral dan lingkungan hidup sekretariat kabinet bapak troeno marayoga sh llm ntah sekarang beliau masih di setkab gak ya hehehe ,negatif,34
 prabowo menguasai pemerintah eksekutif legislatif yudikatif didukung oleh rakyat yang luar biasa senjata politik beliau menguras para politik tikus orang orang nya di kabinet bekerja full time untuk swasembada pangan dan energi ,positif,34
 bingung gue lihat ini orang bicarayg anda bilang itu semua rakyat udah fahamsemua kabinet itu banditlalu kita rakyat harus bagaimanakita udah di buat bungkam oleh aparat yg tlah di seeting,negatif,31
presiden prabowo komit membangun sistem antikorupsi dan pemberantasan korupsi tapi apakah pak presiden tak sadar dengan formasi kabinet yang di dalamnya memiliki rekam jejak korupsi ulasan achmad zainuddin ,negatif,29
 semoga kabinet merah putih smakin solit,positif,9
semoga info ini benar kalau benar terima kasih presiden dan staf kabinet terkait ,positif,15
 dilihat dari kasus wapres sebelumnya emang ada gebrakan di strategic work kalau gue melihat nya ini hanya sebuah sarana pengaduan masyarakat yang pake nama wapres aja yang gerak ya orang orang bawahan juga gak bakal sampe ratas kabinet ,negatif,40
 makin terpuruk tidak ada yg bisa dibanggakan dari kabinet jastip si wowo udah dibayangbayangi siwiwi beban si samsul skrg malah ngemis minta cina ikutan mendanai makan siang gratis,negatif,29
emang kerusakannya sdh parah nih bangsa berat juga pak dg anggota kabinet titipan hari mulyono tersangka malah dijdkan duta tentu ada uang sakunya ,negatif,26
 pak presiden ri seluruh rakyat sepakat mendukung bapak dgn komitmen kabinet merah putih hanya perlu diwaspadai jangan terseret arus pertanggungan pemerintah lalu dgn kabinet oligarki jangan jadi satria wirang biar rakyat yg menilai,negatif,36
 di filling kabinet isianya duit warna merah semuagila para pejabathukum mati,negatif,12
 harusnya yg harus satu visi dan misi dgn presiden adalah para menteri kabinet merah putih kl kepala daerah hrs satu visi misi dgn presiden mk uu nomor th ttg otonomi daerahharus di cabut dl ,negatif,38
harusnya sih tak ada warga miskin di indonesia lihat seluruh kabinet terisi uang semua hayo buruburu cari air cari lap yg bersih,negatif,22
kalian kalian yang udah keluar dari kabinet indonesia maju kalian semua anggota kabinet merah putih kalian di denda trilyun perorang karna anda melanggar aturan negara jangan protes itu fakta hmm ,negatif,32
 yth pak ternyata tugas pak yang paling utama sbg presiden ri adalah menemukan obat geblek terkhusus untuk para pejabat di jajaran kabinet pak prabowo sendiri,negatif,29
tema ini melambangkan semangat kebangsaan yang kuat mengajak untuk bersatu menjaga identitas nasional amp memperkuat rasa cinta terhadap tanah air seluruh rangkaian upacara diikuti dengan khidmat oleh seluruh peserta termasuk para menteri amp kepala lembaga kabinet merah putih,negatif,38
 bapak presiden dalam programnya mempunyai visi misi disebut asta cita kabinet merah putih di dalam asta cita ini yang ada kaitannya dengan tanah adalah swasembada pangan yaitu menetapkan sistem pertahanan dan mendorong kemandirian bangsa melalui swasembada pangan amp energi,positif,39
 bermula dri kabinet yg korupsi,negatif,6
perjalanan hari kerja kabinet merah putih direktur p s ada empat yang menunjukkan kompetensinya via ,positif,17
 bagai kuman di seberang lautan tampak gajah di pelupuk mata tdk tampak bukankah di kabinet merah putih patut diduga masih bercokol beberapa menteri pelaku korupsi konon ada yg kasus ada yg kasus kenapa masih aman kepala desa berapa sih nilai korupsinya ,negatif,47
 pdip tidak usah bela prabowo tidak juga akan diajak di kabinet ,negatif,13
belum juga hari kabinet kerja merah putih nya cs gak presiden nya gak menteri nya memakai jabatan untuk ngebuzzer remuukk tenan ,negatif,26
 sejak mlihat kabinet merah putih diisi orang yg bmasalah dan tdk kompeten plus ada bumn yg bisa jd mesin uang krn dirutnya adlh kader partai jd makin pesimis dgn pemerintahan ini untuk basmi korupsi kolusi dan nepotisme,negatif,38
 yg penting secara image lini kabinet semua punya gelar,positif,12
 ngeri stigmanya dulu radikal terus anti pancasila sekarang pendukung koruptor kabinet sekarang yang pernah dipanggil kpk itu bagaimana ,negatif,32
 orang yg gampang dikhianati atau dibohongi anak buah jgn dikasi lagi jabatan krn itu indikasi beliau tdk becus jadi pimpinan semoga budi arie segera diresafel dari kabinet mp,netral,29
pak presiden yang kami hormati tolong buktikan janji anda bahwa kabinet anda bersih dari koruptor dan pelaku perbuatan jahat lainnya rakyat monitor kata politisi demokrat siapa tuh namanya ,negatif,29
dari bidang keuangan hingga pemberdayaan perempuan mereka hadir untuk membawa perubahan berikut adalah daftar lengkap beserta peran srikandi kabinet merah putih yang perlu tahu sumber id ,positif,33
 fenomena dan bukti kekuatan cawe cawe masih berkuasa presiden prabowo adalah satu satunya presiden yg tak memiliki hak prerogatif kabinet cawe cawe adalah adalah susupan dari cita cita tiga periode hukum masih dikuasai oleh kekuasaan bengis,negatif,38
 tong kosong nyaring bunyinya circle kabinet ente banyak koruptornya emang berani nangkep apa takut sama mereka karena mereka orangnya pak mulwkwkwk,negatif,24
wkwkwkwkwkwk dilepeh tuh nadiem sama fufufafa udah bener aku curiga sejak awal kabinet indonesia maju malah banyak yang mulai gak jelas gini,negatif,22
 sebutan mas menteri pada menteri kabinet ini dalam rapat di dpr juga banyak disebut yaa,netral,17
 nomenklatur kabinet kita skrgmemang masih utk merepresentasikan atau keterwakilan berdasar afiliasi atau kekuatan politik agama suku ras gender generasiusia dan tentu kombinasi pula sbg individu yg memiliki background sbg akademisi politisi organisasi profesi dll,positif,35
patut diapresiasi analis komunikasi politik kinerja beberapa menteri di kabinet prabowo mulai tunjukkan kemajuan lewat news,positif,18
 semoga bkn hanya upaya ganti pemain khawatir sering spt itu berdasarkan pengalaman namun yg pasti dgn hasil operasi pemberantasan website judol yg sangat banyak yg dilakukan kabinet baru menunjukkan bhw pemerintahan jkw yg lalu sangat rusak dlm hal pembiaran judol bangsat,negatif,42
punya kabinet gemuk tapi masalah laporan tetep disuruh ke wapres buat apa itu banyak kementerian ,negatif,16
 coba selagi presiden ke ln pimpin sidang kabinet bidang ekonomi saja dgn menteri terkait bnyk masalah kuota susu kontrol harga d stok sembako pupuk u petani phk di industri rencana ppn dll dulu pak harto sidang disiarkan tv,negatif,41
 kabinet merah putih berfokus pada peningkatan kualitas kesehatan masyarakat,positif,10
 program kerja kabinet ini sangat mendukung ekonomi rakyat,positif,9
 yang maling itu kader parpol yang mengoyakngoyak kebijakan presiden di internal kabinet jangan purapura bego loe ,negatif,19
terima arahan presiden dalam rapat kabinet paripurna menteri nusron diminta concern menata ulang tanah negara ,netral,16
 tadinya sih juga berharap karena sudah ditetapkan menang setelah dilantik dan melihat isi kabinet dan tindakan di awal kerja sepertinya sama yang sebelumnya ,negatif,29
 bapak presiden dalam programnya mempunyai visi misi yang disebut dengan asta cita kabinet merah putih di dalam asta cita ini yang ada kaitannya dengan tanah adalah swasembada pangan ,positif,28
kabinet yg dipenuhi koruptor da n penjahat ham penghilangan paksaaktifis ,negatif,14
retreat kabinet duit pribadi uji coba maksi gratis hamba allah pesawat presiden eks haji isam jadi bertanyatanya ,negatif,22
 peralihan ybs dari status presiden menjadi ketua partai dlm kegiatan kampanye itu apa disertai surat cuti ybs sbg presiden min klo gk ada dan hanya membual kelen cuma amatiran belagak patriot yg gampang ditipu mulyono dan anjingnya di kabinet,negatif,42
analogi mau ngasih makan anak ngutang tetangga tapi saban hari bergaya sok kaya tampil riya kabinet gemuk mental pemimpin pengemis kalau programnya tangkap semua maling uang negara untuk biayai makan gratis baru keren prabowo ,negatif,37
 maaf yg dbelakang itu kapasitasjabatannya apa dlm kabinet atau sbg asn apa shg bs ikut perjalanan kenegaraan yg dibiayai apbn setahu gw kita msh republik blm kerajaan spt saudi yg salman dtemani muh bin salman mgk gw krg update susunan pejabat mohon pcerahannya,negatif,45
 wkwkw kabinet prabowo isinya org munafik semua,negatif,8
 tidak efisien sama seperti kabinet nya,negatif,7
 setelah masuk kabinet muka penjilatnya langsung kelihatan,negatif,8
mindestnya itu mirip sama junjungannya yg penting kerja bukan kerja yg penting makanya kabinet gendut diterima aja prokja ga sesuai tupksi sbg wapres diterima aja pajak tinggi tp duitnya ga tau kemana di terima aja giliran ada yg ngawal dilabelin pembenci masokis emang,negatif,44
 bahlul calon korupsi dan kabinet korupsi di periode ini makjn banyak loh,negatif,13
 bapak presiden dalam programnya mempunyai visi misi yang disebut dengan asta cita kabinet merah putih di dalam asta cita ini yang ada kaitannya dengan tanah adalah swasembada pangan yaitu menetapkan sistem pertahanan amp mendorong kemandirian bangsa melalui swasembada pangan,positif,39
menurut ordal selama presiden ke ln ada satu kementerian yang lagi bersih jejak kasus lama karena sudah disorot kejaksaan ada rencana setelah presiden pulang audit seluruh kementerian terutama kementerian seken yang masuk dalam kabinet fyi,negatif,35
setelah terjebak utang kereta cepat kini nambah jebakan utang lagi utk makan gratis belum lagi biayai kabinet jumbo dan para pekerjanya jangan sampai terjadi di mana makan dianggarkan lauknya daging dlm kenyataan berubah jd telur atau bahkan tempetahu ini rentan dikorupsi,negatif,41
sukses dan selamat buat bang ngabalinanda salah satu di selamatkan allah dari api neraka zahanam anda tdk masuk kabinet mp karena allah syang pada anda untuk rahasia illahi anda rasakan setelah tersungkur dari mpkarena jk anda kemarin masuk ke pejabat menteri kemunafikan ,negatif,43
 di tahan gara apa emang buat kriminalitas atau korupsi sih zulkifli aja masih bebas loh malah jadi kabinet sekarang tidak diperiksa kpk soalnya sekolam sih bahlil juga,negatif,28
 anak abah itu umumnya simpatisan pks tp dgn tiba pks ningggalin abah dgn loncat pagar gabung kim demi dpt kursi di kabinet ps dan nurut anjing pd kim unt maju pilgub dki dgn rk cagub amp suswini jd cawagub fix sdh hianati hati anak abah gila bet anak abah disrh dukung rido ,negatif,55
 wah jangan sampai terjadi kabinet omon omon nyatanya ruu perkoperasian global amp krisis definisi energi nasional berkelanjutan rpp kebijakan energi nasional,negatif,23
 sekarang siapakah antony el goat di kabinet merah putih,negatif,10
 menteri di kabinet merah putih banyak yg latar belakang karirnya orang sawit wkwkw jd jelas arahnya ini ,negatif,19
gatot nurmantyo kabinet seperti kuda troya kasus tom lembong jadi indikasi pembusukan dari dalam ,negatif,15
 kemana sekre kabinet dan ajudan pribadi nya tolong di ingatkan dong beliau ini presiden terpilih dengan beberapa hal bukan lagi capres yang gagal jadi presiden aneh betul,negatif,28
 hari paska pelantikan kabinet mulai kelihatan kalang kabut nyebokin dan jilatin,negatif,13
 kasih kakak ini jabatan menteri di kabinet pemerintahan mantap kali cara menjilatnya bah wkwkkwwk,negatif,15
di pemerintahan yg baru ini kami rakyat indonesia berharap penuh pada presiden untuk memperbaiki bangsa yg telah di acak oleh jokowi selama ini semoga kabinet yg baru juga jauh dari ,negatif,34
semoga diberkati dgn kesihatan yg baik dan kabinet yg cerdik sedikit supaya takde la pmx ni nak tanggung semua,netral,19
terima kasih kepada pemerintahan beserta kabinet merah putih yang mendukung ketahanan keluarga baru kami sebagai rakyat kecil berdoa semoga mampu menavigasi bangsa dalam menghadapi tantangan global ,netral,29
 kabinet miskin kalo gini namanya baru mau mulai kerja udah tekor,negatif,12
pada upacara yang juga dihadiri ketua lembaga tinggi negara para menteri kabinet merah putih panglima tni kapolri amp para kepala staf angkatan tersebut menhan sjafrie yg didampingi putranya berkesempatan berziarah ke pusara sang ayah letkol tni purn h sjamsoeddin koernia,netral,40
 salah satu tugas kabinet merah putih itu bersihkan kotoran pimpinan ,negatif,11
semangat anti korupsi harus dimulai dari lingkungan yang kecil amppemerintah menyiapkanmengakomodir lembaga pengaduan amppembinaan secara berkala dalam bulan mengadakan rapat evaluasi dimulai dari tingkatan kelurahan kecamatan dst sampa terahir kabinet semua di publikaksan,positif,35
sapa tahu ada pengganti an kabinet pean terpilihojo ngebacot ngalor ngidul kabeh mbok musuhi terus konco an mbeh para pencundang politik jgn berpikir tidak ada kalian hancur kalian seperti parasit di dlm dan benalu presiden boleh ganti tapi yg kita bangun itu sistem nya,negatif,45
emang iya ya dr kabinet prabowo ada orang yg terlibat kasus korupsi wah ini sih bakalan jauh dr penanganan kasus korupsi alamatnya ,negatif,25
menteri keuangan sri mulyani mengeluarkan surat edaran meminta pejabat negara dalam kabinet merah putih untuk menghemat anggaran khususnya dalam belanja perjalanan dinas baca selengkapnya hanya di sumber gambar ,netral,33
 gmana logika nya menjadi kekuatan dunia sementara hutang numpuk korupsi stadium hukum bisa berubah demi nafsu tahta dan tahta belum lagi dengan kabinet gemoy utk bagi ama parpol dan timses dgn isi nya para begal dan penimbun harta lu blg optimis tp fakta gmana,negatif,57
prediksi bikin kabinet namanama menterinya lucuu banget ,negatif,7
mari disimak bersama apkh tepat disebut kabinet residivis lantaran bbrp menkonya terlibat kasus kelak presdn prabowo akan evaluasi ,negatif,19
saat memimpin sidang kabinet merah putih pada oktober lalu presiden prabowo subianto menyampaikan empat hal penting terkait judi online narkoba penyelundupan dan korupsi presiden prabowo meminta penegak hukum tidak ragu menindak empat persoalan itu hal ini baru ,netral,40
 prabowo pernah tempeleng sby saat msh jadi siswa di sby pernah memecat prabowopada saat itu sby anggota dewan kehormatan tp namanya dulur deweskrg berada dlm satu kabinet sby sebagai penasehat presiden prabowo mereka saling melindungi sesama wong jowo,negatif,40
pemerintah bayar buzzer daripada naikin gaji guru merupakan amalan mereka yang mendorong kabinet tsb untuk masuk neraka jalur snmptn,negatif,19
 akan susah diselesaikan karena investornya olighar yang dekat kekuasaan dan salah satu komisarisnya ada dalam kabinet saat ini,negatif,19
mendukung program pemerintahan kabinet merah putih pemerintah berkomitmen akan terus mewaspadai berbagai risiko global dan merumuskan kebijakan untuk menjaga kepentingan indonesia tetap optimis meski tantangan semakin dinamis dari konferensi pers edisi november,positif,33
 apa yang tidak boleh bagi rezim otoriter justru seharusnya kabinet prabowo lebih menghargai undangundang aturan kepatutan dan etika ,negatif,21
 presiden saja tidak mandiri dalam nenentukan kabinet dan membuat keputusan bagaimana mungkin negara bisa mandiri ,negatif,18
 selamat datang di kabinet prabowo mulyono,negatif,7
 diluar permakluman bagi jabatansbnrnya menko itu buat apa eksekusi jg ga bs hrsnya optimalkan aja wapres utk mengatasi koordinasi kabinet ramping under koordinasi wapres dah cukup bgt,negatif,28
bagaimana pendapat kamu soal program prioritas kabinet merah putih aspirasi apa lagi yang belum terakomodir mari kita kawal dan tagih hasil rencana kerja kabinet merah putih untuk mengatasi berbagai masalah ketenagakerjaan di indonesia ,netral,34
presiden prabowo dalam pidato pertamanya di gedung mpr tgl oktober memandatkan kabinet merah putih agar pemimpin harus bekerja untuk rakyat ,positif,23
nasib pekerja di era kabinet merah putih melihat program prioritas kabinet merah putih untuk atasi masalah ketenagakerjaan di indonesia a thread ,netral,23
negeri ini bener sakit presiden down grade ikut cawe pilkada di jawa tengah kabinet merah putih isinya koruptor dan judol wapres tidak punya kompetensi sbg pejabat ada negara di dalam negara pik pik pik dengan ngorbanin rakyat pemilik tanah yg sah ,negatif,45
 kalo pak mahfud orang baik tidak lama lagilah masuk kabinet lagi,netral,13
utusan khusus presiden bidang pembinaan generasi muda dan pekerja seni itu jabatan raggi di kabinet merah putih sekarang dia yang mendampingi wapres saat tabur bunga yang biasanya adalah pekerjaan menteri pendidikan dan kebudayaan ,negatif,34
 wah coba mempengaruhi kebijakan pak prabowo menghapus judol dan pelindungnya tunggu aja hasil penyelidikan keseluruhan dari polri dan pengumuman dari mayor teddy sebagai sek kabinet ya,negatif,27
meskipun dalam kunjungan ke ln presiden prabowo dalam arahannya kepada para menteri dan jajaran kabinet merah putih secara tegas tersirat menyatakan bahwa kendali pemerintahan tetap berada di presiden ri simak ibnu purnas video ,negatif,35
wei budi arie emang gak pantes kamu jadi menteri pak tolong diganti saja ini di kabinet merah putih jangan sampe jd beban bapak di kemudian hari info jg sebenarnya dia gak masul menteri bapak kok kemarin krn dititip saja ya gak ,negatif,43
barusan anak saya komen pa gimana negara bisa bersih dari korupsi ponakan wapres aja mafia tanah saya jawab biar aja presiden wapres kabinet ma bpk dpr dll semua korup biarkan seluruh manusia di bumi ini korup yg penting kita tidak korup ,negatif,43
pengin tahu fufufafa mimpin sidang kabinet tolong dong rekamannya pasang di sini ,negatif,13
salah satu kinerja awal yang menonjol dari kabinet ini hari minggu pun tetap dengan iringan patwal dan voorijder lengkap nguiknguik ,negatif,21
 jangan diperiksa dahulu usia kabinet lt bulan biarkan main sirkus untuk hadiah tahun baru amankan za ak di fd tidak lulus bekerja penunjukan vendor langsung ,negatif,36
 ini mantri ndeso yg blunder sejak hari dilantik menuju blunder kabinet obesitas omonomon ndasmu etik,negatif,18
 cara yg sama seperti mantan yg membiarkan para menteri di kabinet nya terutama para ketua umum partai yg punya kasus korupsi ujungnya dijadikan sandera politik dan semua kebijakan politiknya berjalan mulus tanpa gangguan boleh jadi ps memakai intrik politik yg sama,negatif,43
mari kita telusur ke pelbagai dugaan dibalik pernyatan exmenteri kominfo skrg komdigi pernyataan ini dpt jd pertanda bagi selaku pimpinan kabinet rejim bahwa ada satu menteri di kabinetnya yg tidak percaya dgn proses seleksi yg mana bila itu terjadi,negatif,42
rusak betul kabinet pak begini yg mau bangun indonesia emas,negatif,11
 nyuruh kerja efisien tp kabinet nya gembul,negatif,8
 persen kabinet prabowo itu banyak yg tersandung kasusmakanya kalau setiap ada kasus yg d tangani g akan maksimal,negatif,20
 keberadaan konsultan pilpres mulyono di kabinet tanda nyata ada dalam tekanan mulyono cs,negatif,16
halo menteri atrkepala bpn nusron wahid menghadiri rapat kabinet paripurna bersama presiden ri prabowo subianto pada kesempatan ini menteri atrkepala bpn menerima arahan langsung terkait penataan ulang aset tanah negara ,positif,32
 sekarang dinasti koruptor jkw masuk dlm kabinet pk prabowo dan ahir nya apa yg akan terjadi jujur aja jkw itu sebenar nya telah wajib di hukum mati,negatif,28
 itulah kecerdasan presiden prabowo memilih dan melatih kabinet merah putih di akmil agar punya daya tahan secara moral,positif,30
 saya mulai ga suka dia adik ipar nya masuk ke kabinet trus dia sudah mulai nyindir ganjar,negatif,18
menteri agraria dan tata ruangkepala badan pertanahan nasional atrbpn nusron wahid menghadiri rapat kabinet paripurna di istana negara pada rabu sore ia mendapat arahan dari presiden republik indonesia ri prabowo subianto ,netral,33
 jadi klo gitu gelar dr nya bahlil itu bikinan orang jadi di kabinet merah putih itu ada dr orderan ada dr hc abal ,negatif,26
 kabinet gemoy lebih banyak pejabat dan staff nya butuh sarana kerja mobil dan peralatan kantor perjalanan dinas belanja modal rapat rapat apa itu ngga boros banget ,negatif,27
sikap politik yang tidak muncul dari kehati an telah sangat mengecewakan rakyat ,negatif,15
dana kabinet jg distop krn menterinya dan para anak buahnya banyak korupsi sangat jumbo pula korupsinya mau merampas hak desa atas dana desa saja pakai dalih kepala desa korupsi pdhl yg ngasih contoh korupsi jg para pejabat pusat,negatif,38
 ada orang itu di kabinet merah putih,negatif,9
 ga usahh lama pak jangan jadi munafik untuk menjadi baikk singkirkan dan keluarga nyaa serta para boneka jokowi di kabinet bapak,negatif,24
 hukum tatanegara tidak berlaku mutlak di negara ini entah karena mereka tidak mengerti atau tidak peduli sudah dilakoni sejak pembentukan kabinet dan badan lembaga yang ngawuran itu,negatif,29
 ya emg gue stju ga usah tebang plih kalau ad dri kabinet prabowo yg korup gue stju untuk ditindaki klo bsa dhukum mati lah kalian malah justru ngebelain gara oposisi dmana sih otak sehat kalian ini,negatif,40
presiden prabowo subianto dikelilingi oleh orangorang dekat dan yang dipercayainya siapa saja dan apa peran mereka dalam kabinet merah putih ,netral,23
viva yoga soal transmigrasi hingga kabinet gemuk prabowogibran ,negatif,9
susu sapi murni kok pada dibuangi sampe ton kok belum ada mentri kabinet merah putih bersuara ya katanya program makan bergizi gratis butuh susu sapi tapi kok ini malah pada dibuangi ,negatif,33
 tenang mas gibran dah diasuh mulyono saat presiden ke ln ternyata di rezim skr ada pmnya macam di kabinet sjahrir tinggal ubah aja uud nya drpd malu amp malu in begini yg msh maksa incharge ,negatif,36
 koplak tur ngawur presiden cuma punya visi missi program itu milik mentri kabinet utk mewujudkan visi misi presiden program amp kegiatan bkn urusan presiden tapi kabinet amp kepala daerah,negatif,30
sudah kudoggy sejak pengumuman kabinet naganya jd kacung dan jongosnya naga,negatif,12
mas eep yg jlas bnyk yg bilg dan prediksi bahkan dri senior tni yg slama ini tegak lurus bhw tdk akn ada prubahan apa sama saja sprti jkw prabowo adalah kelanjutan jkw dri awal kabinet saja sdh keliatan arah nya ngawur bangsa ini lagi ketiban apes,negatif,46
apa perbedaan kabinet indonesia maju dengan kabinet merah putih ini a thread ,negatif,14
 indonesia emas tidak akan terwujud karena prasyaratnya banyak sekali klu mimpi aja boleh tapi yakinlah rezim ini nggak bisa utk membantu dan menyiapkan kearah sana karena ini bukan kabinet the dream team,negatif,35
 kenapa menteri perdagangan menteri bumn menteri ketahanan pangan menteri perindustrian menteri dalam negeri menteri seketaris kabinet gubernur jateng bupati dst nya tidak di demo besarbesaran ,negatif,27
 pertama sesneg itu jabatan yg perlu ada jangan lu kira kayak sekretaris kelas tugas mereka itu ngurus administrasi kabinet dan protokoler kedua lu beneran nyamain permasalahan simple sampah depan mata sama permasalahan kompleks,netral,35
 ini orang kasusnya distop apa gimana dah dulu sempet dilaporkan karena dugaan hoaks prabowo hanya menjabat tahun barisan sakit hati gak diajak masuk kabinet langsung bikin statement negatif tentang prabowo,negatif,33
kegiatan berlangsung dalam empat diskusi panel dengan narasumber para menteri dan pimpinan lembaga tinggi negara kabinet merah putih mengusung tema implementasi asta cita menuju indonesia emas menteri dalam negeri tito karnavian dalam laporannya menyampaikan,netral,35
 ini penilaian murni dari hati seorang akademisi bukan penilaian dari aparatur negara yang menjabat menteri kabinet,negatif,17
 klu isi nya mental maling yakinlah kabinet ini cuma basa basi aja nggak lebih baik dari sebelumnya kecuali prabowo berani menjadi diri sendiri ,negatif,25
 juru bicara baru di kabinet prabowo intip sederet tokoh yang pernah jadi jubir andalan presiden ri ,netral,18
 kesian mca bila preaiden takde jwtn dlm kabinetterpaksalah jadi walaun main isu lapuk,negatif,14
orang mana yang mau bayar pajak kalo tikus tikus kaya rafael alun ada di badan pajaknya ada jaminan apa gua bayar pajak lebih bakal dapet fasilitas yg lebih baik juga kemana larinya apa hasilnya untuk bayar utang bunga grgr program kaya ikn kcic gaji kabinet gendut lu,negatif,47
 kabinetnya aj orang itu aja isinya gk ada yg kompeten bgmna indonesia mau maju pak ganti presiden kabinet dagelan ,negatif,21
 pantesan mulyono mengerahkan kekuatan yang maksimal untuk tetap berkuasa lewat orang orang nya yg ada di kabinet presiden prabowo,negatif,20
kabinet gendut isinya koruptor ngomongin naikin pajak buat welfare lucu bgt lu kek badut mampang,negatif,15
mending halu kpop drpda halu tu duit buat welfare wqwq bodoh bgt belain govt segitunya welfare mah bikin kaya dulu rakyatnya bukan dimiskinin mulu trs ngerampok lewat pajak pffffttttt buat kabinet gendut kali mending halu kpop sana dah,negatif,38
 pecuma sih mao program pajaknya apa juga selama ibu ini masih dlm kabinetkita diperes kl tau bakal pake ibu ini lagi ga bakal coblos yg joget ,negatif,27
mustinya mereka diadili eh malah masuk kabinet jd pejabat rusak lu semua,negatif,12
presiden prabowo subianto tegaskan pentingnya komunikasi terbuka di kabinet merah putih ,negatif,13
