Tweet,Sentimen,Tweet Length,Tokenized
bagi yang kemaren nonton siaran live deklarasinya ini tuh diperuntukkan kepada para kabinet kementerian bukan rakyat jangan baca headline doang makanya ,negatif,21,"['kemaren', 'nonton', 'siaran', 'live', 'deklarasinya', 'diperuntukkan', 'kabinet', 'kementerian', 'rakyat', 'baca', 'headline', 'doang']"
gua tidak yakin dengan kabinet merah putih manusia jujur persenkarna batin gua liat manusia nya itu saja,negatif,18,"['kabinet', 'merah', 'putih', 'manusia', 'jujur', 'persenkarna', 'batin', 'manusia', 'nya']"
 sok ngeritik tlol biar apa biar di ajak msuk kabinet wokwkwk org kek lu cocok ny jd buzzer aja mbk cocok,negatif,24,"['sok', 'ngeritik', 'tlol', 'biar', 'biar', 'ajak', 'msuk', 'kabinet', 'wokwkwk', 'org', 'kek', 'cocok', 'ny', 'buzzer', 'mbk', 'cocok']"
 ya emang bisanya itu mau pimpin rapat kabinet jg udah pasti nol,negatif,13,"['emang', 'bisanya', 'pimpin', 'rapat', 'kabinet', 'udah', 'nol']"
siap terima kasih kepada presiden dan segenap kabinet lembah twitter yang telah memberi mandat kepada saya sebagai ketua partai rebahan dengan ini saya akan menerimanya dengan senang hati hormaaaaaaat graaak,negatif,30,"['terima', 'kasih', 'presiden', 'segenap', 'kabinet', 'lembah', 'twitter', 'mandat', 'ketua', 'partai', 'rebahan', 'menerimanya', 'senang', 'hati', 'hormaaaaaaat', 'graaak']"
 ya pasti yakin lah kan kabinet fufufafa iya kan,negatif,10,"['kabinet', 'iya']"
 dengan personil yang dipilih mengisi kabinet rasanya tidak mengagetkan pak,negatif,11,"['personil', 'dipilih', 'mengisi', 'kabinet', 'mengagetkan']"
 gw mikirny prabowo bkin kabinet gemuk biar bsa menampung smua relawan pilpres prabowo ga kepikiran buat bagi kue di bumn ehhh taunya sma aja gma bumn kita bisa maju klo di isi ama politikus simpatisan pilpres,netral,36,"['mikirny', 'prabowo', 'bkin', 'kabinet', 'gemuk', 'biar', 'bsa', 'menampung', 'smua', 'relawan', 'pilpres', 'prabowo', 'kepikiran', 'kue', 'bumn', 'ehhh', 'taunya', 'sma', 'gma', 'bumn', 'maju', 'isi', 'ama', 'politikus', 'simpatisan', 'pilpres']"
 titipan udah masuk kabinet,negatif,8,"['titipan', 'udah', 'masuk', 'kabinet']"
 temen saya mau buat bahan riset kabinet,netral,9,"['temen', 'bahan', 'riset', 'kabinet']"
pernah menteri kehutanan di masa sby menteri perdagangan di masa jokowi sekarang menko pangan di kabinet merah putih pak zulhas sdh didepan mata jgn terlalu yakin swasembada sementara puluhan tahun itu hanya sebatas mimpi n agenda pencitraan apa anda mau mengulanginya ,netral,43,"['menteri', 'kehutanan', 'sby', 'menteri', 'perdagangan', 'jokowi', 'menko', 'pangan', 'kabinet', 'merah', 'putih', 'zulhas', 'didepan', 'mata', 'jgn', 'swasembada', 'puluhan', 'sebatas', 'mimpi', 'n', 'agenda', 'pencitraan', 'mengulanginya']"
 kok sekretaris kabinet kerjaannya ngecek makanan presiden,negatif,8,"['sekretaris', 'kabinet', 'kerjaannya', 'ngecek', 'makanan', 'presiden']"
 masa iya sihhtapi dengar mentri kabinet merah putih yg di angkat prabowo itu adalah koruptor,negatif,26,"['iya', 'sihhtapi', 'dengar', 'mentri', 'kabinet', 'merah', 'putih', 'angkat', 'prabowo', 'koruptor']"
 iming apa bapak ini smpe ngebela keluarga rakus udah di janjiin bakal masuk kabinet pemerintahan kah ,negatif,18,"['iming', 'smpe', 'ngebela', 'keluarga', 'rakus', 'udah', 'janjiin', 'masuk', 'kabinet', 'pemerintahan', 'kah']"
ini penyebabnya knapa pak ps tidak full power gas di kabinet pertama terbentuk boleh bermimpi sih kita akan punya kualitas pemimpin yang hebat tapi kayanya merayap dan tertatih tatih karena itulah bolak balik solo ,negatif,35,"['penyebabnya', 'knapa', 'ps', 'full', 'power', 'gas', 'kabinet', 'terbentuk', 'bermimpi', 'kualitas', 'pemimpin', 'hebat', 'kayanya', 'merayap', 'tertatih', 'tatih', 'bolak', 'solo']"
 biarin ajanamanya juga kabinet curang,negatif,7,"['biarin', 'ajanamanya', 'kabinet', 'curang']"
isu mimpi menteri agama sudah arah dato nooh gadut amp jakim jawab tulisan ini yg diarahkan kepada kabinet pmx saya harap menteri agama tidak cuci tangan dan arah org lain pula jawab dilantik menteri kabinet ambik risiko jawab sama tuduhan ni sgt berat,netral,43,"['isu', 'mimpi', 'menteri', 'agama', 'arah', 'dato', 'nooh', 'gadut', 'amp', 'jakim', 'tulisan', 'diarahkan', 'kabinet', 'pmx', 'harap', 'menteri', 'agama', 'cuci', 'tangan', 'arah', 'org', 'dilantik', 'menteri', 'kabinet', 'ambik', 'risiko', 'tuduhan', 'sgt', 'berat']"
terkini pesawat khas membawa perdana menteri datuk seri anwar ibrahim tiba di lapangan terbang antarabangsa shanghai hongqiao pada pukul malam waktu tempatan diiringi beberapa menteri kabinet foto sadiq asyrafpmo ,netral,33,"['terkini', 'pesawat', 'khas', 'membawa', 'perdana', 'menteri', 'datuk', 'seri', 'anwar', 'ibrahim', 'lapangan', 'terbang', 'antarabangsa', 'shanghai', 'hongqiao', 'malam', 'tempatan', 'diiringi', 'menteri', 'kabinet', 'foto', 'sadiq', 'asyrafpmo']"
 toti karbitan masih berkuasa di kabinet ,negatif,9,"['toti', 'karbitan', 'berkuasa', 'kabinet']"
 biar fair buat aturan mantan presiden dan wakil tidak boleh menerima kunjungan presiden dan wapres serta menteri yang ada di kabinet yg baru jjuga tidak boleh menerima kunjungan calon yg maju di pilkada utk hindari prasangka buruk ke mantan presiden dan wakilnya,negatif,43,"['biar', 'fair', 'aturan', 'mantan', 'presiden', 'wakil', 'menerima', 'kunjungan', 'presiden', 'wapres', 'menteri', 'kabinet', 'jjuga', 'menerima', 'kunjungan', 'calon', 'maju', 'pilkada', 'hindari', 'prasangka', 'buruk', 'mantan', 'presiden', 'wakilnya']"
 tenang toti karbitan masih berkuasa di kabinet ,negatif,8,"['tenang', 'toti', 'karbitan', 'berkuasa', 'kabinet']"
hari berganti tetapi pedang dan tombak kepemimpinan takkan pernah mati saya adhimas daru dhiulhaq sebagai kabid internal telah melewati tujuh hari untuk menempa anggota bem usb kabinet aru candrasa menjadi penerus perjuangan dan penggerak demokrasi hidup mahasiswa ,netral,39,"['berganti', 'pedang', 'tombak', 'kepemimpinan', 'takkan', 'mati', 'adhimas', 'daru', 'dhiulhaq', 'kabid', 'internal', 'melewati', 'tujuh', 'menempa', 'anggota', 'bem', 'usb', 'kabinet', 'aru', 'candrasa', 'penerus', 'perjuangan', 'penggerak', 'demokrasi', 'hidup', 'mahasiswa']"
 hari berganti tetapi pedang dan tombak kepemimpinan takkan pernah mati saya jahwani gandamana sebagai kabid eksternal telah melewati tujuh hari untuk menempa anggota bem usb kabinet aru candrasa menjadi penerus perjuangan dan penggerak demokrasi hidup mahasiswa ,netral,42,"['berganti', 'pedang', 'tombak', 'kepemimpinan', 'takkan', 'mati', 'jahwani', 'gandamana', 'kabid', 'eksternal', 'melewati', 'tujuh', 'menempa', 'anggota', 'bem', 'usb', 'kabinet', 'aru', 'candrasa', 'penerus', 'perjuangan', 'penggerak', 'demokrasi', 'hidup', 'mahasiswa']"
 begini klo nga dapat jatah kursi kabinet ngoceh aja kerjaan mereka,netral,13,"['nga', 'jatah', 'kursi', 'kabinet', 'ngoceh', 'kerjaan']"
pesantren kilat akmil anggota kabinet mp angkatan i,netral,8,"['pesantren', 'kilat', 'akmil', 'anggota', 'kabinet', 'mp', 'angkatan', 'i']"
 pembersihan kabinet dari oknum korup yaiyaiyabrarti banyak nih yg keciduksemoga bgt adanya,negatif,13,"['pembersihan', 'kabinet', 'oknum', 'korup', 'yaiyaiyabrarti', 'keciduksemoga']"
urusan gula itu sudah diproses sejak sebelum pilpres untuk judol ini baru terungkap setelah adanya penangkapan pembina judol yang menindak keduanya adalah kejaksaan dipihak yang sama sepertinya tidak ada drama gertak ini cuma proses pembersihan kabinet dari oknum korup,netral,39,"['urusan', 'gula', 'diproses', 'pilpres', 'judol', 'terungkap', 'penangkapan', 'pembina', 'judol', 'menindak', 'kejaksaan', 'dipihak', 'drama', 'gertak', 'proses', 'pembersihan', 'kabinet', 'oknum', 'korup']"
ada keretakan dalam kabinet satu dua pekan ke depan ada reshuffle via ,negatif,14,"['keretakan', 'kabinet', 'pekan', 'reshuffle', 'via']"
kabinet merah putih jadi ingat paman mk,negatif,8,"['kabinet', 'merah', 'putih', 'paman', 'mk']"
baru hitungan jam kabinet wowo udah menggemparkan,negatif,7,"['hitungan', 'jam', 'kabinet', 'wowo', 'udah', 'menggemparkan']"
 membersihkan kabinet sama saja membuka aib sendirikecuali melakukan ott korupsi baru resafle umumnya rezim hny janji madu diawal selebihnya y rasa pait empedu bg rakyat,negatif,26,"['membersihkan', 'kabinet', 'membuka', 'aib', 'sendirikecuali', 'ott', 'korupsi', 'resafle', 'rezim', 'hny', 'janji', 'madu', 'diawal', 'selebihnya', 'y', 'pait', 'empedu', 'bg', 'rakyat']"
prabowo tak undang kaesang rapat ketum parpol berikutnya tak undang gibran rapat kabinet prabowo tak undang kaesang done berikutnya prabowo tidak mengundang wapresnya gibran pada rapat kabinet ini belum terjadi mungkin ini penerawangan dokter tifa bisa juga prediksi,negatif,38,"['prabowo', 'undang', 'kaesang', 'rapat', 'ketum', 'parpol', 'undang', 'gibran', 'rapat', 'kabinet', 'prabowo', 'undang', 'kaesang', 'done', 'prabowo', 'mengundang', 'wapresnya', 'gibran', 'rapat', 'kabinet', 'penerawangan', 'dokter', 'tifa', 'prediksi']"
 orang baik sedikit dan susah masuk kabinet menteri,negatif,11,"['orang', 'susah', 'masuk', 'kabinet', 'menteri']"
 pak yg pertama up yg kabinet nambah kepala nambah fee lg k an,negatif,16,"['up', 'kabinet', 'nambah', 'kepala', 'nambah', 'fee', 'lg', 'k', 'an']"
kabinet omon isinya para koruptor wkwkwk,negatif,6,"['kabinet', 'omon', 'isinya', 'koruptor', 'wkwkwk']"
ratu spanyol smp berkotor penuh lumpur rela dikata in rakyatnya meanwhile kabinet pemerintahannya pada gak tanggung jawab and kabur,netral,18,"['ratu', 'spanyol', 'smp', 'berkotor', 'penuh', 'lumpur', 'rela', 'dikata', 'in', 'rakyatnya', 'meanwhile', 'kabinet', 'pemerintahannya', 'gak', 'tanggung', 'and', 'kabur']"
pembicaraan kucing dan pare kucing anak buah bapak ada yang kesenggol operasi apa perlu diperiksa pare jangan nanti kabinet bapak kena kucing meoooonnnggg ,negatif,26,"['pembicaraan', 'kucing', 'pare', 'kucing', 'anak', 'buah', 'kesenggol', 'operasi', 'diperiksa', 'pare', 'kabinet', 'kena', 'kucing', 'meoooonnnggg']"
 emang atas dasar apa kabinet sekarang nuduh korupsi emang punya data komplet klw anda punya datanya tunujukan k publik siapa aja yg korupsi jgn tongkosong nyaring bunyi,negatif,29,"['emang', 'dasar', 'kabinet', 'nuduh', 'korupsi', 'emang', 'data', 'komplet', 'klw', 'datanya', 'tunujukan', 'k', 'publik', 'korupsi', 'jgn', 'tongkosong', 'nyaring', 'bunyi']"
 orang partai wkwkwkwkw makin kocak aja ni kabinet,negatif,9,"['orang', 'partai', 'wkwkwkwkw', 'kocak', 'kabinet']"
 presiden prabowo subianto melakukan kunjungan kerja perdananya ke luar kota pada minggu daerah pertama yang dikunjungi adalah kabupaten merauke di papua selatan dalam kunjungannya presiden prabowo meninjau langsung proses tanam dan panen padi dalam ,positif,37,"['presiden', 'prabowo', 'subianto', 'kunjungan', 'kerja', 'perdananya', 'kota', 'minggu', 'daerah', 'dikunjungi', 'kabupaten', 'merauke', 'papua', 'selatan', 'kunjungannya', 'presiden', 'prabowo', 'meninjau', 'langsung', 'proses', 'tanam', 'panen', 'padi']"
 indonesian minor celebrity yang mungkin kalo gak di blow up kemarin akan masuk ke jajaran kabinet utama presiden baru jadinya masuk ke utusan khusus,negatif,24,"['indonesian', 'minor', 'celebrity', 'kalo', 'gak', 'blow', 'up', 'kemarin', 'masuk', 'jajaran', 'kabinet', 'utama', 'presiden', 'masuk', 'utusan', 'khusus']"
 bener dugaan gua prabowo itu lanjutan mulyono kepergian dia keluar negeri semacam latihan buat ffff mimpin sidang kabinet dan membuat keputusan strategis,negatif,23,"['bener', 'dugaan', 'prabowo', 'lanjutan', 'mulyono', 'kepergian', 'negeri', 'latihan', 'ffff', 'mimpin', 'sidang', 'kabinet', 'keputusan', 'strategis']"
 wkwkwk bargaining kabinet yang sekarang,negatif,6,"['wkwkwk', 'bargaining', 'kabinet']"
presiden prabowo subianto menerima surat kepercayaan dari duta besar luar biasa berkuasa penuh lbbp negaranegara sahabat di istana merdeka jakarta senin penyerahan surat kepercayaan ini sekaligus menandai dimulainya penugasan resmi para duta besar di ,netral,37,"['presiden', 'prabowo', 'subianto', 'menerima', 'surat', 'kepercayaan', 'duta', 'berkuasa', 'penuh', 'lbbp', 'negaranegara', 'sahabat', 'istana', 'merdeka', 'jakarta', 'senin', 'penyerahan', 'surat', 'kepercayaan', 'menandai', 'penugasan', 'resmi', 'duta']"
 d debat ga penting si kocak lu,negatif,9,"['d', 'debat', 'kocak']"
sini ikut grup saya supaya kamu tidak bisa kemanamana ,negatif,10,"['grup', 'kemanamana']"
sekretaris fraksi golkar dpr ri mukhtarudin mendorong bahwa kabinet merahputih prabowo subianto untuk terus memperkuat komitmen untuk menciptakan masa depan yg lebih hijau dan berkelanjutan ,negatif,31,"['sekretaris', 'fraksi', 'golkar', 'dpr', 'mukhtarudin', 'mendorong', 'kabinet', 'merahputih', 'prabowo', 'subianto', 'memperkuat', 'komitmen', 'menciptakan', 'hijau', 'berkelanjutan']"
 prabowo banyak sekali yg korup di kabinet mu anda bakal berhadapan dgn netizen,negatif,14,"['prabowo', 'korup', 'kabinet', 'mu', 'berhadapan', 'netizen']"
kementerian kebudayaan baru di kabinet merah putih dilantik pelaku seni dan budaya harapkan hal ini via detikpop ,netral,18,"['kementerian', 'kebudayaan', 'kabinet', 'merah', 'putih', 'dilantik', 'pelaku', 'seni', 'budaya', 'harapkan', 'via', 'detikpop']"
bapak budi arie setiadi menkominfo kabinet indonesia maju selalu memberikan atensi p r ng m l w n jud nln dan memastikan keberlanjutan pada kabinet bapak prabowo yang saat ini dijabat oleh bu meutya hafid komdigi projo muda muda mengabdi mendunia ,positif,39,"['arie', 'setiadi', 'menkominfo', 'kabinet', 'indonesia', 'maju', 'atensi', 'p', 'r', 'ng', 'm', 'l', 'w', 'n', 'jud', 'nln', 'keberlanjutan', 'kabinet', 'prabowo', 'dijabat', 'bu', 'meutya', 'hafid', 'komdigi', 'projo', 'muda', 'muda', 'mengabdi', 'mendunia']"
orator di aksi menteri yang ada di kabinet saat ini adalah koruptor semua termasuk budi arie ,negatif,21,"['orator', 'aksi', 'menteri', 'kabinet', 'koruptor', 'arie']"
 gmn mau diterima masuk kabinet kalo kelakuan buzzer gini udh mahasiswa goblok kuliah thn ga lulus sok komenin org yg mungkin kuliah thn aja dah kelar bahkan s s lah si s aja ga lulus,negatif,39,"['gmn', 'diterima', 'masuk', 'kabinet', 'kalo', 'kelakuan', 'buzzer', 'mahasiswa', 'goblok', 'kuliah', 'thn', 'lulus', 'sok', 'komenin', 'org', 'kuliah', 'thn', 'kelar', 's', 's', 's', 'lulus']"
 mental dan karakternya yg dibenahi pak pemenuhan materi tidak akan ada cukupnya jika melihat acara pelantikan kabinet kemarin dengan membawa istri masing x kelihatan menjadi ajang flexing tas yg dibawanya ,negatif,33,"['mental', 'karakternya', 'dibenahi', 'pemenuhan', 'materi', 'cukupnya', 'acara', 'pelantikan', 'kabinet', 'kemarin', 'membawa', 'istri', 'x', 'ajang', 'flexing', 'tas', 'dibawanya']"
 jangan munafik pak jadi staf khusus menhan kan lumayan sambil menunggu reshuffle hari kabinet,negatif,18,"['munafik', 'staf', 'khusus', 'menhan', 'lumayan', 'menunggu', 'reshuffle', 'kabinet']"
 maju untuk kepribadian nya memperkaya diri sendiri menjijikan amat kabinet kepemimpinan di isi sama manusia rakus,negatif,17,"['maju', 'kepribadian', 'nya', 'memperkaya', 'menjijikan', 'kabinet', 'kepemimpinan', 'isi', 'manusia', 'rakus']"
rapat dg di akui alokasi kuota haji adh kabinet cmana nih yakult cc ,netral,31,"['rapat', 'akui', 'alokasi', 'kuota', 'haji', 'adh', 'kabinet', 'cmana', 'yakult', 'cc']"
 ini orang gila masak pak memelihara orang gila di kabinet,negatif,13,"['orang', 'gila', 'masak', 'memelihara', 'orang', 'gila', 'kabinet']"
 orang naif yg percaya prabowo mau pemerintahan bersih dengan benahi sistem pidato nya memang menjanjikan prakteknya kabinet diisi misfits amp mismatch dan orang terindikasi tidak bersih emangnya indonesia bisa dibersihkan cuma dng pidato ,negatif,38,"['orang', 'naif', 'percaya', 'prabowo', 'pemerintahan', 'bersih', 'benahi', 'sistem', 'pidato', 'nya', 'menjanjikan', 'prakteknya', 'kabinet', 'diisi', 'misfits', 'amp', 'mismatch', 'orang', 'terindikasi', 'bersih', 'emangnya', 'indonesia', 'dibersihkan', 'dng', 'pidato']"
 selama geng caplin ga bisa masuk kabinet ya gosok terus adu domba ,negatif,15,"['geng', 'caplin', 'masuk', 'kabinet', 'gosok', 'adu', 'domba']"
 kita sudah mendapat arahan bapak menteri bahwa pada era kabinet merah putih ini adalah era pengendalian yang akan mendominasi pekerjaan jadi tata ruang dan pengendalian sebagai panglimanya pertanahan saat ini,positif,30,"['arahan', 'menteri', 'era', 'kabinet', 'merah', 'putih', 'era', 'pengendalian', 'mendominasi', 'pekerjaan', 'tata', 'ruang', 'pengendalian', 'panglimanya', 'pertanahan']"
daerah pada kamis di hotel sutasoma jakarta kegiatan ini dibuka langsung oleh direktur jenderal dirjen pptr jonahar yang menyampaikan arahan terkait tugas pengendalian dan penertiban di era kabinet merah putih,netral,31,"['daerah', 'kamis', 'hotel', 'sutasoma', 'jakarta', 'kegiatan', 'dibuka', 'langsung', 'direktur', 'jenderal', 'dirjen', 'pptr', 'jonahar', 'arahan', 'terkait', 'tugas', 'pengendalian', 'penertiban', 'era', 'kabinet', 'merah', 'putih']"
kementerian kebudayaan baru di kabinet merah putih dilantik pelaku seni dan budaya harapkan hal ini via ,netral,18,"['kementerian', 'kebudayaan', 'kabinet', 'merah', 'putih', 'dilantik', 'pelaku', 'seni', 'budaya', 'harapkan', 'via']"
komisi ii dewan perwakilan rakyat republik indonesia dpr ri untuk pertama kalinya rapat yang membahas target dan capaian tahun anggaran serta program hari kerja kabinet merah putih ini digelar di gedung nusantara dpr ri jakarta pada rabu ,netral,40,"['komisi', 'ii', 'dewan', 'perwakilan', 'rakyat', 'republik', 'indonesia', 'dpr', 'kalinya', 'rapat', 'membahas', 'target', 'capaian', 'anggaran', 'program', 'kerja', 'kabinet', 'merah', 'putih', 'digelar', 'gedung', 'nusantara', 'dpr', 'jakarta', 'rabu']"
 suasananya lebih dahsyat daripada reshuffle kabinet ,negatif,7,"['suasananya', 'dahsyat', 'reshuffle', 'kabinet']"
gelar evaluasi hasil pengawasan dan pengendalian hak atas tanah dirjen pptr sampaikan tugas pengendalian dan penertiban pada era kabinet merah putih cek berita selengkapnya ,netral,29,"['gelar', 'evaluasi', 'hasil', 'pengawasan', 'pengendalian', 'hak', 'tanah', 'dirjen', 'pptr', 'tugas', 'pengendalian', 'penertiban', 'era', 'kabinet', 'merah', 'putih', 'cek', 'berita', 'selengkapnya']"
 design by nazwa caption by sunia uploaded by rai himpunan mahasiswa sastra arab kabinet elittihad departemen penalaran intelektual,netral,19,"['design', 'by', 'nazwa', 'caption', 'by', 'sunia', 'uploaded', 'by', 'rai', 'himpunan', 'mahasiswa', 'sastra', 'arab', 'kabinet', 'elittihad', 'departemen', 'penalaran', 'intelektual']"
selamat atas prestasi yang menginspirasi semoga terus menginspirasi dan membawa nama baik sastra arab ke kancah nasional design by shafira caption by salma lutfiah uploaded by rai himpunan mahasiswa sastra arab kabinet elittihad departemen hubungan internal,netral,37,"['selamat', 'prestasi', 'menginspirasi', 'semoga', 'menginspirasi', 'membawa', 'nama', 'sastra', 'arab', 'kancah', 'nasional', 'design', 'by', 'shafira', 'caption', 'by', 'salma', 'lutfiah', 'uploaded', 'by', 'rai', 'himpunan', 'mahasiswa', 'sastra', 'arab', 'kabinet', 'elittihad', 'departemen', 'hubungan', 'internal']"
 kabinet dan lembaga negara bapak gemukkan berarti anggarannya banyak kesedot kenapa sekarang bapak minta orang sisihkan rp rbbulan untuk seragam ambil saja dari makan siang gratis,negatif,28,"['kabinet', 'lembaga', 'negara', 'gemukkan', 'anggarannya', 'kesedot', 'orang', 'sisihkan', 'rp', 'rbbulan', 'seragam', 'ambil', 'makan', 'siang', 'gratis']"
 mestinya mentrinya yg dulu di keluarkan aja dari kabinet prabowo bikin malu dan bikin rusak negara ini,negatif,19,"['mestinya', 'mentrinya', 'keluarkan', 'kabinet', 'prabowo', 'bikin', 'malu', 'bikin', 'rusak', 'negara']"
dia positif dia akan bantu membawa perkara ini ke mesyuarat jemaah kabinet pada rabu ini kita berdoa dan berharap jangan lah sabah dibiarkan bergelap pada januari ,netral,27,"['positif', 'bantu', 'membawa', 'perkara', 'mesyuarat', 'jemaah', 'kabinet', 'rabu', 'berdoa', 'berharap', 'sabah', 'dibiarkan', 'bergelap', 'januari']"
menteri atrbpn nusron wahid bersama wamen atrbpn ossy dermawan mengikuti raker bersama komisi ii dpr ri untuk pertama kalinya rapat yang membahas target dan capaian tahun anggaran serta program hari kerja kabinet merah putih ini digelar di gedung nusantara dpr ri ,netral,44,"['menteri', 'atrbpn', 'nusron', 'wahid', 'wamen', 'atrbpn', 'ossy', 'dermawan', 'mengikuti', 'raker', 'komisi', 'ii', 'dpr', 'kalinya', 'rapat', 'membahas', 'target', 'capaian', 'anggaran', 'program', 'kerja', 'kabinet', 'merah', 'putih', 'digelar', 'gedung', 'nusantara', 'dpr']"
kabinet merahputih prabowo subianto untuk terus memperkuat komitmen utk menciptakan masa depan yang lebih hijau amp berkelanjutan melalui berbagai langkah strategis demi mewujudkan kemandirian energi nasional ,positif,31,"['kabinet', 'merahputih', 'prabowo', 'subianto', 'memperkuat', 'komitmen', 'menciptakan', 'hijau', 'amp', 'berkelanjutan', 'langkah', 'strategis', 'mewujudkan', 'kemandirian', 'energi', 'nasional']"
mengingat dia melanjutkan beberapa menteri dari jokowi juga ditarik dalam kabinet merah putih,netral,13,"['melanjutkan', 'menteri', 'jokowi', 'ditarik', 'kabinet', 'merah', 'putih']"
selain itu hendri tak menutup kemungkinan prabowo juga melaporan pekerjaan di kabinet,netral,12,"['hendri', 'menutup', 'prabowo', 'melaporan', 'pekerjaan', 'kabinet']"
sekretaris fraksi golkar dpr ri mukhtarudin mendorong bahwa kabinet merahputih prabowo subianto untuk terus memperkuat komitmen untuk menciptakan masa depan yang lebih baik ,positif,30,"['sekretaris', 'fraksi', 'golkar', 'dpr', 'mukhtarudin', 'mendorong', 'kabinet', 'merahputih', 'prabowo', 'subianto', 'memperkuat', 'komitmen', 'menciptakan']"
 betul jangan sampai stample kabinet lanjutan dan kebijakan lanjutan untuk membungkam lawan politik semakin nyata terlihat,negatif,19,"['stample', 'kabinet', 'lanjutan', 'kebijakan', 'lanjutan', 'membungkam', 'lawan', 'politik', 'nyata']"
 yang mental kuli minggir mereka sudah terkenal dan sukses sebelum masuk kabinet ,negatif,17,"['mental', 'kuli', 'minggir', 'terkenal', 'sukses', 'masuk', 'kabinet']"
kalau diindonesia kalau tim pemenangan seperti kamu itu elon musk sudah duduk dikursi kabinet apakah kamu juga seperti itu elon musk akan diangkat donald trump nantix ikut gabung dikursi parlemen ,netral,30,"['diindonesia', 'tim', 'pemenangan', 'elon', 'musk', 'duduk', 'dikursi', 'kabinet', 'elon', 'musk', 'diangkat', 'donald', 'trump', 'nantix', 'gabung', 'dikursi', 'parlemen']"
 mending hokage ngegaji kabinet gemuknya n mending kasihdepeer uangtambahan tunjangan jt wkwkwkw,negatif,14,"['mending', 'hokage', 'ngegaji', 'kabinet', 'gemuknya', 'n', 'mending', 'kasihdepeer', 'uangtambahan', 'tunjangan', 'jt', 'wkwkwkw']"
kalo mainnya aturan menteri di kabinet terduga korupsi di copotin ada airlangga zulhas dito siapa lagi,negatif,16,"['kalo', 'mainnya', 'aturan', 'menteri', 'kabinet', 'terduga', 'korupsi', 'copotin', 'airlangga', 'zulhas', 'dito']"
padahal kabarnya ini kabinet super kuat mayoritas kekuatan ada disini saya menyebutnya kabinet kaki tiga karena ini adalah penyatuan tiga kekuatan tnipolri oligarki dan parpol kaum kiri,negatif,30,"['kabarnya', 'kabinet', 'super', 'kuat', 'mayoritas', 'kekuatan', 'menyebutnya', 'kabinet', 'kaki', 'penyatuan', 'kekuatan', 'tnipolri', 'oligarki', 'parpol', 'kaum', 'kiri']"
kabinet tiga kaki yang rajin mengeluh kabinet gemoy yang baru dilantik belum sebulan lalu sudah mulai bekerja dan untuk saya yang menarik adalah bahkan sebelum mulai bekerja beberapa diantara mereka sudah mulai kerja besar yakni berkeluh kesah,negatif,39,"['kabinet', 'kaki', 'rajin', 'mengeluh', 'kabinet', 'gemoy', 'dilantik', 'sebulan', 'menarik', 'kerja', 'berkeluh', 'kesah']"
 nah klo yg ini gua sependapat ini yg termasuk salah orang yg gua kritisi jd menteri kabinet merah putih,negatif,31,"['sependapat', 'salah', 'orang', 'kritisi', 'menteri', 'kabinet', 'merah', 'putih']"
 pak yg namanya bantu itu ga ada yang gratis dibalik itu mereka ada kepentingan jangan sampai kami dikorbankan tolong stop berhutang sama china n juga stop juga tka asing cina ke indonesiatangkap para koruptor dilingkaran kabinet merah putih dan stop contact jokowi,negatif,45,"['namanya', 'bantu', 'gratis', 'dibalik', 'kepentingan', 'dikorbankan', 'tolong', 'stop', 'berhutang', 'china', 'n', 'stop', 'tka', 'asing', 'cina', 'indonesiatangkap', 'koruptor', 'dilingkaran', 'kabinet', 'merah', 'putih', 'stop', 'contact', 'jokowi']"
aduh salting bgt gw gulingin juga nih kabinet pemerintahan damn bro ngucapin pepero day in a very cutesy way mules ,negatif,21,"['aduh', 'salting', 'gulingin', 'kabinet', 'pemerintahan', 'damn', 'bro', 'ngucapin', 'pepero', 'day', 'in', 'a', 'very', 'cutesy', 'way', 'mules']"
 yours is way betterrrrrrrr makasih sudah jadi menteri di kabinet nrhs ya ajas sangat beruntung sekali bisa bekerjasama dengan anda membangun negeri nrhs indo ,negatif,25,"['yours', 'is', 'way', 'betterrrrrrrr', 'makasih', 'menteri', 'kabinet', 'nrhs', 'ajas', 'beruntung', 'bekerjasama', 'membangun', 'negeri', 'nrhs', 'indo']"
semiotika zaken kabinet setelah difahami oleh banyak pihak justru diabaikan oleh presiden prabowo mengangkat orang yang tidak memiliki kompetensi salah satu adalah budi ari lanjutkan menurut anda siapa saja,negatif,29,"['semiotika', 'zaken', 'kabinet', 'difahami', 'diabaikan', 'presiden', 'prabowo', 'mengangkat', 'orang', 'memiliki', 'kompetensi', 'salah', 'ari', 'lanjutkan']"
bukti tahun sempet nemenin penyerahan petisi ke asisten deputi bidang sumber daya mineral dan lingkungan hidup sekretariat kabinet bapak troeno marayoga sh llm ntah sekarang beliau masih di setkab gak ya hehehe ,negatif,34,"['bukti', 'sempet', 'nemenin', 'penyerahan', 'petisi', 'asisten', 'deputi', 'bidang', 'sumber', 'daya', 'mineral', 'lingkungan', 'hidup', 'sekretariat', 'kabinet', 'troeno', 'marayoga', 'sh', 'llm', 'ntah', 'beliau', 'setkab', 'gak', 'hehehe']"
