Tweet,Sentimen,Tweet Length,Tokens,Label_Encoded
 semoga kabinet merah putih smakin solit,1,9,"['moga', 'kabinet', 'merah', 'putih', 'smakin', 'solit']",2
semoga info ini benar kalau benar terima kasih presiden dan staf kabinet terkait ,1,15,"['moga', 'info', 'terima', 'kasih', 'presiden', 'staf', 'kabinet', 'kait']",2
 dilihat dari kasus wapres sebelumnya emang ada gebrakan di strategic work kalau gue melihat nya ini hanya sebuah sarana pengaduan masyarakat yang pake nama wapres aja yang gerak ya orang orang bawahan juga gak bakal sampe ratas kabinet ,-1,40,"['wapres', 'emang', 'gebrak', 'strategic', 'work', 'nya', 'sarana', 'adu', 'masyarakat', 'nama', 'wapres', 'gerak', 'orang', 'orang', 'bawah', 'gak', 'sampe', 'ratas', 'kabinet']",0
 makin terpuruk tidak ada yg bisa dibanggakan dari kabinet jastip si wowo udah dibayangbayangi siwiwi beban si samsul skrg malah ngemis minta cina ikutan mendanai makan siang gratis,-1,29,"['puruk', 'bangga', 'kabinet', 'jastip', 'wowo', 'udah', 'dibayangbayangi', 'siwiwi', 'beban', 'samsul', 'ngemis', 'cina', 'ikut', 'dana', 'makan', 'siang', 'gratis']",0
emang kerusakannya sdh parah nih bangsa berat juga pak dg anggota kabinet titipan hari mulyono tersangka malah dijdkan duta tentu ada uang sakunya ,-1,26,"['emang', 'rusa', 'parah', 'bangsa', 'berat', 'anggota', 'kabinet', 'titip', 'mulyono', 'sangka', 'dijdkan', 'duta', 'uang', 'saku']",0
 pak presiden ri seluruh rakyat sepakat mendukung bapak dgn komitmen kabinet merah putih hanya perlu diwaspadai jangan terseret arus pertanggungan pemerintah lalu dgn kabinet oligarki jangan jadi satria wirang biar rakyat yg menilai,-1,36,"['presiden', 'rakyat', 'sepakat', 'dukung', 'komitmen', 'kabinet', 'merah', 'putih', 'waspada', 'seret', 'arus', 'tanggung', 'perintah', 'kabinet', 'oligarki', 'satria', 'wirang', 'biar', 'rakyat', 'nilai']",0
 di filling kabinet isianya duit warna merah semuagila para pejabathukum mati,-1,12,"['filling', 'kabinet', 'isianya', 'duit', 'warna', 'merah', 'semuagila', 'pejabathukum', 'mati']",0
 harusnya yg harus satu visi dan misi dgn presiden adalah para menteri kabinet merah putih kl kepala daerah hrs satu visi misi dgn presiden mk uu nomor th ttg otonomi daerahharus di cabut dl ,-1,38,"['visi', 'misi', 'presiden', 'menteri', 'kabinet', 'merah', 'putih', 'kl', 'kepala', 'daerah', 'hrs', 'visi', 'misi', 'presiden', 'mk', 'uu', 'nomor', 'th', 'ttg', 'otonomi', 'daerahharus', 'cabut', 'dl']",0
harusnya sih tak ada warga miskin di indonesia lihat seluruh kabinet terisi uang semua hayo buruburu cari air cari lap yg bersih,-1,22,"['warga', 'miskin', 'indonesia', 'lihat', 'kabinet', 'isi', 'uang', 'hayo', 'buruburu', 'cari', 'air', 'cari', 'lap', 'bersih']",0
kalian kalian yang udah keluar dari kabinet indonesia maju kalian semua anggota kabinet merah putih kalian di denda trilyun perorang karna anda melanggar aturan negara jangan protes itu fakta hmm ,-1,32,"['udah', 'kabinet', 'indonesia', 'maju', 'anggota', 'kabinet', 'merah', 'putih', 'denda', 'trilyun', 'orang', 'karna', 'langgar', 'atur', 'negara', 'protes', 'fakta', 'hmm']",0
 yth pak ternyata tugas pak yang paling utama sbg presiden ri adalah menemukan obat geblek terkhusus untuk para pejabat di jajaran kabinet pak prabowo sendiri,-1,29,"['yth', 'tugas', 'utama', 'presiden', 'temu', 'obat', 'geblek', 'khusus', 'jabat', 'jajar', 'kabinet', 'prabowo']",0
tema ini melambangkan semangat kebangsaan yang kuat mengajak untuk bersatu menjaga identitas nasional amp memperkuat rasa cinta terhadap tanah air seluruh rangkaian upacara diikuti dengan khidmat oleh seluruh peserta termasuk para menteri amp kepala lembaga kabinet merah putih,-1,38,"['tema', 'melambang', 'semangat', 'bangsa', 'kuat', 'ajak', 'satu', 'jaga', 'identitas', 'nasional', 'amp', 'kuat', 'cinta', 'tanah', 'air', 'rangkai', 'upacara', 'ikut', 'khidmat', 'serta', 'menteri', 'amp', 'kepala', 'lembaga', 'kabinet', 'merah', 'putih']",0
 bapak presiden dalam programnya mempunyai visi misi disebut asta cita kabinet merah putih di dalam asta cita ini yang ada kaitannya dengan tanah adalah swasembada pangan yaitu menetapkan sistem pertahanan dan mendorong kemandirian bangsa melalui swasembada pangan amp energi,1,39,"['presiden', 'program', 'visi', 'misi', 'asta', 'cita', 'kabinet', 'merah', 'putih', 'asta', 'cita', 'kait', 'tanah', 'swasembada', 'pangan', 'tetap', 'sistem', 'tahan', 'dorong', 'mandiri', 'bangsa', 'swasembada', 'pangan', 'amp', 'energi']",2
 bermula dri kabinet yg korupsi,-1,6,"['dri', 'kabinet', 'korupsi']",0
perjalanan hari kerja kabinet merah putih direktur p s ada empat yang menunjukkan kompetensinya via ,1,17,"['jalan', 'kerja', 'kabinet', 'merah', 'putih', 'direktur', 's', 'kompetensi', 'via']",2
 bagai kuman di seberang lautan tampak gajah di pelupuk mata tdk tampak bukankah di kabinet merah putih patut diduga masih bercokol beberapa menteri pelaku korupsi konon ada yg kasus ada yg kasus kenapa masih aman kepala desa berapa sih nilai korupsinya ,-1,47,"['kuman', 'seberang', 'laut', 'gajah', 'pelupuk', 'mata', 'kabinet', 'merah', 'putih', 'patut', 'duga', 'cokol', 'menteri', 'laku', 'korupsi', 'konon', 'aman', 'kepala', 'desa', 'nilai', 'korupsi']",0
 pdip tidak usah bela prabowo tidak juga akan diajak di kabinet ,-1,13,"['pdip', 'bela', 'prabowo', 'ajak', 'kabinet']",0
belum juga hari kabinet kerja merah putih nya cs gak presiden nya gak menteri nya memakai jabatan untuk ngebuzzer remuukk tenan ,-1,26,"['kabinet', 'kerja', 'merah', 'putih', 'nya', 'cs', 'gak', 'presiden', 'nya', 'gak', 'menteri', 'nya', 'pakai', 'jabat', 'ngebuzzer', 'remuukk', 'tenan']",0
 sejak mlihat kabinet merah putih diisi orang yg bmasalah dan tdk kompeten plus ada bumn yg bisa jd mesin uang krn dirutnya adlh kader partai jd makin pesimis dgn pemerintahan ini untuk basmi korupsi kolusi dan nepotisme,-1,38,"['mlihat', 'kabinet', 'merah', 'putih', 'isi', 'orang', 'bmasalah', 'kompeten', 'plus', 'bumn', 'mesin', 'uang', 'dirutnya', 'adlh', 'kader', 'partai', 'pesimis', 'perintah', 'basmi', 'korupsi', 'kolusi', 'nepotisme']",0
 yg penting secara image lini kabinet semua punya gelar,1,12,"['image', 'lini', 'kabinet', 'gelar']",2
 ngeri stigmanya dulu radikal terus anti pancasila sekarang pendukung koruptor kabinet sekarang yang pernah dipanggil kpk itu bagaimana ,-1,32,"['ngeri', 'stigma', 'radikal', 'anti', 'pancasila', 'dukung', 'koruptor', 'kabinet', 'panggil', 'kpk']",0
 orang yg gampang dikhianati atau dibohongi anak buah jgn dikasi lagi jabatan krn itu indikasi beliau tdk becus jadi pimpinan semoga budi arie segera diresafel dari kabinet mp,0,29,"['orang', 'gampang', 'khianat', 'bohong', 'anak', 'buah', 'jgn', 'kasi', 'jabat', 'indikasi', 'beliau', 'becus', 'pimpin', 'moga', 'arie', 'diresafel', 'kabinet', 'mp']",1
pak presiden yang kami hormati tolong buktikan janji anda bahwa kabinet anda bersih dari koruptor dan pelaku perbuatan jahat lainnya rakyat monitor kata politisi demokrat siapa tuh namanya ,-1,29,"['presiden', 'hormat', 'tolong', 'bukti', 'janji', 'kabinet', 'bersih', 'koruptor', 'laku', 'buat', 'jahat', 'rakyat', 'monitor', 'politis', 'demokrat', 'nama']",0
dari bidang keuangan hingga pemberdayaan perempuan mereka hadir untuk membawa perubahan berikut adalah daftar lengkap beserta peran srikandi kabinet merah putih yang perlu tahu sumber id ,1,33,"['bidang', 'uang', 'daya', 'perempuan', 'hadir', 'bawa', 'ubah', 'daftar', 'lengkap', 'serta', 'peran', 'srikandi', 'kabinet', 'merah', 'putih', 'sumber', 'id']",2
 fenomena dan bukti kekuatan cawe cawe masih berkuasa presiden prabowo adalah satu satunya presiden yg tak memiliki hak prerogatif kabinet cawe cawe adalah adalah susupan dari cita cita tiga periode hukum masih dikuasai oleh kekuasaan bengis,-1,38,"['fenomena', 'bukti', 'kuat', 'cawe', 'cawe', 'kuasa', 'presiden', 'prabowo', 'satu', 'presiden', 'milik', 'hak', 'prerogatif', 'kabinet', 'cawe', 'cawe', 'susup', 'cita', 'cita', 'periode', 'hukum', 'asai', 'kuasa', 'bengis']",0
 tong kosong nyaring bunyinya circle kabinet ente banyak koruptornya emang berani nangkep apa takut sama mereka karena mereka orangnya pak mulwkwkwk,-1,24,"['tong', 'kosong', 'nyaring', 'bunyi', 'circle', 'kabinet', 'ente', 'koruptor', 'emang', 'berani', 'nangkep', 'takut', 'orang', 'mulwkwkwk']",0
wkwkwkwkwkwk dilepeh tuh nadiem sama fufufafa udah bener aku curiga sejak awal kabinet indonesia maju malah banyak yang mulai gak jelas gini,-1,22,"['wkwkwkwkwkwk', 'dilepeh', 'nadiem', 'udah', 'bener', 'curiga', 'kabinet', 'indonesia', 'maju', 'gak']",0
 sebutan mas menteri pada menteri kabinet ini dalam rapat di dpr juga banyak disebut yaa,0,17,"['sebut', 'mas', 'menteri', 'menteri', 'kabinet', 'rapat', 'dpr', 'yaa']",1
 nomenklatur kabinet kita skrgmemang masih utk merepresentasikan atau keterwakilan berdasar afiliasi atau kekuatan politik agama suku ras gender generasiusia dan tentu kombinasi pula sbg individu yg memiliki background sbg akademisi politisi organisasi profesi dll,1,35,"['nomenklatur', 'kabinet', 'skrgmemang', 'representasi', 'wakil', 'dasar', 'afiliasi', 'kuat', 'politik', 'agama', 'suku', 'ras', 'gender', 'generasiusia', 'kombinasi', 'individu', 'milik', 'background', 'akademisi', 'politis', 'organisasi', 'profesi']",2
patut diapresiasi analis komunikasi politik kinerja beberapa menteri di kabinet prabowo mulai tunjukkan kemajuan lewat news,1,18,"['patut', 'apresiasi', 'analis', 'komunikasi', 'politik', 'kerja', 'menteri', 'kabinet', 'prabowo', 'tunjuk', 'maju', 'news']",2
 semoga bkn hanya upaya ganti pemain khawatir sering spt itu berdasarkan pengalaman namun yg pasti dgn hasil operasi pemberantasan website judol yg sangat banyak yg dilakukan kabinet baru menunjukkan bhw pemerintahan jkw yg lalu sangat rusak dlm hal pembiaran judol bangsat,-1,42,"['moga', 'bkn', 'upaya', 'ganti', 'main', 'khawatir', 'dasar', 'alam', 'hasil', 'operasi', 'berantas', 'website', 'judol', 'kabinet', 'bhw', 'perintah', 'rusak', 'biar', 'judol', 'bangsat']",0
punya kabinet gemuk tapi masalah laporan tetep disuruh ke wapres buat apa itu banyak kementerian ,-1,16,"['kabinet', 'gemuk', 'lapor', 'tetep', 'suruh', 'wapres', 'menteri']",0
 coba selagi presiden ke ln pimpin sidang kabinet bidang ekonomi saja dgn menteri terkait bnyk masalah kuota susu kontrol harga d stok sembako pupuk u petani phk di industri rencana ppn dll dulu pak harto sidang disiarkan tv,-1,41,"['coba', 'selagi', 'presiden', 'ln', 'pimpin', 'sidang', 'kabinet', 'bidang', 'ekonomi', 'menteri', 'kait', 'bnyk', 'kuota', 'susu', 'kontrol', 'harga', 'd', 'stok', 'sembako', 'pupuk', 'u', 'tani', 'phk', 'industri', 'rencana', 'ppn', 'harto', 'sidang', 'siar', 'tv']",0
 kabinet merah putih berfokus pada peningkatan kualitas kesehatan masyarakat,1,10,"['kabinet', 'merah', 'putih', 'fokus', 'tingkat', 'kualitas', 'sehat', 'masyarakat']",2
 program kerja kabinet ini sangat mendukung ekonomi rakyat,1,9,"['program', 'kerja', 'kabinet', 'dukung', 'ekonomi', 'rakyat']",2
 yang maling itu kader parpol yang mengoyakngoyak kebijakan presiden di internal kabinet jangan purapura bego loe ,-1,19,"['maling', 'kader', 'parpol', 'mengoyakngoyak', 'bijak', 'presiden', 'internal', 'kabinet', 'purapura', 'bego', 'loe']",0
terima arahan presiden dalam rapat kabinet paripurna menteri nusron diminta concern menata ulang tanah negara ,0,16,"['terima', 'arah', 'presiden', 'rapat', 'kabinet', 'paripurna', 'menteri', 'nusron', 'concern', 'tata', 'ulang', 'tanah', 'negara']",1
 tadinya sih juga berharap karena sudah ditetapkan menang setelah dilantik dan melihat isi kabinet dan tindakan di awal kerja sepertinya sama yang sebelumnya ,-1,29,"['harap', 'tetap', 'menang', 'lantik', 'isi', 'kabinet', 'tindak', 'kerja']",0
 bapak presiden dalam programnya mempunyai visi misi yang disebut dengan asta cita kabinet merah putih di dalam asta cita ini yang ada kaitannya dengan tanah adalah swasembada pangan ,1,28,"['presiden', 'program', 'visi', 'misi', 'asta', 'cita', 'kabinet', 'merah', 'putih', 'asta', 'cita', 'kait', 'tanah', 'swasembada', 'pangan']",2
kabinet yg dipenuhi koruptor da n penjahat ham penghilangan paksaaktifis ,-1,14,"['kabinet', 'penuh', 'koruptor', 'da', 'jahat', 'ham', 'hilang', 'paksaaktifis']",0
retreat kabinet duit pribadi uji coba maksi gratis hamba allah pesawat presiden eks haji isam jadi bertanyatanya ,-1,22,"['retreat', 'kabinet', 'duit', 'pribadi', 'uji', 'coba', 'maksi', 'gratis', 'hamba', 'allah', 'pesawat', 'presiden', 'eks', 'haji', 'isam', 'bertanyatanya']",0
 peralihan ybs dari status presiden menjadi ketua partai dlm kegiatan kampanye itu apa disertai surat cuti ybs sbg presiden min klo gk ada dan hanya membual kelen cuma amatiran belagak patriot yg gampang ditipu mulyono dan anjingnya di kabinet,-1,42,"['alih', 'ybs', 'status', 'presiden', 'ketua', 'partai', 'giat', 'kampanye', 'serta', 'surat', 'cuti', 'ybs', 'presiden', 'min', 'bual', 'kelen', 'amatir', 'bagak', 'patriot', 'gampang', 'tipu', 'mulyono', 'anjing', 'kabinet']",0
analogi mau ngasih makan anak ngutang tetangga tapi saban hari bergaya sok kaya tampil riya kabinet gemuk mental pemimpin pengemis kalau programnya tangkap semua maling uang negara untuk biayai makan gratis baru keren prabowo ,-1,37,"['analogi', 'ngasih', 'makan', 'anak', 'ngutang', 'tetangga', 'saban', 'gaya', 'sok', 'kaya', 'tampil', 'riya', 'kabinet', 'gemuk', 'mental', 'pimpin', 'emis', 'program', 'tangkap', 'maling', 'uang', 'negara', 'biaya', 'makan', 'gratis', 'keren', 'prabowo']",0
 maaf yg dbelakang itu kapasitasjabatannya apa dlm kabinet atau sbg asn apa shg bs ikut perjalanan kenegaraan yg dibiayai apbn setahu gw kita msh republik blm kerajaan spt saudi yg salman dtemani muh bin salman mgk gw krg update susunan pejabat mohon pcerahannya,-1,45,"['maaf', 'dbelakang', 'kapasitasjabatannya', 'kabinet', 'asn', 'shg', 'jalan', 'negara', 'biaya', 'apbn', 'tahu', 'republik', 'raja', 'saudi', 'salman', 'dtemani', 'muh', 'bin', 'salman', 'mgk', 'krg', 'update', 'susun', 'jabat', 'mohon', 'pcerahannya']",0
 wkwkw kabinet prabowo isinya org munafik semua,-1,8,"['wkwkw', 'kabinet', 'prabowo', 'isi', 'org', 'munafik']",0
 tidak efisien sama seperti kabinet nya,-1,7,"['efisien', 'kabinet', 'nya']",0
 setelah masuk kabinet muka penjilatnya langsung kelihatan,-1,8,"['masuk', 'kabinet', 'muka', 'jilat', 'langsung']",0
mindestnya itu mirip sama junjungannya yg penting kerja bukan kerja yg penting makanya kabinet gendut diterima aja prokja ga sesuai tupksi sbg wapres diterima aja pajak tinggi tp duitnya ga tau kemana di terima aja giliran ada yg ngawal dilabelin pembenci masokis emang,-1,44,"['mindestnya', 'junjung', 'kerja', 'kerja', 'kabinet', 'gendut', 'terima', 'prokja', 'sesuai', 'tupksi', 'wapres', 'terima', 'pajak', 'duit', 'mana', 'terima', 'gilir', 'ngawal', 'dilabelin', 'benci', 'masokis', 'emang']",0
 bahlul calon korupsi dan kabinet korupsi di periode ini makjn banyak loh,-1,13,"['bahlul', 'calon', 'korupsi', 'kabinet', 'korupsi', 'periode', 'makjn', 'loh']",0
 bapak presiden dalam programnya mempunyai visi misi yang disebut dengan asta cita kabinet merah putih di dalam asta cita ini yang ada kaitannya dengan tanah adalah swasembada pangan yaitu menetapkan sistem pertahanan amp mendorong kemandirian bangsa melalui swasembada pangan,1,39,"['presiden', 'program', 'visi', 'misi', 'asta', 'cita', 'kabinet', 'merah', 'putih', 'asta', 'cita', 'kait', 'tanah', 'swasembada', 'pangan', 'tetap', 'sistem', 'tahan', 'amp', 'dorong', 'mandiri', 'bangsa', 'swasembada', 'pangan']",2
menurut ordal selama presiden ke ln ada satu kementerian yang lagi bersih jejak kasus lama karena sudah disorot kejaksaan ada rencana setelah presiden pulang audit seluruh kementerian terutama kementerian seken yang masuk dalam kabinet fyi,-1,35,"['ordal', 'presiden', 'ln', 'menteri', 'bersih', 'jejak', 'sorot', 'jaksa', 'rencana', 'presiden', 'pulang', 'audit', 'menteri', 'menteri', 'ken', 'masuk', 'kabinet', 'fyi']",0
setelah terjebak utang kereta cepat kini nambah jebakan utang lagi utk makan gratis belum lagi biayai kabinet jumbo dan para pekerjanya jangan sampai terjadi di mana makan dianggarkan lauknya daging dlm kenyataan berubah jd telur atau bahkan tempetahu ini rentan dikorupsi,-1,41,"['jebak', 'utang', 'kereta', 'cepat', 'nambah', 'jebak', 'utang', 'makan', 'gratis', 'biaya', 'kabinet', 'jumbo', 'kerja', 'makan', 'anggar', 'lauk', 'daging', 'nyata', 'ubah', 'telur', 'tempetahu', 'rentan', 'korupsi']",0
sukses dan selamat buat bang ngabalinanda salah satu di selamatkan allah dari api neraka zahanam anda tdk masuk kabinet mp karena allah syang pada anda untuk rahasia illahi anda rasakan setelah tersungkur dari mpkarena jk anda kemarin masuk ke pejabat menteri kemunafikan ,-1,43,"['sukses', 'selamat', 'bang', 'ngabalinanda', 'salah', 'selamat', 'allah', 'api', 'neraka', 'zahanam', 'masuk', 'kabinet', 'mp', 'allah', 'syang', 'rahasia', 'illahi', 'rasa', 'sungkur', 'mpkarena', 'jk', 'kemarin', 'masuk', 'jabat', 'menteri', 'munafik']",0
 di tahan gara apa emang buat kriminalitas atau korupsi sih zulkifli aja masih bebas loh malah jadi kabinet sekarang tidak diperiksa kpk soalnya sekolam sih bahlil juga,-1,28,"['tahan', 'gara', 'emang', 'kriminalitas', 'korupsi', 'zulkifli', 'bebas', 'loh', 'kabinet', 'periksa', 'kpk', 'kolam', 'bahlil']",0
 anak abah itu umumnya simpatisan pks tp dgn tiba pks ningggalin abah dgn loncat pagar gabung kim demi dpt kursi di kabinet ps dan nurut anjing pd kim unt maju pilgub dki dgn rk cagub amp suswini jd cawagub fix sdh hianati hati anak abah gila bet anak abah disrh dukung rido ,-1,55,"['anak', 'abah', 'simpatisan', 'pks', 'pks', 'ningggalin', 'abah', 'loncat', 'pagar', 'gabung', 'kim', 'dpt', 'kursi', 'kabinet', 'ps', 'nurut', 'anjing', 'pd', 'kim', 'unt', 'maju', 'pilgub', 'dki', 'rk', 'cagub', 'amp', 'suswini', 'cawagub', 'fix', 'hianati', 'hati', 'anak', 'abah', 'gila', 'bet', 'anak', 'abah', 'disrh', 'dukung', 'rido']",0
 wah jangan sampai terjadi kabinet omon omon nyatanya ruu perkoperasian global amp krisis definisi energi nasional berkelanjutan rpp kebijakan energi nasional,-1,23,"['kabinet', 'omon', 'omon', 'ruu', 'koperasi', 'global', 'amp', 'krisis', 'definisi', 'energi', 'nasional', 'lanjut', 'rpp', 'bijak', 'energi', 'nasional']",0
 sekarang siapakah antony el goat di kabinet merah putih,-1,10,"['antony', 'el', 'goat', 'kabinet', 'merah', 'putih']",0
 menteri di kabinet merah putih banyak yg latar belakang karirnya orang sawit wkwkw jd jelas arahnya ini ,-1,19,"['menteri', 'kabinet', 'merah', 'putih', 'latar', 'karirnya', 'orang', 'sawit', 'wkwkw', 'arah']",0
gatot nurmantyo kabinet seperti kuda troya kasus tom lembong jadi indikasi pembusukan dari dalam ,-1,15,"['gatot', 'nurmantyo', 'kabinet', 'kuda', 'troya', 'tom', 'lembong', 'indikasi', 'busuk']",0
 kemana sekre kabinet dan ajudan pribadi nya tolong di ingatkan dong beliau ini presiden terpilih dengan beberapa hal bukan lagi capres yang gagal jadi presiden aneh betul,-1,28,"['mana', 'sekre', 'kabinet', 'ajudan', 'pribadi', 'nya', 'tolong', 'ingat', 'beliau', 'presiden', 'pilih', 'capres', 'gagal', 'presiden', 'aneh']",0
 hari paska pelantikan kabinet mulai kelihatan kalang kabut nyebokin dan jilatin,-1,13,"['paska', 'lantik', 'kabinet', 'kalang', 'kabut', 'nyebokin', 'jilatin']",0
 kasih kakak ini jabatan menteri di kabinet pemerintahan mantap kali cara menjilatnya bah wkwkkwwk,-1,15,"['kasih', 'kakak', 'jabat', 'menteri', 'kabinet', 'perintah', 'mantap', 'kali', 'jilat', 'bah', 'wkwkkwwk']",0
di pemerintahan yg baru ini kami rakyat indonesia berharap penuh pada presiden untuk memperbaiki bangsa yg telah di acak oleh jokowi selama ini semoga kabinet yg baru juga jauh dari ,-1,34,"['perintah', 'rakyat', 'indonesia', 'harap', 'penuh', 'presiden', 'baik', 'bangsa', 'acak', 'jokowi', 'moga', 'kabinet']",0
semoga diberkati dgn kesihatan yg baik dan kabinet yg cerdik sedikit supaya takde la pmx ni nak tanggung semua,0,19,"['moga', 'kati', 'kesihatan', 'kabinet', 'cerdik', 'takde', 'la', 'pmx', 'nak', 'tanggung']",1
terima kasih kepada pemerintahan beserta kabinet merah putih yang mendukung ketahanan keluarga baru kami sebagai rakyat kecil berdoa semoga mampu menavigasi bangsa dalam menghadapi tantangan global ,0,29,"['terima', 'kasih', 'perintah', 'serta', 'kabinet', 'merah', 'putih', 'dukung', 'tahan', 'keluarga', 'rakyat', 'doa', 'moga', 'navigasi', 'bangsa', 'hadap', 'tantang', 'global']",1
 kabinet miskin kalo gini namanya baru mau mulai kerja udah tekor,-1,12,"['kabinet', 'miskin', 'kalo', 'nama', 'kerja', 'udah', 'tekor']",0
pada upacara yang juga dihadiri ketua lembaga tinggi negara para menteri kabinet merah putih panglima tni kapolri amp para kepala staf angkatan tersebut menhan sjafrie yg didampingi putranya berkesempatan berziarah ke pusara sang ayah letkol tni purn h sjamsoeddin koernia,0,40,"['upacara', 'hadir', 'ketua', 'lembaga', 'negara', 'menteri', 'kabinet', 'merah', 'putih', 'panglima', 'tni', 'kapolri', 'amp', 'kepala', 'staf', 'angkat', 'menhan', 'sjafrie', 'damping', 'putra', 'sempat', 'ziarah', 'pusara', 'sang', 'ayah', 'letkol', 'tni', 'purn', 'h', 'sjamsoeddin', 'koernia']",1
 salah satu tugas kabinet merah putih itu bersihkan kotoran pimpinan ,-1,11,"['salah', 'tugas', 'kabinet', 'merah', 'putih', 'sih', 'kotor', 'pimpin']",0
semangat anti korupsi harus dimulai dari lingkungan yang kecil amppemerintah menyiapkanmengakomodir lembaga pengaduan amppembinaan secara berkala dalam bulan mengadakan rapat evaluasi dimulai dari tingkatan kelurahan kecamatan dst sampa terahir kabinet semua di publikaksan,1,35,"['semangat', 'anti', 'korupsi', 'lingkung', 'amppemerintah', 'menyiapkanmengakomodir', 'lembaga', 'adu', 'amppembinaan', 'kala', 'ada', 'rapat', 'evaluasi', 'tingkat', 'lurah', 'camat', 'dst', 'sampa', 'terahir', 'kabinet', 'publikaksan']",2
sapa tahu ada pengganti an kabinet pean terpilihojo ngebacot ngalor ngidul kabeh mbok musuhi terus konco an mbeh para pencundang politik jgn berpikir tidak ada kalian hancur kalian seperti parasit di dlm dan benalu presiden boleh ganti tapi yg kita bangun itu sistem nya,-1,45,"['sapa', 'ganti', 'an', 'kabinet', 'pean', 'terpilihojo', 'ngebacot', 'ngalor', 'ngidul', 'kabeh', 'mbok', 'musuh', 'konco', 'an', 'mbeh', 'cundang', 'politik', 'jgn', 'pikir', 'hancur', 'parasit', 'benalu', 'presiden', 'ganti', 'bangun', 'sistem', 'nya']",0
emang iya ya dr kabinet prabowo ada orang yg terlibat kasus korupsi wah ini sih bakalan jauh dr penanganan kasus korupsi alamatnya ,-1,25,"['emang', 'iya', 'kabinet', 'prabowo', 'orang', 'libat', 'korupsi', 'tangan', 'korupsi', 'alamat']",0
menteri keuangan sri mulyani mengeluarkan surat edaran meminta pejabat negara dalam kabinet merah putih untuk menghemat anggaran khususnya dalam belanja perjalanan dinas baca selengkapnya hanya di sumber gambar ,0,33,"['menteri', 'uang', 'sri', 'mulyani', 'keluar', 'surat', 'edar', 'jabat', 'negara', 'kabinet', 'merah', 'putih', 'hemat', 'anggar', 'belanja', 'jalan', 'dinas', 'baca', 'lengkap', 'sumber', 'gambar']",1
 gmana logika nya menjadi kekuatan dunia sementara hutang numpuk korupsi stadium hukum bisa berubah demi nafsu tahta dan tahta belum lagi dengan kabinet gemoy utk bagi ama parpol dan timses dgn isi nya para begal dan penimbun harta lu blg optimis tp fakta gmana,-1,57,"['gmana', 'logika', 'nya', 'kuat', 'dunia', 'hutang', 'numpuk', 'korupsi', 'stadium', 'hukum', 'ubah', 'nafsu', 'tahta', 'tahta', 'kabinet', 'gemoy', 'ama', 'parpol', 'timses', 'isi', 'nya', 'begal', 'timbun', 'harta', 'blg', 'optimis', 'fakta', 'gmana']",0
prediksi bikin kabinet namanama menterinya lucuu banget ,-1,7,"['prediksi', 'bikin', 'kabinet', 'namanama', 'menteri', 'lucuu', 'banget']",0
mari disimak bersama apkh tepat disebut kabinet residivis lantaran bbrp menkonya terlibat kasus kelak presdn prabowo akan evaluasi ,-1,19,"['mari', 'simak', 'apkh', 'kabinet', 'residivis', 'lantar', 'bbrp', 'menkonya', 'libat', 'kelak', 'presdn', 'prabowo', 'evaluasi']",0
saat memimpin sidang kabinet merah putih pada oktober lalu presiden prabowo subianto menyampaikan empat hal penting terkait judi online narkoba penyelundupan dan korupsi presiden prabowo meminta penegak hukum tidak ragu menindak empat persoalan itu hal ini baru ,0,40,"['pimpin', 'sidang', 'kabinet', 'merah', 'putih', 'oktober', 'presiden', 'prabowo', 'subianto', 'kait', 'judi', 'online', 'narkoba', 'selundup', 'korupsi', 'presiden', 'prabowo', 'tegak', 'hukum', 'ragu', 'tindak']",1
 prabowo pernah tempeleng sby saat msh jadi siswa di sby pernah memecat prabowopada saat itu sby anggota dewan kehormatan tp namanya dulur deweskrg berada dlm satu kabinet sby sebagai penasehat presiden prabowo mereka saling melindungi sesama wong jowo,-1,40,"['prabowo', 'tempeleng', 'sby', 'siswa', 'sby', 'pecat', 'prabowopada', 'sby', 'anggota', 'dewan', 'hormat', 'nama', 'dulur', 'deweskrg', 'kabinet', 'sby', 'nasehat', 'presiden', 'prabowo', 'lindung', 'jowo']",0
pemerintah bayar buzzer daripada naikin gaji guru merupakan amalan mereka yang mendorong kabinet tsb untuk masuk neraka jalur snmptn,-1,19,"['perintah', 'bayar', 'buzzer', 'naikin', 'gaji', 'guru', 'amal', 'dorong', 'kabinet', 'tsb', 'masuk', 'neraka', 'jalur', 'snmptn']",0
 akan susah diselesaikan karena investornya olighar yang dekat kekuasaan dan salah satu komisarisnya ada dalam kabinet saat ini,-1,19,"['susah', 'selesai', 'investor', 'olighar', 'kuasa', 'salah', 'komisaris', 'kabinet']",0
mendukung program pemerintahan kabinet merah putih pemerintah berkomitmen akan terus mewaspadai berbagai risiko global dan merumuskan kebijakan untuk menjaga kepentingan indonesia tetap optimis meski tantangan semakin dinamis dari konferensi pers edisi november,1,33,"['dukung', 'program', 'perintah', 'kabinet', 'merah', 'putih', 'perintah', 'komitmen', 'waspada', 'risiko', 'global', 'rumus', 'bijak', 'jaga', 'penting', 'indonesia', 'optimis', 'tantang', 'dinamis', 'konferensi', 'pers', 'edisi', 'november']",2
