Tweet,Sentimen,Tweet Length,Tokens
 sebutan mas menteri pada menteri kabinet ini dalam rapat di dpr juga banyak disebut yaa,netral,17,"['sebutan', 'mas', 'menteri', 'pada', 'menteri', 'kabinet', 'ini', 'dalam', 'rapat', 'di', 'dpr', 'juga', 'banyak', 'disebut', 'yaa']"
 nomenklatur kabinet kita skrgmemang masih utk merepresentasikan atau keterwakilan berdasar afiliasi atau kekuatan politik agama suku ras gender generasiusia dan tentu kombinasi pula sbg individu yg memiliki background sbg akademisi politisi organisasi profesi dll,positif,35,"['nomenklatur', 'kabinet', 'kita', 'skrgmemang', 'masih', 'utk', 'merepresentasikan', 'atau', 'keterwakilan', 'berdasar', 'afiliasi', 'atau', 'kekuatan', 'politik', 'agama', 'suku', 'ras', 'gender', 'generasiusia', 'dan', 'tentu', 'kombinasi', 'pula', 'sbg', 'individu', 'yg', 'memiliki', 'background', 'sbg', 'akademisi', 'politisi', 'organisasi', 'profesi', 'dll']"
patut diapresiasi analis komunikasi politik kinerja beberapa menteri di kabinet prabowo mulai tunjukkan kemajuan lewat news,positif,18,"['patut', 'diapresiasi', 'analis', 'komunikasi', 'politik', 'kinerja', 'beberapa', 'menteri', 'di', 'kabinet', 'prabowo', 'mulai', 'tunjukkan', 'kemajuan', 'lewat', 'news']"
 semoga bkn hanya upaya ganti pemain khawatir sering spt itu berdasarkan pengalaman namun yg pasti dgn hasil operasi pemberantasan website judol yg sangat banyak yg dilakukan kabinet baru menunjukkan bhw pemerintahan jkw yg lalu sangat rusak dlm hal pembiaran judol bangsat,negatif,42,"['semoga', 'bkn', 'hanya', 'upaya', 'ganti', 'pemain', 'khawatir', 'sering', 'spt', 'itu', 'berdasarkan', 'pengalaman', 'namun', 'yg', 'pasti', 'dgn', 'hasil', 'operasi', 'pemberantasan', 'website', 'judol', 'yg', 'sangat', 'banyak', 'yg', 'dilakukan', 'kabinet', 'baru', 'menunjukkan', 'bhw', 'pemerintahan', 'jkw', 'yg', 'lalu', 'sangat', 'rusak', 'dlm', 'hal', 'pembiaran', 'judol', 'bangsat']"
punya kabinet gemuk tapi masalah laporan tetep disuruh ke wapres buat apa itu banyak kementerian ,negatif,16,"['punya', 'kabinet', 'gemuk', 'tapi', 'masalah', 'laporan', 'tetep', 'disuruh', 'ke', 'wapres', 'buat', 'apa', 'itu', 'banyak', 'kementerian']"
 coba selagi presiden ke ln pimpin sidang kabinet bidang ekonomi saja dgn menteri terkait bnyk masalah kuota susu kontrol harga d stok sembako pupuk u petani phk di industri rencana ppn dll dulu pak harto sidang disiarkan tv,negatif,41,"['coba', 'selagi', 'presiden', 'ke', 'ln', 'pimpin', 'sidang', 'kabinet', 'bidang', 'ekonomi', 'saja', 'dgn', 'menteri', 'terkait', 'bnyk', 'masalah', 'kuota', 'susu', 'kontrol', 'harga', 'd', 'stok', 'sembako', 'pupuk', 'u', 'petani', 'phk', 'di', 'industri', 'rencana', 'ppn', 'dll', 'dulu', 'pak', 'harto', 'sidang', 'disiarkan', 'tv']"
 kabinet merah putih berfokus pada peningkatan kualitas kesehatan masyarakat,positif,10,"['kabinet', 'merah', 'putih', 'berfokus', 'pada', 'peningkatan', 'kualitas', 'kesehatan', 'masyarakat']"
 program kerja kabinet ini sangat mendukung ekonomi rakyat,positif,9,"['program', 'kerja', 'kabinet', 'ini', 'sangat', 'mendukung', 'ekonomi', 'rakyat']"
 yang maling itu kader parpol yang mengoyakngoyak kebijakan presiden di internal kabinet jangan purapura bego loe ,negatif,19,"['yang', 'maling', 'itu', 'kader', 'parpol', 'yang', 'mengoyakngoyak', 'kebijakan', 'presiden', 'di', 'internal', 'kabinet', 'jangan', 'purapura', 'bego', 'loe']"
terima arahan presiden dalam rapat kabinet paripurna menteri nusron diminta concern menata ulang tanah negara ,netral,16,"['terima', 'arahan', 'presiden', 'dalam', 'rapat', 'kabinet', 'paripurna', 'menteri', 'nusron', 'diminta', 'concern', 'menata', 'ulang', 'tanah', 'negara']"
 tadinya sih juga berharap karena sudah ditetapkan menang setelah dilantik dan melihat isi kabinet dan tindakan di awal kerja sepertinya sama yang sebelumnya ,negatif,29,"['tadinya', 'sih', 'juga', 'berharap', 'karena', 'sudah', 'ditetapkan', 'menang', 'setelah', 'dilantik', 'dan', 'melihat', 'isi', 'kabinet', 'dan', 'tindakan', 'di', 'awal', 'kerja', 'sepertinya', 'sama', 'yang', 'sebelumnya']"
 bapak presiden dalam programnya mempunyai visi misi yang disebut dengan asta cita kabinet merah putih di dalam asta cita ini yang ada kaitannya dengan tanah adalah swasembada pangan ,positif,28,"['bapak', 'presiden', 'dalam', 'programnya', 'mempunyai', 'visi', 'misi', 'yang', 'disebut', 'dengan', 'asta', 'cita', 'kabinet', 'merah', 'putih', 'di', 'dalam', 'asta', 'cita', 'ini', 'yang', 'ada', 'kaitannya', 'dengan', 'tanah', 'adalah', 'swasembada', 'pangan']"
kabinet yg dipenuhi koruptor da n penjahat ham penghilangan paksaaktifis ,negatif,14,"['kabinet', 'yg', 'dipenuhi', 'koruptor', 'da', 'n', 'penjahat', 'ham', 'penghilangan', 'paksaaktifis']"
retreat kabinet duit pribadi uji coba maksi gratis hamba allah pesawat presiden eks haji isam jadi bertanyatanya ,negatif,22,"['retreat', 'kabinet', 'duit', 'pribadi', 'uji', 'coba', 'maksi', 'gratis', 'hamba', 'allah', 'pesawat', 'presiden', 'eks', 'haji', 'isam', 'jadi', 'bertanyatanya']"
 peralihan ybs dari status presiden menjadi ketua partai dlm kegiatan kampanye itu apa disertai surat cuti ybs sbg presiden min klo gk ada dan hanya membual kelen cuma amatiran belagak patriot yg gampang ditipu mulyono dan anjingnya di kabinet,negatif,42,"['peralihan', 'ybs', 'dari', 'status', 'presiden', 'menjadi', 'ketua', 'partai', 'dlm', 'kegiatan', 'kampanye', 'itu', 'apa', 'disertai', 'surat', 'cuti', 'ybs', 'sbg', 'presiden', 'min', 'klo', 'gk', 'ada', 'dan', 'hanya', 'membual', 'kelen', 'cuma', 'amatiran', 'belagak', 'patriot', 'yg', 'gampang', 'ditipu', 'mulyono', 'dan', 'anjingnya', 'di', 'kabinet']"
analogi mau ngasih makan anak ngutang tetangga tapi saban hari bergaya sok kaya tampil riya kabinet gemuk mental pemimpin pengemis kalau programnya tangkap semua maling uang negara untuk biayai makan gratis baru keren prabowo ,negatif,37,"['analogi', 'mau', 'ngasih', 'makan', 'anak', 'ngutang', 'tetangga', 'tapi', 'saban', 'hari', 'bergaya', 'sok', 'kaya', 'tampil', 'riya', 'kabinet', 'gemuk', 'mental', 'pemimpin', 'pengemis', 'kalau', 'programnya', 'tangkap', 'semua', 'maling', 'uang', 'negara', 'untuk', 'biayai', 'makan', 'gratis', 'baru', 'keren', 'prabowo']"
 maaf yg dbelakang itu kapasitasjabatannya apa dlm kabinet atau sbg asn apa shg bs ikut perjalanan kenegaraan yg dibiayai apbn setahu gw kita msh republik blm kerajaan spt saudi yg salman dtemani muh bin salman mgk gw krg update susunan pejabat mohon pcerahannya,negatif,45,"['maaf', 'yg', 'dbelakang', 'itu', 'kapasitasjabatannya', 'apa', 'dlm', 'kabinet', 'atau', 'sbg', 'asn', 'apa', 'shg', 'bs', 'ikut', 'perjalanan', 'kenegaraan', 'yg', 'dibiayai', 'apbn', 'setahu', 'gw', 'kita', 'msh', 'republik', 'blm', 'kerajaan', 'spt', 'saudi', 'yg', 'salman', 'dtemani', 'muh', 'bin', 'salman', 'mgk', 'gw', 'krg', 'update', 'susunan', 'pejabat', 'mohon', 'pcerahannya']"
 wkwkw kabinet prabowo isinya org munafik semua,negatif,8,"['wkwkw', 'kabinet', 'prabowo', 'isinya', 'org', 'munafik', 'semua']"
 tidak efisien sama seperti kabinet nya,negatif,7,"['tidak', 'efisien', 'sama', 'seperti', 'kabinet', 'nya']"
 setelah masuk kabinet muka penjilatnya langsung kelihatan,negatif,8,"['setelah', 'masuk', 'kabinet', 'muka', 'penjilatnya', 'langsung', 'kelihatan']"
mindestnya itu mirip sama junjungannya yg penting kerja bukan kerja yg penting makanya kabinet gendut diterima aja prokja ga sesuai tupksi sbg wapres diterima aja pajak tinggi tp duitnya ga tau kemana di terima aja giliran ada yg ngawal dilabelin pembenci masokis emang,negatif,44,"['mindestnya', 'itu', 'mirip', 'sama', 'junjungannya', 'yg', 'penting', 'kerja', 'bukan', 'kerja', 'yg', 'penting', 'makanya', 'kabinet', 'gendut', 'diterima', 'aja', 'prokja', 'ga', 'sesuai', 'tupksi', 'sbg', 'wapres', 'diterima', 'aja', 'pajak', 'tinggi', 'tp', 'duitnya', 'ga', 'tau', 'kemana', 'di', 'terima', 'aja', 'giliran', 'ada', 'yg', 'ngawal', 'dilabelin', 'pembenci', 'masokis', 'emang']"
 bahlul calon korupsi dan kabinet korupsi di periode ini makjn banyak loh,negatif,13,"['bahlul', 'calon', 'korupsi', 'dan', 'kabinet', 'korupsi', 'di', 'periode', 'ini', 'makjn', 'banyak', 'loh']"
 bapak presiden dalam programnya mempunyai visi misi yang disebut dengan asta cita kabinet merah putih di dalam asta cita ini yang ada kaitannya dengan tanah adalah swasembada pangan yaitu menetapkan sistem pertahanan amp mendorong kemandirian bangsa melalui swasembada pangan,positif,39,"['bapak', 'presiden', 'dalam', 'programnya', 'mempunyai', 'visi', 'misi', 'yang', 'disebut', 'dengan', 'asta', 'cita', 'kabinet', 'merah', 'putih', 'di', 'dalam', 'asta', 'cita', 'ini', 'yang', 'ada', 'kaitannya', 'dengan', 'tanah', 'adalah', 'swasembada', 'pangan', 'yaitu', 'menetapkan', 'sistem', 'pertahanan', 'amp', 'mendorong', 'kemandirian', 'bangsa', 'melalui', 'swasembada', 'pangan']"
menurut ordal selama presiden ke ln ada satu kementerian yang lagi bersih jejak kasus lama karena sudah disorot kejaksaan ada rencana setelah presiden pulang audit seluruh kementerian terutama kementerian seken yang masuk dalam kabinet fyi,negatif,35,"['menurut', 'ordal', 'selama', 'presiden', 'ke', 'ln', 'ada', 'satu', 'kementerian', 'yang', 'lagi', 'bersih', 'jejak', 'kasus', 'lama', 'karena', 'sudah', 'disorot', 'kejaksaan', 'ada', 'rencana', 'setelah', 'presiden', 'pulang', 'audit', 'seluruh', 'kementerian', 'terutama', 'kementerian', 'seken', 'yang', 'masuk', 'dalam', 'kabinet', 'fyi']"
setelah terjebak utang kereta cepat kini nambah jebakan utang lagi utk makan gratis belum lagi biayai kabinet jumbo dan para pekerjanya jangan sampai terjadi di mana makan dianggarkan lauknya daging dlm kenyataan berubah jd telur atau bahkan tempetahu ini rentan dikorupsi,negatif,41,"['setelah', 'terjebak', 'utang', 'kereta', 'cepat', 'kini', 'nambah', 'jebakan', 'utang', 'lagi', 'utk', 'makan', 'gratis', 'belum', 'lagi', 'biayai', 'kabinet', 'jumbo', 'dan', 'para', 'pekerjanya', 'jangan', 'sampai', 'terjadi', 'di', 'mana', 'makan', 'dianggarkan', 'lauknya', 'daging', 'dlm', 'kenyataan', 'berubah', 'jd', 'telur', 'atau', 'bahkan', 'tempetahu', 'ini', 'rentan', 'dikorupsi']"
sukses dan selamat buat bang ngabalinanda salah satu di selamatkan allah dari api neraka zahanam anda tdk masuk kabinet mp karena allah syang pada anda untuk rahasia illahi anda rasakan setelah tersungkur dari mpkarena jk anda kemarin masuk ke pejabat menteri kemunafikan ,negatif,43,"['sukses', 'dan', 'selamat', 'buat', 'bang', 'ngabalinanda', 'salah', 'satu', 'di', 'selamatkan', 'allah', 'dari', 'api', 'neraka', 'zahanam', 'anda', 'tdk', 'masuk', 'kabinet', 'mp', 'karena', 'allah', 'syang', 'pada', 'anda', 'untuk', 'rahasia', 'illahi', 'anda', 'rasakan', 'setelah', 'tersungkur', 'dari', 'mpkarena', 'jk', 'anda', 'kemarin', 'masuk', 'ke', 'pejabat', 'menteri', 'kemunafikan']"
 di tahan gara apa emang buat kriminalitas atau korupsi sih zulkifli aja masih bebas loh malah jadi kabinet sekarang tidak diperiksa kpk soalnya sekolam sih bahlil juga,negatif,28,"['di', 'tahan', 'gara', 'apa', 'emang', 'buat', 'kriminalitas', 'atau', 'korupsi', 'sih', 'zulkifli', 'aja', 'masih', 'bebas', 'loh', 'malah', 'jadi', 'kabinet', 'sekarang', 'tidak', 'diperiksa', 'kpk', 'soalnya', 'sekolam', 'sih', 'bahlil', 'juga']"
 anak abah itu umumnya simpatisan pks tp dgn tiba pks ningggalin abah dgn loncat pagar gabung kim demi dpt kursi di kabinet ps dan nurut anjing pd kim unt maju pilgub dki dgn rk cagub amp suswini jd cawagub fix sdh hianati hati anak abah gila bet anak abah disrh dukung rido ,negatif,55,"['anak', 'abah', 'itu', 'umumnya', 'simpatisan', 'pks', 'tp', 'dgn', 'tiba', 'pks', 'ningggalin', 'abah', 'dgn', 'loncat', 'pagar', 'gabung', 'kim', 'demi', 'dpt', 'kursi', 'di', 'kabinet', 'ps', 'dan', 'nurut', 'anjing', 'pd', 'kim', 'unt', 'maju', 'pilgub', 'dki', 'dgn', 'rk', 'cagub', 'amp', 'suswini', 'jd', 'cawagub', 'fix', 'sdh', 'hianati', 'hati', 'anak', 'abah', 'gila', 'bet', 'anak', 'abah', 'disrh', 'dukung', 'rido']"
 wah jangan sampai terjadi kabinet omon omon nyatanya ruu perkoperasian global amp krisis definisi energi nasional berkelanjutan rpp kebijakan energi nasional,negatif,23,"['wah', 'jangan', 'sampai', 'terjadi', 'kabinet', 'omon', 'omon', 'nyatanya', 'ruu', 'perkoperasian', 'global', 'amp', 'krisis', 'definisi', 'energi', 'nasional', 'berkelanjutan', 'rpp', 'kebijakan', 'energi', 'nasional']"
 sekarang siapakah antony el goat di kabinet merah putih,negatif,10,"['sekarang', 'siapakah', 'antony', 'el', 'goat', 'di', 'kabinet', 'merah', 'putih']"
 menteri di kabinet merah putih banyak yg latar belakang karirnya orang sawit wkwkw jd jelas arahnya ini ,negatif,19,"['menteri', 'di', 'kabinet', 'merah', 'putih', 'banyak', 'yg', 'latar', 'belakang', 'karirnya', 'orang', 'sawit', 'wkwkw', 'jd', 'jelas', 'arahnya', 'ini']"
gatot nurmantyo kabinet seperti kuda troya kasus tom lembong jadi indikasi pembusukan dari dalam ,negatif,15,"['gatot', 'nurmantyo', 'kabinet', 'seperti', 'kuda', 'troya', 'kasus', 'tom', 'lembong', 'jadi', 'indikasi', 'pembusukan', 'dari', 'dalam']"
 kemana sekre kabinet dan ajudan pribadi nya tolong di ingatkan dong beliau ini presiden terpilih dengan beberapa hal bukan lagi capres yang gagal jadi presiden aneh betul,negatif,28,"['kemana', 'sekre', 'kabinet', 'dan', 'ajudan', 'pribadi', 'nya', 'tolong', 'di', 'ingatkan', 'dong', 'beliau', 'ini', 'presiden', 'terpilih', 'dengan', 'beberapa', 'hal', 'bukan', 'lagi', 'capres', 'yang', 'gagal', 'jadi', 'presiden', 'aneh', 'betul']"
 hari paska pelantikan kabinet mulai kelihatan kalang kabut nyebokin dan jilatin,negatif,13,"['hari', 'paska', 'pelantikan', 'kabinet', 'mulai', 'kelihatan', 'kalang', 'kabut', 'nyebokin', 'dan', 'jilatin']"
 kasih kakak ini jabatan menteri di kabinet pemerintahan mantap kali cara menjilatnya bah wkwkkwwk,negatif,15,"['kasih', 'kakak', 'ini', 'jabatan', 'menteri', 'di', 'kabinet', 'pemerintahan', 'mantap', 'kali', 'cara', 'menjilatnya', 'bah', 'wkwkkwwk']"
di pemerintahan yg baru ini kami rakyat indonesia berharap penuh pada presiden untuk memperbaiki bangsa yg telah di acak oleh jokowi selama ini semoga kabinet yg baru juga jauh dari ,negatif,34,"['di', 'pemerintahan', 'yg', 'baru', 'ini', 'kami', 'rakyat', 'indonesia', 'berharap', 'penuh', 'pada', 'presiden', 'untuk', 'memperbaiki', 'bangsa', 'yg', 'telah', 'di', 'acak', 'oleh', 'jokowi', 'selama', 'ini', 'semoga', 'kabinet', 'yg', 'baru', 'juga', 'jauh', 'dari']"
semoga diberkati dgn kesihatan yg baik dan kabinet yg cerdik sedikit supaya takde la pmx ni nak tanggung semua,netral,19,"['semoga', 'diberkati', 'dgn', 'kesihatan', 'yg', 'baik', 'dan', 'kabinet', 'yg', 'cerdik', 'sedikit', 'supaya', 'takde', 'la', 'pmx', 'ni', 'nak', 'tanggung', 'semua']"
terima kasih kepada pemerintahan beserta kabinet merah putih yang mendukung ketahanan keluarga baru kami sebagai rakyat kecil berdoa semoga mampu menavigasi bangsa dalam menghadapi tantangan global ,netral,29,"['terima', 'kasih', 'kepada', 'pemerintahan', 'beserta', 'kabinet', 'merah', 'putih', 'yang', 'mendukung', 'ketahanan', 'keluarga', 'baru', 'kami', 'sebagai', 'rakyat', 'kecil', 'berdoa', 'semoga', 'mampu', 'menavigasi', 'bangsa', 'dalam', 'menghadapi', 'tantangan', 'global']"
 kabinet miskin kalo gini namanya baru mau mulai kerja udah tekor,negatif,12,"['kabinet', 'miskin', 'kalo', 'gini', 'namanya', 'baru', 'mau', 'mulai', 'kerja', 'udah', 'tekor']"
pada upacara yang juga dihadiri ketua lembaga tinggi negara para menteri kabinet merah putih panglima tni kapolri amp para kepala staf angkatan tersebut menhan sjafrie yg didampingi putranya berkesempatan berziarah ke pusara sang ayah letkol tni purn h sjamsoeddin koernia,netral,40,"['pada', 'upacara', 'yang', 'juga', 'dihadiri', 'ketua', 'lembaga', 'tinggi', 'negara', 'para', 'menteri', 'kabinet', 'merah', 'putih', 'panglima', 'tni', 'kapolri', 'amp', 'para', 'kepala', 'staf', 'angkatan', 'tersebut', 'menhan', 'sjafrie', 'yg', 'didampingi', 'putranya', 'berkesempatan', 'berziarah', 'ke', 'pusara', 'sang', 'ayah', 'letkol', 'tni', 'purn', 'h', 'sjamsoeddin', 'koernia']"
 salah satu tugas kabinet merah putih itu bersihkan kotoran pimpinan ,negatif,11,"['salah', 'satu', 'tugas', 'kabinet', 'merah', 'putih', 'itu', 'bersihkan', 'kotoran', 'pimpinan']"
semangat anti korupsi harus dimulai dari lingkungan yang kecil amppemerintah menyiapkanmengakomodir lembaga pengaduan amppembinaan secara berkala dalam bulan mengadakan rapat evaluasi dimulai dari tingkatan kelurahan kecamatan dst sampa terahir kabinet semua di publikaksan,positif,35,"['semangat', 'anti', 'korupsi', 'harus', 'dimulai', 'dari', 'lingkungan', 'yang', 'kecil', 'amppemerintah', 'menyiapkanmengakomodir', 'lembaga', 'pengaduan', 'amppembinaan', 'secara', 'berkala', 'dalam', 'bulan', 'mengadakan', 'rapat', 'evaluasi', 'dimulai', 'dari', 'tingkatan', 'kelurahan', 'kecamatan', 'dst', 'sampa', 'terahir', 'kabinet', 'semua', 'di', 'publikaksan']"
sapa tahu ada pengganti an kabinet pean terpilihojo ngebacot ngalor ngidul kabeh mbok musuhi terus konco an mbeh para pencundang politik jgn berpikir tidak ada kalian hancur kalian seperti parasit di dlm dan benalu presiden boleh ganti tapi yg kita bangun itu sistem nya,negatif,45,"['sapa', 'tahu', 'ada', 'pengganti', 'an', 'kabinet', 'pean', 'terpilihojo', 'ngebacot', 'ngalor', 'ngidul', 'kabeh', 'mbok', 'musuhi', 'terus', 'konco', 'an', 'mbeh', 'para', 'pencundang', 'politik', 'jgn', 'berpikir', 'tidak', 'ada', 'kalian', 'hancur', 'kalian', 'seperti', 'parasit', 'di', 'dlm', 'dan', 'benalu', 'presiden', 'boleh', 'ganti', 'tapi', 'yg', 'kita', 'bangun', 'itu', 'sistem', 'nya']"
emang iya ya dr kabinet prabowo ada orang yg terlibat kasus korupsi wah ini sih bakalan jauh dr penanganan kasus korupsi alamatnya ,negatif,25,"['emang', 'iya', 'ya', 'dr', 'kabinet', 'prabowo', 'ada', 'orang', 'yg', 'terlibat', 'kasus', 'korupsi', 'wah', 'ini', 'sih', 'bakalan', 'jauh', 'dr', 'penanganan', 'kasus', 'korupsi', 'alamatnya']"
menteri keuangan sri mulyani mengeluarkan surat edaran meminta pejabat negara dalam kabinet merah putih untuk menghemat anggaran khususnya dalam belanja perjalanan dinas baca selengkapnya hanya di sumber gambar ,netral,33,"['menteri', 'keuangan', 'sri', 'mulyani', 'mengeluarkan', 'surat', 'edaran', 'meminta', 'pejabat', 'negara', 'dalam', 'kabinet', 'merah', 'putih', 'untuk', 'menghemat', 'anggaran', 'khususnya', 'dalam', 'belanja', 'perjalanan', 'dinas', 'baca', 'selengkapnya', 'hanya', 'di', 'sumber', 'gambar']"
 gmana logika nya menjadi kekuatan dunia sementara hutang numpuk korupsi stadium hukum bisa berubah demi nafsu tahta dan tahta belum lagi dengan kabinet gemoy utk bagi ama parpol dan timses dgn isi nya para begal dan penimbun harta lu blg optimis tp fakta gmana,negatif,57,"['gmana', 'logika', 'nya', 'menjadi', 'kekuatan', 'dunia', 'sementara', 'hutang', 'numpuk', 'korupsi', 'stadium', 'hukum', 'bisa', 'berubah', 'demi', 'nafsu', 'tahta', 'dan', 'tahta', 'belum', 'lagi', 'dengan', 'kabinet', 'gemoy', 'utk', 'bagi', 'ama', 'parpol', 'dan', 'timses', 'dgn', 'isi', 'nya', 'para', 'begal', 'dan', 'penimbun', 'harta', 'lu', 'blg', 'optimis', 'tp', 'fakta', 'gmana']"
prediksi bikin kabinet namanama menterinya lucuu banget ,negatif,7,"['prediksi', 'bikin', 'kabinet', 'namanama', 'menterinya', 'lucuu', 'banget']"
mari disimak bersama apkh tepat disebut kabinet residivis lantaran bbrp menkonya terlibat kasus kelak presdn prabowo akan evaluasi ,negatif,19,"['mari', 'disimak', 'bersama', 'apkh', 'tepat', 'disebut', 'kabinet', 'residivis', 'lantaran', 'bbrp', 'menkonya', 'terlibat', 'kasus', 'kelak', 'presdn', 'prabowo', 'akan', 'evaluasi']"
saat memimpin sidang kabinet merah putih pada oktober lalu presiden prabowo subianto menyampaikan empat hal penting terkait judi online narkoba penyelundupan dan korupsi presiden prabowo meminta penegak hukum tidak ragu menindak empat persoalan itu hal ini baru ,netral,40,"['saat', 'memimpin', 'sidang', 'kabinet', 'merah', 'putih', 'pada', 'oktober', 'lalu', 'presiden', 'prabowo', 'subianto', 'menyampaikan', 'empat', 'hal', 'penting', 'terkait', 'judi', 'online', 'narkoba', 'penyelundupan', 'dan', 'korupsi', 'presiden', 'prabowo', 'meminta', 'penegak', 'hukum', 'tidak', 'ragu', 'menindak', 'empat', 'persoalan', 'itu', 'hal', 'ini', 'baru']"
 prabowo pernah tempeleng sby saat msh jadi siswa di sby pernah memecat prabowopada saat itu sby anggota dewan kehormatan tp namanya dulur deweskrg berada dlm satu kabinet sby sebagai penasehat presiden prabowo mereka saling melindungi sesama wong jowo,negatif,40,"['prabowo', 'pernah', 'tempeleng', 'sby', 'saat', 'msh', 'jadi', 'siswa', 'di', 'sby', 'pernah', 'memecat', 'prabowopada', 'saat', 'itu', 'sby', 'anggota', 'dewan', 'kehormatan', 'tp', 'namanya', 'dulur', 'deweskrg', 'berada', 'dlm', 'satu', 'kabinet', 'sby', 'sebagai', 'penasehat', 'presiden', 'prabowo', 'mereka', 'saling', 'melindungi', 'sesama', 'wong', 'jowo']"
pemerintah bayar buzzer daripada naikin gaji guru merupakan amalan mereka yang mendorong kabinet tsb untuk masuk neraka jalur snmptn,negatif,19,"['pemerintah', 'bayar', 'buzzer', 'daripada', 'naikin', 'gaji', 'guru', 'merupakan', 'amalan', 'mereka', 'yang', 'mendorong', 'kabinet', 'tsb', 'untuk', 'masuk', 'neraka', 'jalur', 'snmptn']"
 akan susah diselesaikan karena investornya olighar yang dekat kekuasaan dan salah satu komisarisnya ada dalam kabinet saat ini,negatif,19,"['akan', 'susah', 'diselesaikan', 'karena', 'investornya', 'olighar', 'yang', 'dekat', 'kekuasaan', 'dan', 'salah', 'satu', 'komisarisnya', 'ada', 'dalam', 'kabinet', 'saat', 'ini']"
mendukung program pemerintahan kabinet merah putih pemerintah berkomitmen akan terus mewaspadai berbagai risiko global dan merumuskan kebijakan untuk menjaga kepentingan indonesia tetap optimis meski tantangan semakin dinamis dari konferensi pers edisi november,positif,33,"['mendukung', 'program', 'pemerintahan', 'kabinet', 'merah', 'putih', 'pemerintah', 'berkomitmen', 'akan', 'terus', 'mewaspadai', 'berbagai', 'risiko', 'global', 'dan', 'merumuskan', 'kebijakan', 'untuk', 'menjaga', 'kepentingan', 'indonesia', 'tetap', 'optimis', 'meski', 'tantangan', 'semakin', 'dinamis', 'dari', 'konferensi', 'pers', 'edisi', 'november']"
 apa yang tidak boleh bagi rezim otoriter justru seharusnya kabinet prabowo lebih menghargai undangundang aturan kepatutan dan etika ,negatif,21,"['apa', 'yang', 'tidak', 'boleh', 'bagi', 'rezim', 'otoriter', 'justru', 'seharusnya', 'kabinet', 'prabowo', 'lebih', 'menghargai', 'undangundang', 'aturan', 'kepatutan', 'dan', 'etika']"
 presiden saja tidak mandiri dalam nenentukan kabinet dan membuat keputusan bagaimana mungkin negara bisa mandiri ,negatif,18,"['presiden', 'saja', 'tidak', 'mandiri', 'dalam', 'nenentukan', 'kabinet', 'dan', 'membuat', 'keputusan', 'bagaimana', 'mungkin', 'negara', 'bisa', 'mandiri']"
 selamat datang di kabinet prabowo mulyono,negatif,7,"['selamat', 'datang', 'di', 'kabinet', 'prabowo', 'mulyono']"
 diluar permakluman bagi jabatansbnrnya menko itu buat apa eksekusi jg ga bs hrsnya optimalkan aja wapres utk mengatasi koordinasi kabinet ramping under koordinasi wapres dah cukup bgt,negatif,28,"['diluar', 'permakluman', 'bagi', 'jabatansbnrnya', 'menko', 'itu', 'buat', 'apa', 'eksekusi', 'jg', 'ga', 'bs', 'hrsnya', 'optimalkan', 'aja', 'wapres', 'utk', 'mengatasi', 'koordinasi', 'kabinet', 'ramping', 'under', 'koordinasi', 'wapres', 'dah', 'cukup', 'bgt']"
bagaimana pendapat kamu soal program prioritas kabinet merah putih aspirasi apa lagi yang belum terakomodir mari kita kawal dan tagih hasil rencana kerja kabinet merah putih untuk mengatasi berbagai masalah ketenagakerjaan di indonesia ,netral,34,"['bagaimana', 'pendapat', 'kamu', 'soal', 'program', 'prioritas', 'kabinet', 'merah', 'putih', 'aspirasi', 'apa', 'lagi', 'yang', 'belum', 'terakomodir', 'mari', 'kita', 'kawal', 'dan', 'tagih', 'hasil', 'rencana', 'kerja', 'kabinet', 'merah', 'putih', 'untuk', 'mengatasi', 'berbagai', 'masalah', 'ketenagakerjaan', 'di', 'indonesia']"
presiden prabowo dalam pidato pertamanya di gedung mpr tgl oktober memandatkan kabinet merah putih agar pemimpin harus bekerja untuk rakyat ,positif,23,"['presiden', 'prabowo', 'dalam', 'pidato', 'pertamanya', 'di', 'gedung', 'mpr', 'tgl', 'oktober', 'memandatkan', 'kabinet', 'merah', 'putih', 'agar', 'pemimpin', 'harus', 'bekerja', 'untuk', 'rakyat']"
nasib pekerja di era kabinet merah putih melihat program prioritas kabinet merah putih untuk atasi masalah ketenagakerjaan di indonesia a thread ,netral,23,"['nasib', 'pekerja', 'di', 'era', 'kabinet', 'merah', 'putih', 'melihat', 'program', 'prioritas', 'kabinet', 'merah', 'putih', 'untuk', 'atasi', 'masalah', 'ketenagakerjaan', 'di', 'indonesia', 'a', 'thread']"
negeri ini bener sakit presiden down grade ikut cawe pilkada di jawa tengah kabinet merah putih isinya koruptor dan judol wapres tidak punya kompetensi sbg pejabat ada negara di dalam negara pik pik pik dengan ngorbanin rakyat pemilik tanah yg sah ,negatif,45,"['negeri', 'ini', 'bener', 'sakit', 'presiden', 'down', 'grade', 'ikut', 'cawe', 'pilkada', 'di', 'jawa', 'tengah', 'kabinet', 'merah', 'putih', 'isinya', 'koruptor', 'dan', 'judol', 'wapres', 'tidak', 'punya', 'kompetensi', 'sbg', 'pejabat', 'ada', 'negara', 'di', 'dalam', 'negara', 'pik', 'pik', 'pik', 'dengan', 'ngorbanin', 'rakyat', 'pemilik', 'tanah', 'yg', 'sah']"
