Tweet,Sentimen,Tweet Length
Daerah pada Kamis 31102024 di Hotel Sutasoma Jakarta Kegiatan ini dibuka langsung oleh Direktur Jenderal Dirjen PPTR Jonahar yang menyampaikan arahan terkait tugas pengendalian dan penertiban di Era Kabinet Merah Putih,netral,31
Kementerian Kebudayaan baru di Kabinet Merah Putih dilantik Pelaku seni dan budaya harapkan hal ini via  ,netral,18
Komisi II Dewan Perwakilan Rakyat Republik Indonesia DPR RI untuk pertama kalinya Rapat yang membahas Target dan Capaian Tahun Anggaran 2024 serta Program 100 Hari Kerja Kabinet Merah Putih ini digelar di Gedung Nusantara DPR RI Jakarta pada Rabu 30102024,netral,40
 Suasananya lebih dahsyat daripada reshuffle kabinet ,negatif,7
Gelar Evaluasi Hasil Pengawasan dan Pengendalian Hak Atas Tanah Dirjen PPTR Sampaikan Tugas Pengendalian dan Penertiban pada Era Kabinet Merah Putih Cek berita selengkapnya     ,netral,29
 Design by nazwa Caption by sunia Uploaded by rai Himpunan Mahasiswa Sastra Arab 2024 Kabinet ElIttihad Departemen Penalaran Intelektual,netral,19
Selamat atas prestasi yang menginspirasi Semoga terus menginspirasi dan membawa nama baik Sastra Arab ke kancah nasional Design by shafira Caption by Salma Lutfiah Uploaded by rai Himpunan Mahasiswa Sastra Arab 2024 Kabinet ElIttihad Departemen Hubungan Internal,netral,37
 Kabinet dan lembaga negara bapak gemukkan berarti anggarannya banyak kesedot kenapa sekarang bapak minta orang sisihkan Rp 100 rbbulan untuk seragam ambil saja dari makan siang gratis,negatif,28
  Mestinya mentrinya yg dulu di Keluarkan aja dari kabinet Prabowo bikin Malu dan Bikin Rusak Negara ini,negatif,19
Dia positif dia Akan bantu membawa Perkara ini ke Mesyuarat Jemaah Kabinet pada Rabu ini Kita berdoa dan berharap jangan lah Sabah dibiarkan bergelap pada Januari 2025,netral,27
Menteri ATRBPN Nusron Wahid bersama Wamen ATRBPN Ossy Dermawan mengikuti Raker Bersama Komisi II DPR RI untuk pertama kalinya Rapat yang membahas Target dan Capaian Tahun Anggaran 2024 serta Program 100 Hari Kerja Kabinet Merah Putih ini digelar di Gedung Nusantara DPR RI ,netral,44
Kabinet MerahPutih Prabowo Subianto untuk terus memperkuat komitmen utk menciptakan masa depan yang lebih hijau amp berkelanjutan melalui berbagai langkah strategis demi mewujudkan kemandirian Energi nasional     ,positif,31
Mengingat dia melanjutkan beberapa menteri dari Jokowi juga ditarik dalam Kabinet Merah Putih,netral,13
Selain itu Hendri tak menutup kemungkinan Prabowo juga melaporan pekerjaan di Kabinet,netral,12
Sekretaris Fraksi Golkar DPR RI Mukhtarudin mendorong bahwa kabinet MerahPutih Prabowo Subianto untuk terus memperkuat komitmen untuk menciptakan masa depan yang lebih baik       ,positif,30
   Betul jangan sampai STAMPLE KABINET LANJUTAN DAN KEBIJAKAN LANJUTAN UNTUK MEMBUNGKAM LAWAN POLITIK SEMAKIN NYATA TERLIHAT,negatif,19
 Yang MENTAL KULI  MINGGIR   Mereka SUDAH TERKENAL dan SUKSES sebelum masuk kabinet ,negatif,17
Kalau DiIndonesia Kalau Tim Pemenangan Seperti Kamu Itu Elon Musk Sudah Duduk DiKursi Kabinet Apakah Kamu Juga Seperti Itu Elon Musk Akan Diangkat Donald Trump NantiX Ikut Gabung DiKursi Parlemen ,netral,30
  Mending hokage ngegaji kabinet gemuknya n mending kasihdepeer uangtambahan tunjangan 50jt Wkwkwkw,negatif,14
Kalo mainnya aturan menteri di kabinet terduga korupsi di copotin ada Airlangga Zulhas Dito siapa lagi,negatif,16
Padahal kabarnya ini kabinet super kuat Mayoritas kekuatan ada disini Saya menyebutnya Kabinet Kaki Tiga karena ini adalah penyatuan tiga kekuatan  TNIPolri  Oligarki dan Parpol  Kaum Kiri,negatif,30
KABINET TIGA KAKI YANG RAJIN MENGELUH   Kabinet Gemoy yang baru dilantik belum sebulan lalu sudah mulai bekerja Dan untuk saya yang menarik adalah bahkan sebelum mulai bekerja beberapa diantara mereka sudah mulai kerja besar yakni berkeluh kesah,negatif,39
           Nah klo yg ini gua sependapat ini yg termasuk salah 1 orang yg gua kritisi jd menteri kabinet merah putih,negatif,31
  Pak  yg namanya bantu itu ga ada yang gratis Dibalik itu mereka ada kepentingan Jangan sampai kami dikorbankan Tolong stop berhutang sama china N juga stop juga TKA asing cina ke indonesiaTangkap para koruptor dilingkaran kabinet merah putih Dan stop contact jokowi,negatif,45
aduh salting bgt gw gulingin juga nih kabinet pemerintahan damn bro ngucapin pepero day in a very cutesy way mules ,negatif,21
 YOURS IS WAY BETTERRRRRRRR makasih sudah jadi menteri di kabinet nrhs ya ajas sangat beruntung sekali bisa bekerjasama dengan anda membangun negeri nrhs indo ,negatif,25
Semiotika zaken kabinet setelah difahami oleh banyak pihak justru diabaikan oleh presiden Prabowo Mengangkat orang yang tidak memiliki kompetensi Salah satu adalah Budi Ari lanjutkan menurut anda siapa saja,negatif,29
Bukti tahun 2022 sempet nemenin penyerahan petisi ke Asisten Deputi Bidang Sumber Daya Mineral dan Lingkungan Hidup Sekretariat Kabinet Bapak Troeno Marayoga SH LLM Ntah sekarang beliau masih di Setkab gak ya hehehe ,negatif,34
 Prabowo menguasai 3 pemerintah Eksekutif legislatif yudikatif didukung oleh rakyat yang luar biasa Senjata politik beliau menguras para politik tikus Orang orang nya di kabinet bekerja full time untuk swasembada pangan dan energi ,positif,34
 Bingung gue lihat ini orang bicarayg anda bilang itu semua rakyat udah fahamsemua kabinet itu banditlalu kita rakyat harus bagaimanakita udah di buat bungkam oleh aparat yg tlah di seeting,negatif,31
Presiden Prabowo komit membangun sistem antikorupsi dan pemberantasan korupsi Tapi apakah Pak Presiden tak sadar dengan formasi kabinet yang di dalamnya memiliki rekam jejak korupsi Ulasan Achmad Zainuddin ,negatif,29
   Semoga kabinet Merah Putih smakin solit,positif,9
Semoga info ini benar Kalau benar terima kasih Presiden  dan staf kabinet terkait ,positif,15
 Dilihat dari kasus 2 wapres sebelumnya emang ada gebrakan di strategic work Kalau gue melihat nya Ini hanya sebuah sarana pengaduan masyarakat Yang pake nama wapres aja Yang gerak ya orang orang bawahan juga Gak bakal sampe Ratas kabinet ,negatif,40
 makin terpuruk tidak ada yg bisa dibanggakan dari kabinet jastip si wowo udah dibayangbayangi siwiwi beban si samsul skrg malah ngemis minta cina ikutan mendanai makan siang gratis,negatif,29
Emang kerusakannya sdh parah nih bangsa Berat juga pak   dg anggota kabinet titipan Hari Mulyono Tersangka malah dijdkan Duta Tentu ada uang sakunya ,negatif,26
  Pak Presiden RI  Seluruh rakyat sepakat mendukung Bapak dgn komitmen kabinet merah putih Hanya perlu diwaspadai jangan terseret arus pertanggungan Pemerintah lalu dgn kabinet oligarki Jangan jadi satria wirang Biar rakyat yg menilai,negatif,36
 Di filling Kabinet isianya duit warna merah semuagila para pejabathukum mati,negatif,12
 harusnya yg harus satu Visi dan Misi dgn Presiden adalah para Menteri Kabinet Merah Putih kl kepala Daerah Hrs satu Visi Misi dgn Presiden mk UU Nomor 32 Th 2004 ttg Otonomi DaerahHARUS di cabut dl ,negatif,38
Harusnya sih tak ada warga miskin di Indonesia lihat seluruh kabinet terisi uang semua Hayo buruburu cari air cari lap yg bersih,negatif,22
Kalian kalian yang udah keluar dari kabinet Indonesia maju kalian semua anggota kabinet merah putih kalian di denda 20 trilyun perorang karna anda melanggar aturan negara jangan protes itu fakta HMM ,negatif,32
 Yth  pak  Ternyata tugas pak  yang paling utama sbg presiden RI adalah menemukan obat GEBLEK terkhusus untuk para pejabat di jajaran kabinet pak Prabowo sendiri,negatif,29
Tema ini melambangkan semangat kebangsaan yang kuat mengajak untuk bersatu menjaga identitas nasional amp memperkuat rasa cinta terhadap Tanah Air Seluruh rangkaian upacara diikuti dengan khidmat oleh seluruh peserta termasuk para Menteri amp Kepala Lembaga Kabinet Merah Putih,negatif,38
 Bapak Presiden dalam programnya mempunyai visi misi disebut Asta Cita Kabinet Merah Putih Di dalam Asta Cita ini yang ada kaitannya dengan tanah adalah swasembada pangan yaitu menetapkan sistem pertahanan dan mendorong kemandirian bangsa melalui swasembada pangan amp energi,positif,39
 Bermula dri kabinet yg korupsi,negatif,6
Perjalanan 100 Hari Kerja Kabinet Merah Putih Direktur P3S Ada Empat yang Menunjukkan Kompetensinya via  ,positif,17
 Bagai kuman di seberang lautan tampak gajah di pelupuk mata tdk tampak bukankah di Kabinet Merah Putih patut diduga masih bercokol beberapa menteri pelaku korupsi  Konon ada yg 11 kasus ada yg 2 kasus kenapa masih aman  Kepala Desa berapa sih nilai korupsinya ,negatif,47
 PDIP tidak usah bela2 Prabowo tidak juga akan diajak di kabinet ,negatif,13
Belum juga 100 hari kabinet kerja merah putih nya  cs gak presiden nya gak menteri2 nya memakai jabatan untuk ngebuzzer remuukk tenan   ,negatif,26
 Sejak mlihat kabinet merah putih diisi orang2 yg bmasalah dan tdk kompeten plus ada BUMN yg bisa jd mesin uang krn dirutnya adlh kader partai jd makin pesimis dgn pemerintahan ini untuk basmi korupsi kolusi dan nepotisme,negatif,38
   Yg penting secara image lini kabinet semua punya gelar,positif,12
             Ngeri stigmanya dulu radikal terus anti pancasila sekarang pendukung koruptor Kabinet sekarang yang pernah dipanggil KPK itu bagaimana ,negatif,32
 Orang yg gampang dikhianati atau dibohongi anak buah jgn dikasi lagi jabatan krn itu indikasi beliau tdk becus jadi pimpinan Semoga Budi Arie segera diresafel dari kabinet MP,netral,29
Pak Presiden  yang kami hormati Tolong buktikan janji Anda bahwa kabinet Anda bersih dari koruptor dan pelaku perbuatan jahat lainnya Rakyat monitor kata politisi Demokrat siapa tuh namanya ,negatif,29
Dari bidang keuangan hingga pemberdayaan perempuan mereka hadir untuk membawa perubahan Berikut adalah daftar lengkap beserta peran 14 Srikandi Kabinet Merah Putih yang perlu  tahu Sumber id     ,positif,33
 Fenomena dan bukti kekuatan Cawe Cawe masih berkuasa Presiden Prabowo adalah satu satunya presiden yg tak memiliki hak prerogatif Kabinet Cawe Cawe adalah 60 adalah susupan dari cita cita tiga periode Hukum masih dikuasai oleh kekuasaan bengis,negatif,38
 tong kosong nyaring bunyinya circle kabinet ente banyak koruptornya  emang berani nangkep  apa takut sama mereka karena mereka orangnya Pak Mulwkwkwk,negatif,24
Wkwkwkwkwkwk dilepeh tuh Nadiem sama Fufufafa Udah bener aku curiga sejak awal Kabinet Indonesia Maju malah banyak yang mulai gak jelas gini,negatif,22
  Sebutan mas Menteri pada menteri kabinet ini dalam rapat di dpr juga banyak disebut yaa,netral,17
 Nomenklatur kabinet kita skrgmemang masih utk merepresentasikan atau keterwakilan berdasar afiliasi atau kekuatan politik agama suku ras gender generasiusia dan tentu kombinasi pula sbg individu yg memiliki background sbg akademisi politisi organisasi profesi dll,positif,35
Patut Diapresiasi Analis Komunikasi Politik Kinerja Beberapa Menteri di Kabinet Prabowo Mulai Tunjukkan Kemajuan  lewat  News,positif,18
 Semoga bkn hanya upaya ganti pemain Khawatir sering spt itu berdasarkan pengalaman Namun yg pasti dgn hasil operasi pemberantasan website judol yg sangat banyak yg dilakukan kabinet baru menunjukkan bhw pemerintahan JKW yg lalu sangat rusak dlm hal pembiaran judol Bangsat,negatif,42
punya kabinet gemuk tapi masalah laporan tetep disuruh ke wapres Buat apa itu banyak kementerian ,negatif,16
  Coba selagi Presiden ke LN pimpin Sidang Kabinet Bidang Ekonomi saja dgn Menteri terkait bnyk masalah Kuota susu kontrol harga d stok sembako pupuk u petani PHK di industri Rencana PPN 12 dll Dulu Pak Harto sidang disiarkan TV,negatif,41
 Kabinet Merah Putih berfokus pada peningkatan kualitas kesehatan masyarakat,positif,10
 Program kerja kabinet ini sangat mendukung ekonomi rakyat,positif,9
 YANG MALING ITU KADER PARPOL YANG MENGOYAKNGOYAK KEBIJAKAN PRESIDEN DI INTERNAL KABINET  JANGAN PURAPURA BEGO LOE ,negatif,19
Terima Arahan Presiden dalam Rapat Kabinet Paripurna Menteri Nusron Diminta Concern Menata Ulang Tanah Negara ,netral,16
   Tadinya sih juga berharap karena sudah ditetapkan menang Setelah dilantik dan melihat isi kabinet dan tindakan di awal kerja sepertinya 11 12 sama yang sebelumnya ,negatif,29
 Bapak Presiden dalam programnya mempunyai visi misi yang disebut dengan Asta Cita Kabinet Merah Putih Di dalam Asta Cita ini yang ada kaitannya dengan tanah adalah swasembada pangan ,positif,28
Kabinet yg dipenuhi koruptor da n penjahat HAM PENGHILANGAN PAKSAAKTIFIS9798    ,negatif,14
Retreat kabinet  duit pribadi Uji coba maksi gratis  Hamba Allah Pesawat Presiden  eks haji isam Jadi bertanyatanya  ,negatif,22
 Peralihan ybs dari status presiden menjadi ketua partai dlm kegiatan kampanye itu apa disertai surat cuti ybs sbg presiden min   Klo gk ada dan hanya membual kelen cuma amatiran belagak patriot yg gampang ditipu mulyono dan anjingnya di kabinet,negatif,42
ANALOGI  Mau ngasih makan anak Ngutang Tetangga tapi saban hari Bergaya sok kaya tampil riya kabinet gemuk Mental pemimpin PENGEMIS  Kalau programnya TANGKAP SEMUA MALING UANG NEGARA untuk biayai makan gratis baru keren Prabowo ,negatif,37
 Maaf yg dbelakang  itu KapasitasJabatannya apa dlm kabinet atau sbg ASN apa shg bs ikut perjalanan kenegaraan yg dibiayai APBN Setahu gw kita msh Republik blm Kerajaan spt Saudi yg Salman dtemani Muh bin Salman Mgk gw krg update susunan pejabat Mohon pcerahannya,negatif,45
 Wkwkw kabinet Prabowo isinya org Munafik semua,negatif,8
 Tidak efisien sama seperti kabinet nya,negatif,7
 Setelah masuk kabinet muka penjilatnya langsung kelihatan,negatif,8
Mindestnya 58 itu mirip sama junjungannya yg penting kerja bukan kerja yg penting Makanya kabinet gendut diterima aja prokja ga sesuai tupksi sbg wapres diterima aja pajak tinggi tp duitnya ga tau kemana di terima aja Giliran ada yg ngawal dilabelin pembenci Masokis emang,negatif,44
 Bahlul calon korupsi dan kabinet korupsi di periode ini makjn banyak loh,negatif,13
 Bapak Presiden dalam programnya mempunyai visi misi yang disebut dengan Asta Cita Kabinet Merah Putih Di dalam Asta Cita ini yang ada kaitannya dengan tanah adalah swasembada pangan yaitu menetapkan sistem pertahanan amp mendorong kemandirian bangsa melalui swasembada pangan,positif,39
Menurut ordal selama presiden ke LN ada satu kementerian yang lagi bersih2 jejak kasus lama karena sudah disorot kejaksaan ada rencana setelah presiden pulang audit seluruh kementerian terutama kementerian seken yang masuk dalam kabinet FYI,negatif,35
Setelah terjebak utang kereta cepat kini nambah jebakan utang lagi utk makan gratis Belum lagi biayai kabinet jumbo dan para pekerjanya Jangan sampai terjadi di mana makan dianggarkan lauknya daging dlm kenyataan berubah jd telur atau bahkan tempetahu Ini rentan dikorupsi,negatif,41
Sukses dan selamat buat bang ngabalinanda salah satu di selamatkan allah dari api neraka zahanam anda tdk masuk kabinet MP karena allah syang pada anda Untuk rahasia illahi anda rasakan setelah tersungkur dari MPkarena jk anda kemarin masuk ke pejabat menteri KEMUNAFIKAN ,negatif,43
 Di tahan gara apa Emang buat kriminalitas atau korupsi Sih Zulkifli aja masih bebas loh malah jadi kabinet sekarang Tidak diperiksa KPK Soalnya sekolam Sih Bahlil juga,negatif,28
  Anak abah itu umumnya simpatisan PKS Tp dgn tiba2 PKS ningggalin abah dgn loncat pagar gabung KIM demi dpt kursi di kabinet PS dan nurut anjing pd KIM unt maju Pilgub DKI dgn RK Cagub amp Suswini jd Cawagub fix sdh hianati hati anak abah Gila bet anak abah disrh dukung Rido ,negatif,55
  Wah jangan sampai terjadi Kabinet Omon omon Nyatanya RUU Perkoperasian Global amp Krisis Definisi Energi Nasional berkelanjutan RPP Kebijakan Energi Nasional,negatif,23
 Sekarang siapakah antony el goat di kabinet merah putih,negatif,10
 Menteri2 di kabinet merah putih banyak yg latar belakang karirnya orang sawit wkwkw jd jelas arahnya ini ,negatif,19
Gatot Nurmantyo Kabinet seperti Kuda Troya kasus Tom Lembong jadi indikasi pembusukan dari dalam ,negatif,15
 Kemana sekre kabinet dan ajudan pribadi nya Tolong di ingatkan dong beliau ini presiden terpilih dengan beberapa hal bukan lagi capres yang gagal jadi presiden aneh betul,negatif,28
 40 hari paska pelantikan kabinet mulai kelihatan kalang kabut nyebokin dan jilatin,negatif,13
 kasih kakak ini jabatan menteri di kabinet pemerintahan mantap kali cara menjilatnya bah wkwkkwwk,negatif,15
Di pemerintahan yg baru ini kami rakyat Indonesia berharap penuh pada Presiden   untuk memperbaiki bangsa yg telah di acak oleh Jokowi selama ini Semoga kabinet yg baru juga jauh dari  ,negatif,34
semoga diberkati dgn kesihatan yg baik dan kabinet yg cerdik sedikit supaya takde la pmx ni nak tanggung semua,netral,19
Terima kasih kepada Pemerintahan  beserta Kabinet Merah Putih yang mendukung ketahanan keluarga baru kami  Sebagai rakyat kecil berdoa semoga mampu menavigasi bangsa dalam menghadapi tantangan global ,netral,29
 Kabinet miskin kalo gini namanya baru mau mulai kerja udah tekor,negatif,12
Pada upacara yang juga dihadiri Ketua Lembaga Tinggi Negara para Menteri Kabinet Merah Putih Panglima TNI Kapolri amp para Kepala Staf Angkatan tersebut Menhan Sjafrie yg didampingi putranya berkesempatan berziarah ke pusara sang ayah Letkol TNI Purn H Sjamsoeddin Koernia,netral,40
 Salah Satu tugas kabinet merah putih itu bersihkan kotoran pimpinan ,negatif,11
Semangat anti korupsi harus dimulai dari lingkungan yang kecil amppemerintah menyiapkanmengakomodir Lembaga Pengaduan ampPembinaan Secara berkala Dalam 1 Bulan mengadakan Rapat Evaluasi Dimulai Dari tingkatan Kelurahan  Kecamatan dst sampa terahir kabinet Semua di Publikaksan,positif,35
Sapa tahu ada pengganti an kabinet pean terpilihojo ngebacot ngalor ngidul Kabeh mbok musuhi terus konco an mbeh para pencundang politik jgn berpikir tidak ada kalian hancur kalian seperti parasit di dlm  dan benalu presiden boleh ganti tapi yg kita bangun itu sistem nya,negatif,45
Emang iya ya dr kabinet prabowo ada 7 orang yg terlibat kasus korupsi  Wah ini sih bakalan jauh dr penanganan kasus korupsi alamatnya ,negatif,25
Menteri Keuangan Sri Mulyani mengeluarkan surat edaran meminta pejabat negara dalam Kabinet Merah Putih untuk menghemat anggaran khususnya dalam belanja perjalanan dinas Baca selengkapnya hanya di  Sumber gambar    ,netral,33
            Gmana logika nya menjadi kekuatan dunia sementara hutang numpuk korupsi stadium 4 Hukum bisa berubah demi nafsu tahta dan tahta Belum lagi dengan kabinet gemoy utk bagi2 ama parpol dan timses dgn isi nya para begal dan penimbun harta Lu blg optimis tp fakta gmana,negatif,57
Prediksi bikin kabinet namanama menterinya lucuu banget ,negatif,7
Mari disimak bersama apkh tepat disebut kabinet residivis lantaran bbrp menkonya terlibat kasus Kelak presdn Prabowo akan evaluasi ,negatif,19
Saat memimpin sidang kabinet Merah Putih pada 20 Oktober 2024 lalu Presiden Prabowo Subianto menyampaikan empat hal penting terkait judi online narkoba penyelundupan dan korupsi Presiden Prabowo meminta penegak hukum tidak ragu menindak empat persoalan itu Hal ini baru ,netral,40
 Prabowo pernah tempeleng SBY saat msh jadi siswa di  SBY pernah memecat PrabowoPada saat itu SBY Anggota Dewan Kehormatan Tp namanya Dulur Deweskrg berada dlm satu kabinet SBY sebagai penasehat Presiden Prabowo Mereka saling melindungi sesama wong jowo,negatif,40
pemerintah bayar buzzer daripada naikin gaji guru merupakan amalan mereka yang mendorong kabinet tsb untuk masuk neraka jalur snmptn,negatif,19
 Akan susah diselesaikan karena investornya olighar yang dekat kekuasaan dan salah satu komisarisnya ada dalam kabinet saat ini,negatif,19
mendukung program pemerintahan Kabinet Merah Putih Pemerintah berkomitmen akan terus mewaspadai berbagai risiko global dan merumuskan kebijakan untuk menjaga kepentingan Indonesia Tetap optimis meski tantangan semakin dinamis Dari Konferensi Pers  Edisi November,positif,33
 Apa yang tidak boleh bagi rezim otoriter  Justru seharusnya kabinet prabowo lebih menghargai undangundang aturan kepatutan dan etika ,negatif,21
 Presiden saja tidak mandiri dalam nenentukan kabinet dan membuat keputusan  bagaimana mungkin negara bisa mandiri ,negatif,18
 Selamat datang di kabinet Prabowo Mulyono,negatif,7
 Diluar permakluman bagi2 jabatansbnrnya Menko itu buat apa Eksekusi jg ga bs hrsnya optimalkan aja Wapres utk mengatasi koordinasi kabinet ramping under koordinasi wapres dah cukup bgt,negatif,28
Bagaimana pendapat kamu soal program prioritas Kabinet Merah Putih Aspirasi apa lagi yang belum terakomodir Mari kita kawal dan tagih hasil rencana kerja Kabinet Merah Putih untuk mengatasi berbagai masalah ketenagakerjaan di Indonesia 2020,netral,34
Presiden Prabowo dalam pidato pertamanya di Gedung MPR tgl 20 Oktober 2024 memandatkan Kabinet Merah Putih agar Pemimpin harus bekerja untuk rakyat 120,positif,23
Nasib Pekerja di Era Kabinet Merah Putih Melihat Program Prioritas Kabinet Merah Putih untuk Atasi Masalah Ketenagakerjaan di Indonesia a thread 2020 ,netral,23
Negeri ini bener sakit Presiden down grade ikut cawe pilkada di Jawa Tengah Kabinet Merah Putih isinya koruptor dan judol Wapres tidak punya kompetensi sbg pejabat Ada negara di dalam negara PIK 1 PIK 2 PIK 3 dengan ngorbanin rakyat pemilik tanah yg sah ,negatif,45
  Kalo Pak Mahfud orang baik Tidak lama lagilah masuk kabinet lagi,netral,13
Utusan Khusus Presiden Bidang Pembinaan Generasi Muda dan Pekerja Seni Itu jabatan Raggi di kabinet Merah Putih Sekarang dia yang mendampingi Wapres saat tabur bunga yang biasanya adalah pekerjaan menteri Pendidikan dan Kebudayaan ,negatif,34
 Wah coba mempengaruhi kebijakan Pak Prabowo menghapus judol dan pelindungnya tunggu aja hasil penyelidikan keseluruhan dari Polri dan pengumuman dari Mayor teddy sebagai sek Kabinet Ya,negatif,27
Meskipun dalam kunjungan ke LN presiden Prabowo dalam arahannya kepada para Menteri dan jajaran Kabinet Merah Putih secara tegas tersirat menyatakan bahwa kendali pemerintahan tetap berada di Presiden RI Simak Ibnu purnas video  ,negatif,35
Wei budi arie emang gak pantes kamu jadi menteri pak  tolong diganti saja ini di kabinet merah putih Jangan sampe jd beban bapak di kemudian hari Info jg sebenarnya dia gak masul menteri bapak kok kemarin Krn dititip saja ya gak ,negatif,43
Barusan anak saya komen Pa gimana negara bisa bersih dari korupsi ponakan wapres aja mafia tanah Saya jawab Biar aja Presiden Wapres Kabinet MA BPK DPR dll semua korup Biarkan seluruh manusia di bumi ini korup yg penting kita tidak korup  ,negatif,43
pengin tahu fufufafa mimpin sidang kabinet tolong dong rekamannya pasang di sini ,negatif,13
Salah satu kinerja awal yang menonjol dari kabinet ini Hari minggu pun tetap dengan iringan patwal dan voorijder lengkap nguiknguik ,negatif,21
 Jangan Diperiksa Dahulu Usia Kabinet lt 3 bulan Biarkan Main Sirkus Untuk Hadiah Tahun Baru Amankan ZA AK DI FD Tidak Lulus Bekerja   Penunjukan Vendor Langsung       ,negatif,36
 Ini mantri ndeso yg blunder sejak hari 1 dilantik Menuju 100 blunder kabinet obesitas omonomon ndasmu etik,negatif,18
  Cara yg Sama seperti MANTAN yg Membiarkan para menteri di kabinet Nya terutama para Ketua umum Partai yg punya kasus Korupsi Ujungnya dijadikan Sandera politik dan semua kebijakan politiknya berjalan mulus tanpa gangguan boleh jadi PS memakai Intrik politik yg sama,negatif,43
Mari kita telusur ke pelbagai dugaan dibalik pernyatan exmenteri kominfo skrg komdigi 1 Pernyataan ini dpt jd pertanda bagi  selaku pimpinan kabinet rejim 2024 bahwa ada satu menteri di kabinetnya yg tidak percaya dgn proses seleksi Yg mana bila itu terjadi,negatif,42
Rusak betul Kabinet Pak  Begini yg mau bangun Indonesia Emas,negatif,11
 Nyuruh kerja efisien tp kabinet nya gembul,negatif,8
 90 PERSEN KABINET PRABOWO ITU BANYAK YG TERSANDUNG KASUSMAKANYA KALAU SETIAP ADA KASUS YG D TANGANI G AKAN MAKSIMAL,negatif,20
 keberadaan 2 konsultan pilpres mulyono di kabinet tanda nyata  ada dalam tekanan mulyono cs,negatif,16
Halo  Menteri ATRKepala BPN Nusron Wahid menghadiri Rapat Kabinet Paripurna bersama Presiden RI Prabowo Subianto Pada kesempatan ini Menteri ATRKepala BPN menerima arahan langsung terkait penataan ulang aset tanah negara ,positif,32
 Sekarang dinasti koruptor jkw masuk dlm kabinet pk prabowo dan ahir nya apa yg akan terjadi jujur aja jkw itu sebenar nya telah wajib di hukum mati,negatif,28
            Itulah kecerdasan presiden Prabowo memilih dan melatih kabinet merah putih di Akmil agar punya daya tahan secara moral,positif,30
 Saya mulai ga suka dia adik ipar nya masuk ke kabinet trus dia sudah mulai nyindir2 ganjar,negatif,18
Menteri Agraria dan Tata RuangKepala Badan Pertanahan Nasional ATRBPN Nusron Wahid menghadiri Rapat Kabinet Paripurna di Istana Negara pada Rabu 06112024 sore Ia mendapat arahan dari Presiden Republik Indonesia RI Prabowo Subianto ,netral,33
 Jadi klo gitu gelar DR nya Bahlil itu bikinan orang Jadi di kabinet merah putih itu ada DR orderan ada DR  HC  abal2,negatif,26
 Kabinet gemoy Lebih banyak pejabat dan staff nya Butuh Sarana kerja mobil dan peralatan kantor perjalanan dinas belanja modal rapat rapat Apa itu ngga boros banget ,negatif,27
Sikap politik  yang tidak muncul dari kehati2an telah sangat mengecewakan rakyat   ,negatif,15
Dana kabinet jg distop krn menterinya dan para anak buahnya banyak korupsi Sangat jumbo pula korupsinya Mau merampas hak desa atas dana desa saja pakai dalih kepala desa korupsi Pdhl yg ngasih contoh korupsi jg para pejabat pusat,negatif,38
  Ada orang itu di kabinet merah putih,negatif,9
 Ga usahh lama2 pak  jangan jadi munafik untuk menjadi baikk Singkirkan  dan keluarga nyaa Serta para boneka jokowi di kabinet bapak,negatif,24
 Hukum Tatanegara tidak berlaku mutlak di negara ini entah karena mereka tidak mengerti atau tidak peduli sudah dilakoni sejak pembentukan Kabinet dan Badan  Lembaga yang ngawuran itu,negatif,29
    Ya emg gue stju ga usah tebang plih kalau ad dri kabinet prabowo yg korup gue stju untuk ditindaki klo bsa dhukum mati Lah kalian malah justru ngebelain gara2 oposisi dmana sih otak sehat kalian2 ini,negatif,40
Presiden Prabowo Subianto dikelilingi oleh orangorang dekat dan yang dipercayainya Siapa saja dan apa peran mereka dalam Kabinet Merah Putih   ,netral,23
Viva Yoga soal Transmigrasi hingga Kabinet Gemuk PrabowoGibran ,negatif,9
Susu sapi murni kok pada dibuangi sampe 200 ton kok belum ada mentri kabinet merah putih  bersuara ya Katanya program makan bergizi gratis butuh susu sapi Tapi kok ini malah pada dibuangi ,negatif,33
  Tenang mas gibran dah diasuh mulyono saat presiden ke LN ternyata di rezim skr ada PMnya macam di kabinet sjahrir tinggal ubah aja UUD nya drpd malu2 amp malu2in begini yg msh maksa incharge ,negatif,36
 Koplak tur ngawur presiden cuma punya visi missi program itu milik mentri kabinet utk mewujudkan visi misi presiden program amp kegiatan bkn urusan presiden tapi kabinet amp kepala daerah,negatif,30
Sudah kudoggy sejak pengumuman Kabinet Naganya jd kacung dan jongosnya 9 Naga,negatif,12
Mas Eep yg jlas bnyk yg bilg dan prediksi bahkan dri senior2 Tni yg slama ini tegak lurus bhw tdk akn ada prubahan apa2 sama saja sprti Jkw Prabowo adalah kelanjutan Jkw dri awal kabinet saja sdh keliatan arah nya ngawur Bangsa ini lagi ketiban apes,negatif,46
Apa perbedaan Kabinet Indonesia maju dengan kabinet merah putih ini  A Thread ,negatif,14
   Indonesia emas tidak akan terwujud karena prasyaratnya banyak sekali klu mimpi aja boleh tapi yakinlah rezim ini nggak bisa utk membantu dan menyiapkan kearah sana karena ini bukan kabinet the dream team,negatif,35
